	sentence	sentiment
5056	thirunelveli enga thala yoda kotta daa	positive
5057	Ena da trailer ye mokka pundai ya iruku	negative
5058	Trailer maranna mass  thalaivar therika vidrarruuuu	positive
5059	I hate v... s...  Iron man kill it v... s	negative
5060	Rajini  sir Teaser Super.. indha pongalukku Petta than gethu....I like this Flim	positive
5061	Yaru padam vanthalum varadum thanush Anna padam vanthale tamil nade miratdum by thanush veriyan	positive
5062	Telugu dhanush fans hit like here	positive
5063	Rajini super star next c m 2. 0  pe Super	positive
5064	Rajini tha mass vj ajith lam tusu	negative
5065	Semmma maasss.. Thalaivar style.. .. Super thalaiva.. 🤘🤘	positive
5066	Dhanush vatri maraan fans like it	positive
5067	0:26 & 2:18 Goosebumps... Onre Onru Mattam... Thalaivar... Rajni	positive
5068	semma mass great Shankar sir super star rajini great	positive
5069	Our super hero siva anna forever	neutral
5070	Intha acting ku thala ku Oscar award kadaikum	neutral
5071	Endha trailer  time sollamatte 200 time melle pathavange mattum like podunge	positive
5072	Nee enna captain America va ?	negative
5073	Bigil  Kaithi Yar yar 2 padathukume waiting	negative
5074	H VINOTH  macha u athukkum mele	positive
5075	G. V. Neenga music mattum pannunga thevaillama hero va nadikkathinga	positive
5076	Thalaiva  Makkal selvan Annan	positive
5077	Ajith fans innum naraya naraya naraya trailer paakkanum...	positive
5078	Sammaya iruku!! Thalaya indha maari role la pakka dha nalla iruku romba naal kezhichi	negative
5079	#Yuvan Shankar Raja# Raja mean king .. you are the real bgm king  #Bgm Vera Vera Vera level yaa#	positive
5080	bgm terikkuthu ghibran   from 1:05	positive
5081	Semma style mass rajini is rock	positive
5082	Appadaaa... Oru wela Thala Fans Siva kita irundu thappichitanga.. 🤣🤣🤣🤣	positive
5083	Orutar mela visuwasam kaaturathukage innurature yen asinge paduturinge... semmmmmaaaaaa	positive
5084	Neraya Neraya Neraya Neraya kola mass thala	positive
5085	*tha.. VERA level...!  Saavardha irundhaalum Poraadi saavanum... Kaal la vizhundhu Saaga kudaadhu..!!! GOOSEBUMPS dailogue	positive
5086	Kaidhi oodha poran da vijay ku bhigilu va va va sanghu	positive
5087	Last dialogue semma  karthi Anna .... Nala panirukenga ....	negative
5088	Itha trailer Ku dislike pannuraven girls ku against ta irupan pola.... You mom also girl..	positive
5089	Theme pathutu thaan again paaka vanthan thala ya	positive
5090	Enna Da Hindi a paarthu trailer I kooda copy adichi irukaanunga	neutral
5091	padam vera level hit aagum nu solravanga hit like here	neutral
5092	Balaji shaktivel fans like ah poduga	positive
5093	Oruthar mele visvasam kattathukkake innoruthare yen asinga peduthirenge	positive
5094	appo visuvasam  lolzzzzz rombo pavam ajith lolzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz	negative
5095	savuratha irunthalum sanda pottu savanum sir payanthu kal la vilunthu sava kudathu sir... super dialogue	positive
5096	Dislike potavangala *tha neengala manusangala ,	negative
5097	Fight scenes &  bgm vera level nu soiluravaga ................	positive
5098	Asuran vettai aramam marana mass	positive
5099	Kamarajar ayya va tholvi adaiya vaitha tamilnadu thana ongkaluku last vara oru nalla thalaivar kuda vara mattan da	negative
5100	The word vera level thalaiva unaku vayase agadha paaaa	neutral
5101	Kola kandula irrukam veral level mass thalaiva	negative
5102	Ivaruku Intha vaisula agathu pola... Omg wattta a man thalivaaaaaaa	positive
5103	Thalapathy 64 kkaa vanthu intha trailer pathavanga vijay fans like podunga .........🤞	negative
5104	Vagina fanskala savunkada... Thalaivar Kodi parakura edathula Vera Evan kodida parakum	negative
5105	Nee va thala eppavum unaku viswasama irupom... love you thala	positive
5106	Aiiiii Black Sheep Ayaz  & kutty munji !! semme  ! valthukal	positive
5107	1st tym ungaal ipdi pakro Thala 🤘🤘	positive
5108	Nerkonda parvai...  Sema sema sema trailer	positive
5109	en cmnta evanum mathika porathula,so nice..	positive
5110	Enagada ipdi padathula marana katu katirukinga	positive
5111	congrats chiyaan Anna I m thala fan	positive
5112	Yenna da last seen ha phone la potrite mode la yedutha maari irruku	positive
5113	Bollywood wale yaha hagne na aye	negative
5114	Vera Vera Vera level!!!!!!  Umma!!!	positive
5115	copy bgm ...to malayalam film oppam	negative
5116	omg, Indian filmmaking is so embarassing xD	positive
5117	Petta padam vettri pera Thalapathy rasigargalin valltukkal.. Endrum vettriye todarum..	positive
5118	Mass thailava bgm Vera level and dialogues semma	neutral
5119	Wow thalaivaaaa Vera Leval Teaser  Awards Eduthu Vaikadaaa Asuran Vararuu	positive
5120	Maranam dance thalaiva u r great	positive
5121	Enda en deivatha dislike pandringa thevudiya pasangala.yaru sottula manna pottaru . savungada prostitute pasangala	negative
5122	Thalaivar pongal begins 🤘🤘 petta paraak	positive
5123	Thalaivaa kola mass Vera leavel	positive
5124	I don't know Tamil but I like Rajini. Super style.	negative
5125	Kola kandula irukan movanaeee kollama Vida matan	neutral
5126	semmmaaaaa massssss trailer a summa verithanam.	positive
5127	Pink 73k likes only... But, NEER KONDA PAARVAI......AWESOME....	positive
5128	Dhanush vera maari idhu veri maari	positive
5129	Yanada....last la... Bigil ku ... Reply pana..maari irukayy 🤣🤣	negative
5130	Sivakarthikeyan Anna real fan's her like ....,	positive
5131	THALAIVAAAA  VERA LEVEL YA	neutral
5132	Nice 🥰🥰🥰... But rekka... Sindupath Mari irukama iruntha seri	neutral
5133	Last word in Malay 'you kena tunggu lebih lama lagi untuk tosai'	positive
5134	Morning lindhu trailer pathuttu yavalo comment like pathutte erukravange like podunge	positive
5135	Dialog : க‌ல்வி mattum yaralum nammata eruthu aaduthuka mudiyathu.. Vera lvl	positive
5136	thalaiva unna paathona uyir poiyudichu...yenna Mazz,yenna class,yenna style...RAJINISM CONFIRMED	positive
5137	Thalaivar      Veraaaaaaa level	positive
5138	Family yoda padam parka mudiyathu pola.....	negative
5139	Thala lookku sema mass nu soldravanga mattum oru like podunga	positive
5140	Wow semmaya iruku sk anna fans hit	positive
5141	Peeta best or visuwasam best peeta best na like pannuga visuwasam best na dislike pannuga	positive
5142	pongalukku  petta paraak thaan thalaivaa back with bang	neutral
5143	Omg thalaivaar pandey erukaraa vera level la eruku padam	positive
5144	Shraddha shrinath fans from Karnataka hit like here.....	positive
5145	tvaivaal aaaa aaaaaa vera level tvaivaal aaaa	positive
5146	Vera level Trailer  thala pola varuma  luv u thala .....	positive
5147	Rajini Sir and Nawaz Bhai! Can't wait!!!!!	positive
5148	Indha padam KGF vida semaiya irrukunu ninaykiravanga like podunga	positive
5149	Ennaa daa sedhukki vechirukkeenga frame by frame...	positive
5150	After a long time Thalaivar look...yeppaa...semmaaa...  Vere leaveldialoge vere leavel  anirudh bgm vijaysethupathi..mass total.. petta.... kola mass...doiii...	negative
5151	Kola kandula irukan mavane kollama vidamatan hit like hera	positive
5152	Trailer merala aticithookuthu ellar vayil veralavaikuthu	positive
5153	Bgm na idhan bgm. Yuvan on	positive
5154	Rissing Star SK eppavum Trending Star	positive
5155	Awesome  Rajni na summa va	positive
5156	unmiyana Thala fan like a potutu po	neutral
5157	Suyama sinthika therinjavan than MANITHAN. .....super hero illa sk. Ni seekrama  anchoring ku again vara pora..	negative
5158	Super Shankar Sir Rajanikanth Sir All The Best Movie Team Waiting Movie From Pawankalyan Fans	positive
5159	தலைவா  Vera level Tha podra vediya	positive
5160	Paavam sk Anna last movie nalla pola intha movie hit aaganum ragavendhra swamy Kita vendikara	negative
5161	Yow.. editor trailer yeh mukkavasi story solitiyeya...	neutral
5162	Sona time la trailer gethu bigil uuhhhuuuu sangu oothaaa	positive
5163	I'm vetrimaran fan padam semma irukkum	positive
5164	Massss vera level  ASURAN Panthayam adikum	positive
5165	Dhaush Nadipuku Intha padam Theeni podum nu ninaikuren	positive
5166	Padam trailer mooka, padamum waste Insulting amitab  Poi sethu thola da ajith sunni	negative
5167	Really super epdiya ivlo irku 37 days la mudicha	positive
5168	Action king mass hero   1990s kids yarelam avanga solunga avaru mass ahh illaiyanu	positive
5169	Bgm sounds like Va modhi paru theme from Nerkonda paarvai..	positive
5170	Vjs poda iron man ah keduthavane loosu	negative
5171	pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka	positive
5172	Thalaivaaaaaaaa.. pakka mass. Invincible style samrat	positive
5173	Bgm like nkp theme va modhiparu🤔🤔	negative
5174	32K Like Potavan Silukku Mavan	negative
5175	Click like botton  Still repeat mode from 6pm	positive
5176	#என்றும்_தலஅஜித் #NerkondapaarvaiTrailer Crossed 11 Million Views.	positive
5177	Vera level mass mass ajithkumar	positive
5178	Ippadi  neraiya neraiya neraiya neraiya ....	positive
5179	Rajini screen la  semma jore ah irukaru super	positive
5180	Padam Raava irukkum pola  best of luck Thanush	positive
5181	Thala rasigan in vayalur pudhunagar SHACKARSH	positive
5182	Vfx pathi ippo pesungada Hollywood sambranigala	negative
5183	Final dialogue  for both Thala & Thalapathy fans ku solirukaru pola...	neutral
5184	Marana mass trailer....... Trailer na ippadi irukanu	positive
5185	Challenge summa therikavidapothu Chiyaan fans like pannunka	positive
5186	Shankar sir we want anniyan 2	negative
5187	I'M WAITING SANKAR ANNNA NEXT ANNIYAN 2 DIRECTOR SHANKAR CHIYAAN VIKRAM FANS VERY SOON ATHUKKU ME LA	positive
5188	Vera Vera Vera level. Thalaivar maaaassss	positive
5189	Movie fullaa night la mattum shoot pannittanga pola...🤔	neutral
5190	Dislikes podura thevidiya kandara oooooooli pasangala	negative
5191	Ghibran pundaya vitta ungalukku vera aale kedaika laya da.	negative
5192	NORTH OR SOUTH KGF IS THE BEST!!	positive
5193	SK Anna  sema Mass	positive
5194	Nalla thana da iruku..  yendaa veembuku nu dislike panringa..	positive
5195	Malaysia Tamil fans waiting for Kadaram Kondan movie Chiyaan Vikram, Kamal Haasan fans hit like here	positive
5196	Inspector gadget movie pakkura pola iruku	neutral
5197	THALA semma MasSs Girls mukiyamana movie  don't miss	positive
5198	Ethu vera vera vera vera  level trilore	positive
5199	Good luck from THALAPATHY fans kerala	neutral
5200	thalapathi nadichaa veru sura Aana danush nadichaa asuraa da varuvaaru paaru	positive
5201	Superbbb Rajini 20 years Boy  telugu lo kuda Kavalli	positive
5202	Nanum padipa eduthukalanu patha.Mandala yeramatengudhu, correct dhanush sir	positive
5203	Makkal : Rajini padam nadikiradha niruthu, illaina un dowser'a kilichi ammanama vitruvom, Maanam pona Arasiyal side'aey vara mudiyaadhu paathuko	negative
5204	Enna elavu da idhu .... indha karumathuka 500 kodi	negative
5205	Vikram, Surya, Dhanush... Ivanga moonu perukum oru hit theva paduthu 🤪🤒🤒🤒🤒🤒	neutral
5206	VIJAY SETHUPATHI POWER  19 VIEWS BUT,,,,,,,,,,,,,,,,,,,,,,,,, 185 LIKE	positive
5207	Looks like hollywood James Bond... Movie. And vikram sir u r da best one in our tamil industry...	positive
5208	adapaveegala ipdi nadikura manushana vachu flopah kodutheengalada .  ajith sir pls  choose new directors	neutral
5209	Thalai ku thalai poora Neraiya Neraiya Neraiya romdha Neraiya neracha mudi irruku	negative
5210	Kaadu iruntha eduthukuvanunga, kasu iruntha pudungikuvanunga, Ana padippa mattum orthankitta iruntha  edukka mudiyathu dialogue vera level	positive
5211	Ipa enna panna porom... Viral Aaka porommmmmmm	positive
5212	No actor can replace like rajni sir	positive
5213	Wow   Super Star  RajiniKanth Fan's  like Vesukondi   ట్రైలర్ అదిరింది	positive
5214	Vera level  la iruku  . . .  Inga konjam payama than iruku  . . Accept	neutral
5215	Tamil shankar.. Hindi rajkumar hirani...Telugu raja mouli... R tge best	positive
5216	Nala eruku nalatha eruku adaaa nalathayea eruku	positive
5217	Sweet sapda porom pongaluku  Petta parak	neutral
5218	Thalaaa  u r  great	positive
5219	Teaser super nu solra thalapathi rasikarkal like pannuga	positive
5220	Vera level ..after long time  sk fans	positive
5221	R.I.P Enai Nokki Paayum Thotta	positive
5222	Climax scene la kan kalangunavanga like pannunga	neutral
5223	Raashi khana va mokka pannidhadinga Nevetha pethuraj heroine na pottu .appuram padam flop dhan	negative
5224	Pandee pesum pothu.. Thala ukkarra sangi pundannu solliruntha weight ah irunthurukkum	negative
5225	Awesome movie shot I like this	negative
5226	2019 hig thriller movie .. king maker Ajith kumar..	positive
5227	6.7 M views and  681k likes	positive
5228	Finale dialogue ella fans kum porundhum	positive
5229	Yuvan thala rasikar like therikka viduka	positive
5230	Like hit superstar rajni kant sir  Akhsay sir and shanker sir  Like hit	positive
5231	Namaku yadhuku indha tava illadha vala...  Mr. Ram...	negative
5232	Hindi me dub huyi hai kya	positive
5233	Dhanush acting verithanam nu soldravanga like panunga	positive
5234	Thalaivar Marana Mass ATB..pppaaaa...no words to say... ayyo...ayyo... wow... hmmmm...	positive
5235	Thala da Kolla mass Nkp Trailer	positive
5236	Eppothum nambe than likes kude,, dislike kum nambe than kude	negative
5237	Mass iruku eppo entha padam varum I love u vikram	positive
5238	its just like a hollywood movie.wow	positive
5239	Evan sonnadhunnu theriyala tamilanukku talant paththathunu.....always Tamil people talented	positive
5240	Hollywood level la padam kettavanga lam... பாருங்கோ பாருங்கோ	negative
5241	Kappan veda  VARA LEVEL movie da Indian Bruce Lee dhanush Anna	positive
5242	Sivakumar - Sketch (promo) andha hospital ku illa 2.0 ku	neutral
5243	Yen Anne yen ipdi pannitiye release panradhu konjam kuda solllame che	positive
5244	My god power star Pawan Kalyan remakes this movie .....jai power star jai JANASENA	positive
5245	Good  morning  Thala fans.... Trailer semma ya irukunu..... solluravunga hit like.......	positive
5246	Ppa Vera level veri yerutu idhu than marana mass	positive
5247	Andha old style inumm Konjam kooda Pogala ...Apdiyae irkuu ya	positive
5248	Valthukkal enrum thalapathy rasikan samayan MADURAIkaran	positive
5249	Thalaiva Rajini sir fans hit like	positive
5250	Pink padam paathuthaen hd print irruku yaaruku veanum	positive
5251	Karthi thevidiya magane nee ellam edhuku da cinema industry irukka pooi thooku pottu sagalam da intha pollapukku	negative
5252	Real life HERO SIVAKARTHIKEYAN.. ippo Reel life la yum HERO aagitaaru	positive
5253	Ithella ennada hollywood pado enga aalu siva etuthaaru paarraa vivegam pado athu maari oru pado ungalaala etukka mudiyuma aa	neutral
5254	Oru thar Mela viswasam kaddurathukka ka enni oru thaingaala eathukku Asikingaa padduthiringaa ...#Nkp	neutral
5255	I love sivakarthikeyan  Sivakarthikeyan fans like pannunga	positive
5256	Sweet super ra  eruku thalaiva  Tirupathi Thalapathy fan	neutral
5257	Ninga arjun fan ah iruntha oru like podunga	positive
5258	U1 rock but 1.05 irumbuthirai bgm maathurie iruku	neutral
5259	Enda itha trending la podala, somberi Youtube pasangala	negative
5260	October maasam Kala kattum pola asuran & bigil	positive
5261	verithanam maxx , dislike pannavangellam yarunu ellarukkum theriyum, burnol	positive
5262	Kamalah kanu aprm endah perah munadi podringah?	negative
5263	*Kajal  Fans Subscribe *	positive
5264	Ayyyo thalaialva Vera lvl confirm ellaflrume RAJINIFIED	positive
5265	Thala un padathukku verithanama kaathirukkirom ,makkalaagiya nangal,iam waiting this movie thala.	positive
5266	Reached 10m views superb Thala always mass Vera level enum neraya neraya neraya neraya neraya .	positive
5267	Ayoo vanthuruvanga Ithu like panu athuku like panu nu 🤐🤐	negative
5268	Thanks karthik sir...annamalai part 2 parthamathiri iruku..rajini sir spped, cute ness, mass...chance ah illa...thanks karthik subburaj...	positive
5269	Die hard Chiyaan Vikram Fans nu Like adikkan olla comment..  Love from Kerala..	positive
5270	Padam pattaiya oda pokuthu ellarum ready aakikonga thalaivar thalaivar thaanya	positive
5271	enna achchi sakar sir no good	negative
5272	Like potutu video potavanga yar yar...	positive
5273	Heroine illatha oru moviea .appa semma hit thaan.	positive
5274	Last walking moment mass ah iruku	positive
5275	Sasikala K  mass  thala	positive
5276	namma kitta iruthu padipa mattu yeduka mudiyathu chidambaram	positive
5277	Its going a blockbuster....  deepavali powlikkum..	negative
5278	Enga da trending la varala .. Youtube ???	neutral
5279	Iam surya fan but i like trailler awesome trailler..തല സൂപ്പർ ആയി	positive
5280	Thala thaanda eppavume gethu meethi ellaarum waste	positive
5281	sam c vikram vedka thema vidamaatru pola irukku.	neutral
5282	Intha movie la yaru hero ???	positive
5283	Ajith sir act like amitabh in pink	neutral
5284	2017 dec-velaikaran -block buster.  2018 dec-kanna-hit.  2019 dec-hero block buster..  like frds	neutral
5285	Some 1 : Intha mathri ponungaluku ellam ipudi thaan nadakum   Thala : nadaka kudathu ...!!!	positive
5286	Parkathukku munnadiye pottathu nan mattum thana....?	neutral
5287	ஐயயோ நீ நல்லாயிருக்க - semma cute. idha repeat modela pathuketta iruken	positive
5288	Kabali, kaala.. idhellam success pannaliyaa!! Adey madiri kattayam indha mokka padattitum vetri padamakkuvom	neutral
5289	Padayappa, badsha, muthu padangalin varisayil petta paraak Thalaivaa trailer kadaisila kali oda attam super intha pongal thalaivaroda pongal	neutral
5290	PETTA pongal Da Thalli Nilunga Kosuvasam BOYS	positive
5291	ippo enna panna porom? sweet sapda porom	positive
5292	Kola gaandle irukken kollame vida mate.. Thalaivaa..!	positive
5293	Valimai varatum  enge attam adule paapingge	positive
5294	I am chitti...... Reloaded... Version 2.0	negative
5295	1 million likes vara matignkitheeee so sad	negative
5296	Kaidhi vere leval.... bgm mass mass massssssssssssss	positive
5297	Idhaanda thala......🤩🤩 Kadaisiya ennai arindhal la parthathu...	positive
5298	I wonder Why dis video s not trending ???	neutral
5299	Iruku.. Oru nalla comedy padam waiting la iruku. SK🤣	negative
5300	മലയാളി ഉണ്ടോ ഇവിടെ Namakku thevayanatha namma than adichu vaankanum	positive
5301	Get to 1 million likes fast please.	positive
5302	Vera Level  Look THALA 🥰	neutral
5303	This is Thalivar padam .....marana mass u u u u u u u ........	positive
5304	Nammaku thevayanatha namma than adichi vanganum...	positive
5305	74 K comments , 820 K likes.....	positive
5306	டே YouTube 2 days enkada iruntha....fraud.....	positive
5307	Makkal Selvan nu solradhuku badhil makkalin Selvan nu sollalaam	positive
5308	Pigay pans be like....pink movie dubbing daw daw daw..,🤣🤣🤣🤣🤣🤣	neutral
5309	Dislike potavanaga nenga irukara varikum nanga inum mela mela poovm da Thala daaa	positive
5310	ungaluku vaiyasagala...solli 15 varusam irukum....rocking thalaiva....	positive
5311	Entha padam velangathu da nasama poidum da	negative
5312	Vadivelu styla sollanumna Engada inga iruntha phona kaanom	positive
5313	Oru manushana azhichudalam...avanukku vacha silaya odachudalam - Ana avanudaya sindhanayum sithandhayathayum azhikka mudiyadhu - absolutely that’s Gandhiji	positive
5314	Vere vere vere vere vere vere vere vere vere vere level..............	positive
5315	0.18 thala name  0.33 thalaivan u1...	positive
5316	nalla iruntha enga thaathaa intha trailer ah paatha udane sethutaaru ini  padam edukadha da baadu paiya	negative
5317	Dr vaseegaran dan villain ah ?	neutral
5318	Valimai trailer likes target 3 million	positive
5319	Padam mokka ya than irukum but thala nadichathunala inum nalla varum Tamil la so nerkonda parvai konjam support panunga	neutral
5320	Paarka dhana poora indha kaali ooda aatatha waiting	positive
5321	thirunelveli thala fans oru like podunga	positive
5322	Wow gripping trailer, but ajith sir beard konjam korachu irukalam	positive
5323	Enaku vfx teriyathu aana, vfx terincha aalu ippadi pannalaama	neutral
5324	Thtr la inaki paka porvanga Mattum like pannunga	positive
5325	Pongal’uku “Sweet Sapda Porom” all Thalaivar Veriyans...	positive
5326	Wishes from nadippin nayagan Suriya fans	negative
5327	Semma masss...ithuvaikkum annnane ippadi paathathe illa	positive
5328	Oru vela Dunkirk theme ah thaan BGM ah Eduthu GV panrupaaplayo..!!🤔	negative
5329	OMG   Marana Mass old rajni settai	positive
5330	Bro vetrimaaran dhanush Anna than gethu solravanga  like podunga 🤔	positive
5331	Vijay Sethupathi & Anirudh ivangalukkaka like	positive
5332	Oruthar Mela irukura viswasam katratgukaaga aduthavangala yen asinga paduthuringa ...	positive
5333	ENPT... Vena... ASURAN... Venum...  Which... One... Like...?	positive
5334	We need In Kannada as well..Dubb in Kannada too	neutral
5335	Trailer lan nala than iruku ana padam paka than bayama iruku	neutral
5336	THALAIVAR FAN SK KU WISHES THALAIVAR VERIYAN	positive
5337	After Muthu padaiyappa.. Aprm Rajini sir thuruthuru acting paakura  maathiri iruku osm trailer waitingggggggggg	neutral
5338	You kena tunggu lebih lama lagi, untuk tahu saya. Damn Chiyaan sir speaks Malay man. We love you sir	positive
5339	Thalaivar vera level. Mass mass mass marana mass.	positive
5340	Graphics sari illa nu solrathukune oru gang suthum parunga	positive
5341	Nan tha 1 st like vera level anna	positive
5342	Trending 11 la irukku adhuthu yenka irukkumo theriyala thala fans support pannukaa trending kondu vangaa plse	positive
5343	very differen look waiting for movie	positive
5344	Sarr  wow  super  super  movie   kartik sar	neutral
5345	Oruthane Yaaro Rajinikanth ahm  Marana Kaatu Kaatrarune Other young Actors ku   *tha S-U-P-E-R-S-T-A-R da	positive
5346	kola khandula irrukka magana Mariana mass	positive
5347	Oruthar mele neengge viswasam kaatradhukaaga, innoruthare yen asingga padutharingge? Mass thala nee!!	neutral
5348	1.38 paaa enna Aadi.. Thala vera level..	positive
5349	Namakku thevaiyana tha namma thaa adichu vaanganum 0:37 tharam	positive
5350	Maas maas maas  thalaivar on track . Paakathaneporeee	positive
5351	Vera level la iruku DHANUSH sir maranam bgm Bayagarama iruku	positive
5352	Vaa thala Vaa thala unakkaga thaan ulagamey waiting	positive
5353	Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala	positive
5354	Remake ku meaning theriyamey pink movie oda copy nu katharitu erukanunga anils	positive
5355	enna elavu da ithu  ......	positive
5356	Yesterday movie paathutu trailer paaka vandhathu yaaru	neutral
5357	Padam 300c nrathu unmaya yarachom sollunga	neutral
5358	Innum 1.3k like reach aagala quick ah Thatti Therika Vidunga Pangaalingala..	positive
5359	Superrrbbbb bayya pakka black buster movie	positive
5360	#Superstar Rajini  biggest fans like here	positive
5361	Thilavaaaaaaaaaa.......	positive
5362	Trailer mokka da ajith kelatu payale	negative
5363	Paaaaaa thaliva  Vere level ne	positive
5364	Thalaiva Pongal Festivel Ku Theater La Marana Kattu kattinga! (By-Fan of Rajni & Sachin Tendulkar)	positive
5365	@0:36 to 39 vaa thalaivaa nee	positive
5366	1 MILLION LIKES FOR TRAILER  WHO IS WAITING?	positive
5367	Thala intha Mari Padam panunga antha Siva kita povathinga	positive
5368	Makkal selvan VIJAY SETHUPATHI SEMMA GETHU	positive
5369	A  YUVAN SHANKAR RAJA MUSICAL	positive
5370	Ethukku than poganum pola eruku awasam Karthi anna	negative
5371	Nerkonda paarvai trailer review -	positive
5372	Enuma da evaru china paiyana irukaru.....	neutral
5373	Sema sema sema thala love you...	positive
5374	Tharu maru. Thalaiva. Love u. Idhu thanda rajini padam	positive
5375	Ayyo  ayyo  ayyo  ennada  ippadi  thalaivara  ready  pannirukinga	positive
5376	Yaarula bigboss abinaya note paninga, sema role lah nadichuruga	positive
5377	Thala super look ....jai thala Jai pavankalyan	positive
5378	Vera level vinoth kalakurayah thala u1 rocks bgm terikudu and oru adi pah marana mass	neutral
5379	Evanavathu Trailer Nalah iruku,Intha frame nalah irukunu solranah paru....Hit Like nu Varanunga Youtube ah da ithu..	neutral
5380	Ithaiyum mass nu solra oru kootam irukku 🤦‍🤦‍	positive
5381	MARANA MASS TRAILER BY THALA SOORIYA PUGAZH KEM	positive
5382	Graphics sari illa nu solrathukune oru gang suthum parunga	positive
5383	Pyangram.. Santhosh narayanan Sir ah use pannirukkalam	positive
5384	Oru unmaiya othukitu than aaganum.. Vijay sethupathy lam screen la theriyave ila.. Thalaivar elarayum ninnu saaptutaaru..	neutral
5385	Appadi Ellam nadakaadh... Nadakka koodathu. THALA Love from kerala	positive
5386	Nee va thala nanga irukom	positive
5387	Pink movie remake..in tamil...ajith sir masss	positive
5388	Waiting for kaithi i am Karthi fan	negative
5389	Gommaaaaaaala Vera LEVEL la irukku daaw sankar Pirichchi Menchitteeenga	negative
5390	Thala entry Epdi irukkumnu comment pannunga thala rathangale	positive
5391	Ippo yenna panna poro....? Hahaha ticket book panna poro	positive
5392	Viswasam 22m aachu ivaru enana 20 m Ku mukkuraru	neutral
5393	Shankar sir thinking massive   vera level sir ninga	positive
5394	sankar sir fans hit like here	positive
5395	Supr trailer machha semma mass eriku  I'm from Karnataka	positive
5396	Mass thalaivaaaa. This is Basha 2	positive
5397	karthick subburaj anne .... intha padam vetri adaya unagalukku ennudaya valthukkal...	positive
5398	Last Da oru look la iirukaruda thala	positive
5399	Ippotha magamuni paathu oru kalathule irukke athukulo innona.	neutral
5400	Pls 2.o creat youtube records pls pls pls rajini fans	neutral
5401	Kaththi music maari yaarellam feel panringa .........?	negative
5402	தலைவா....ur great...no words to say...loveeeeeeee you so much thalaivaaaaaa	positive
5403	Yov... yennaya panni vachirukkingge... vere level trailer...	positive
5404	padam vetri pera Vazthukal	positive
5405	Enna Vida Yaarum Ajith Sir Mass ah Music Panna Mudiyathu Da nu   Yuvan sir Kaattittaaru la	neutral
5406	24 hour le 1m like varum v r thala fans	positive
5407	clg la irundhu idha pakkuravan mattum like here	positive
5408	Tharumaaru Hit .... Ennamaa iruku Pullarikuthu.....BGM...Vera Level nu solrathu vida #VERITHANAMAN	positive
5409	Sunni like tha potrundha...but eppo viduvana	negative
5410	Maranam massu maranam athuku ivar tha varanumvera level	positive
5411	BGM veera level# Yuvan bro..thala Vera level# respect women's	neutral
5412	Ithuve mass  na apo THALAPATHY 64 chumma namma THALAPATHY pirichu meiya poraru	positive
5413	Yuvan bgm matum than mass ah iruku. Trailer worth illa	positive
5414	1 year munnadii patha tha therupii potu irrukaga	neutral
5415	Thalaiva ungalku vayasu ellam kidayathu your your the king of tamil cinema	negative
5416	oh my god 1hr 376 k likes...	positive
5417	Sk Anna vera level come back	neutral
5418	Yow inta padam eppo vantalum jeikum diwali datelam tevaiya 🤔	negative
5419	Super star Super star Super star super Super star Super star Super star Super  super Super star	positive
5420	0:30 sakthimaan moment in our childwood days	positive
5421	Super Star Nice Handsome style I like	positive
5422	Wow mass trailer in sanga tamizhan	positive
5423	I'm big fan sir I love you	positive
5424	hindi version dekho ye h link	positive
5425	Heavyyy  Diwali ath Kaithi kk swantham	negative
5426	vera vera vera level... kaali oda full tharishanathukaga waiting,..	positive
5427	Sema visual.. But BGM mattum viswasam movie la varadhu pola irukku	positive
5428	Die HEARTfan of VikramSir ...  FROM Tollywood ....	positive
5429	Semma Mass chiyan vikram  Anna trending Gehu thalaiva..	positive
5430	Verithanam kaithi vs bigil kandippa rendum Blockbuster hit	neutral
5431	13 Million views soon...	positive
5432	Thala thala tha masss pangam pannitinga thala	positive
5433	Yendaaa ippdi kevalamaa kaase selav panreenga... Nallaa oru movie edthiruklaame... Ethooo mokka padam matiri irukk	positive
5434	N' tym n tym n tym	positive
5435	Iths Comment polling stop pannuga daaa...!	neutral
5436	Aiyooo.... Tha pattaaaasu trailer.... Paaaaa.... Indha Manusan...  Thalaivaaaaaaaaaa	positive
5437	Innime tha tharamana sirapana sambavam pakka porom	negative
5438	Super mass mass mass mass mass	positive
5439	Yuvan bgm vere level . pink lam konjom thooram thalli nikkanum.	positive
5440	End dialog: You kena tunggu lebih lama lagi, untuk tahu saya... vikram eh Malay language pese veccidinge pa..	positive
5441	81k views , 87k likes namaku mattum than ipti varutho 🤔🤔	neutral
5442	Thalaivar ah Ile senvanna yarukaga na Padam pakanam.....	neutral
5443	1.55  repeat  mode	positive
5444	Semma padam Vera level vara podhudhanush&vetri      maran semma combination	positive
5445	Temple city fans club Madurai thalaaaaaaaaa da	positive
5446	Verah level from Vijay Anna fans	positive
5447	Action king pullingo like podunga	positive
5448	Potan da Tamil masala....pink vida hit aga valthukkal	positive
5449	G. V. Prakash sir theme..	positive
5450	SK veriyan mattum like poduga	negative
5451	Thala  looking  mass	positive
