	Unnamed: 0	sentence	sentiment	transliteration	translation
5694	5694	Padam pathuttu inga vanthavanga like podunga	positive	பதம் பாதுத்து இங்கா வந்தாவங்கா லைக் போதுங்கா	Padam Paduthu Inga Vandawanga Like Pathanga
5695	5695	2.0 and thalaivar haters kaala vilundhu kadharuvanunga pola padam nalla illanu paithiya karanunga	positive	20 அண்ட் தலைவர ஹாட்டர்ஸ் காலா விலுந்து காதாருவானங்கா போலா பதம் நல்லா இல்லாநு பைதீயா கரனூங்கா	20 And Chief Hatters Kala Vilundu Kataruwananga Bola Padam Nalla Illanu Baithiya Karanunga
5696	5696	padam odutho illayo hero na continues ha padam pannanum. Dhanush doing that adhukkey avarukku special salute	negative	பதம் ஓடுதோ இள்ளாயோ ஹீரோ நா காண்டின்ஸ் ஹா பதம் பன்னாநும்ம் தநுஷ டோஇங் தத் அதுக்கே அவருக்கு ஸ்பெசில் சலூதே	Padam Odu Illayo Hero Na Contins Ha Padam Pannanumm Danusha Doing That That&#39;s Special Salute To Him
5697	5697	Tha vera level padam pola ...	neutral	தா வேரா லேவேல பதம் போலா 	Ta vera levela padam bola
5698	5698	Welcome back Super star.Chuma adhurudu la	positive	வெல்கம் பக் ஸுபர் ஸ்டார்சுமா அதுருதும் லா	Welcome Buck Super Starsuma Aturudum La
5699	5699	Vera level trailer thalaivaaaaaaaaaaaaaaaaaaaaaaaaa  semaya	positive	வேரா லேவேல ட்ரைலேர் தலைவா  சேமயா	Vera Levela Trailer Thaliva Semaya
5700	5700	Thala NKP #1 trending Sri lanka	positive	தாலா ந்க்ப 1 ட்ரெண்டிங் ஸ்ரீ லம்கா	Thala Nkpa 1 Trending Sri Lamka
5701	5701	Kadaisi dialogue serupadi to Ajith and Vijay rasigarkaluku	positive	கட்ய்ஸி டியாலோகு செருபதீ டூ அஜீத அண்ட் விஜய ரஸீகர்கலுகு	Kataysi Dialogue Cherupadi to Ajeetha and Vijaya Rasigarkalugu
5702	5702	Ayo ayo namma aalungaluku vera velaiya ellaya daw Epadium mokka padam thaan therinju poachu	neutral	ஆயோ ஆயோ நாம்மா ஆலுங்கலுகு வேரா வெலையா எல்லயா தா எபாடியம் மோக்கா பதம் தான் தெரீந்ஜு போசு	Ayo ayo namma alungalugu vera velaya ellaya tha epadiyam mocha padam than terinju bosu
5703	5703	Illaya thalaimuraiku vazhividunga ranini take rest	positive	இல்லயா தலைமுரைகு வாஜ்ஹீவிதுங்கா ராணிநீ தக் ரெஸ்ட்	Illaya thalimauraiku wajheevitunga ranini thak rest
5704	5704	u1 +thala combo.....!!!!!!!!!!@always awesome......200 times mela pathavanga thatunga like	positive	உ1 தாலா கோம்போல்வஏ அவேசோம்200 டைம்ஸ் மேலா பதாவங்கா ததுங்கா லைக்	U1 Thala Gombolvaa Awesome 200 Times Mela Badhavanga Tatunga Like
5705	5705	GV Prakash is back to form nu ninaikiravanga like it.	positive	ஜிவ் ப்ரகாஷ இஸ் பக் டூ பார்ம் நு நீநைகிரவங்கா லைக் இட	Jive Prakasha is bug to form nu neenaikravanga like ita
5706	5706	Vera level thalaiva.... mass marana masss	neutral	வேரா லேவேல தலைவா மாஸ் மராநா மாஸ்	Vera Levela Taliva Mas Marana Mas
5707	5707	Ningalum unna client in than poi soltringa	positive	நீந்களம் உநநா கிளியன்ட் இன் தந பாய் சோல்ட்ரிங்கா	The swimming pool is a client of Tana Boy Soldringa
5708	5708	0:43  Intha music ah engaiyo ketta mathiri irukke 🤔🤔	negative	043  இந்தா முஸிக் அ ஏம்காஇயோ கேட்டா மதீரீ இருக்கே 	043 Inda Music A Emkayo Keta Madhiree Iste
5709	5709	Me no so so in love love an	positive	மீ நோ சோ சோ இன் லவ லவ அன்	Me no so so in love love un
5710	5710	Maranam mass u maranam Athukku avan thaan poranthu varanum.namma THALAIVAR.PETTA PARAAK	positive	மரநாம மாஸ் உ மரநாம அதுக்கு அவன் தான் போரம்தும் வரநும்ம்நம்மா தலைவர்பேட்டா பராக	Maranama mas u maranama for that he is boramtum comenumnamma leader
5711	5711	Vera 11 trailer movie ku marana waiting	positive	வேரா 11 ட்ரைலேர் மோவி கு மராநா வைடிங்	Vera 11 Trailer Movie Ku Marana Widing
5712	5712	This is not mass movie, this is Maaran movie ! Vetri Maaran..	positive	தீஸ் இஸ் நாத மாஸ் மோவி தீஸ் இஸ் மாரண மோவி  வேத்ரீ மாரண	This Is Natha Mas Movie This Is Marana Movie Vetri Marana
5713	5713	Dislike pannavankalku koonjam kooda rasanai ae ila.....thalaivar vera levelll	neutral	டிஸ்லிக் பந்நாவந்கால்கு கூன்ஜம் கூடா ராஸனை ஏ ஈலாதாலைவர வேரா லெவெல்	Dislik pannavankalku koonjam kuda rasanai a ilathalaivara vera level
5714	5714	Thalaivar dha thalaivar dha vera  level	neutral	தலைவர தா தலைவர தா வேரா  லேவேல	Leader tha leader tha vera levela
5715	5715	Padam DC movie madhri irutta iruku nu ninaikiravanga like podunga	negative	பதம் ட்க் மோவி மாத்ரீ இருத்தா இருகு நு நீநைகிரவங்கா லைக் போதுங்கா	Badam Tk Movie Madree Iruta Iruku Nu Neenaikravanga Like Pathanga
5716	5716	Semaya iruku pazhya Rajni style ellam partha Madhuri, wow sema	positive	சேமயா இருகு பஜ்ஹ்யா ரஜநீ ஸ்டைல் எல்ளம் பார்தா மதுரீ வோ சேமா	Semaya iruku bajhya rajnee style ellam partha madhuri wo sema
5717	5717	Vera leval thalaivaa 2019 pongal blockbuster	positive	வேரா லேவல் தலைவா 2019 போம்கல் ப்ளாக்புஸ்டர்	Vera Level Thaliva 2019 Bomkal Blockbuster
5718	5718	Comment neraiya panunga pangaligala target 150k comments comment more	positive	காமஎண்ட் நேரையா பானுங்கா பாம்கலிகாலா தார்கட் 150கே காமஎண்ட்ஸ் காமஎண்ட் மோர்	Comand Neraya Panunga Bamkalikala Targat 150k Comands Comand More
5719	5719	Frame to frame remaje of Hindi movie pink	positive	ப்ராமே டூ ப்ராமே ரேமாஜே ஆப் ஹிந்தி மோவி பிங்க்	Brahme to Brahme Remaje of Hindi Movie Pink
5720	5720	Pink movie   tamil  remake ahh	positive	பிங்க் மோவி   தமிழ்  ரேமாம்க் அஹ்ஹ	pink movie tamil remamc ahhh
5721	5721	inimey dhan sirapana sambavangala pakka pora.. vera level thalaiva.	positive	இநிமி தந ஸிராபநா ஸம்பவம்கலா பக்கா போரா வேரா லேவேல தலைவா	Inimi tana sirapana sambavamkala paka pora vera levela thaliva
5722	5722	thalaivaaaaaaaaaaaaaaa......... dialogue delivery vera level.. marana waiting for thalaivar in screen on pongal	positive	தலைவா டியாலோகு டெலிவரி வேரா லேவேல மராநா வைடிங் பார் தலைவர இன் ஸ்க்ரீன் ஆன் போம்கல்	Thaliva Dialogue Delivery Vera Levela Marana Whitening Bar Head In Screen On Pomkal
5723	5723	Ethana Peru chitti reloaded scene kaga marupadiyum pathinga...	positive	எதாநா பெரு சித்தி ரெலோடெட் ச்சென் காகா மருபதீயும்ம் பதிங்கா	Ethana Peru Siddhi Reloaded Chen Kaka Marupadi and Bathinga
5724	5724	Can I get 1 like pls....	negative	சின் இ கெட் 1 லைக் ப்ள்ஸ்	Sin e get 1 like pls
5725	5725	Vera Level bgm and stylish Vikram sema mass....	negative	வேரா லேவேல பம் அண்ட் ஸ்டைலிஷ விக்ரம் சேமா மாஸ்	Vera Levela Bum and Stylish Vikram Seema Mas
5726	5726	Thalaiva I love u .trailer vera level mass	positive	தலைவா இ லவ உ ட்ரைலேர் வேரா லேவேல மாஸ்	Taliva e Love U Trailer Vera Levela Mas
5727	5727	Rajini avlothan .fans ila .waste othungitarunu .aprm vayasu agirychu sona haters savungada	neutral	ராஜீநீ அவ்லோதந பன்ஸ் இலா வேஸ்ட் ஓதுந்கிதருணு அப்ர்ம் வயாஸு அகிர்யாசு ஸோனா ஹாட்டர்ஸ் ஸவுங்காதா	Rajini Avlodhana Buns Ila Waste Odhunkitharunu Aprm Vyasu Akiryasu Zona Hotters Savungatha
5728	5728	2M likes varanunu asai padaravangayellam like pannunga	positive	2ம் லீக்ஸ் வரநுநு அஸாஈ பதரவங்கயேள்ளம் லைக் பன்னுங்கா	2nd Leagues Varanunu Asaai Badaravangellam Like Pannunga
5729	5729	Vjs karupan village getup next sangathamizhan block buster	positive	வான்ஸ் கருபண வில்பேஜ் கேட்டூப நெக்ஸ்ட் சம்கதமீஜ்ஹந ப்லாக் புஸ்டர்	Vance Karupana Wilpage Katupa Next Samkatameejhana Block Buster
5730	5730	Thalaiva superstar Rajinikanth very very super	positive	தலைவா ஸுபர்ஸ்டார் ராஜீநீகாம்த வெரி வெரி ஸுபர்	Thalaiva Superstar Rajinigamtha Very Very Super
5731	5731	1:12 thank me later. Goosebumbs 3d :)))))))))) like	neutral	112 தாம்க மீ லட்டர் கூஸ்பும்ப்ஸ் 3த்  லைக்	112 Dhamka Me Latter Goosepumps 3rd Like
5732	5732	Thala sonna kadaisi doiluge athu thala fanuke sonna mathiri iruku sema .....	positive	தாலா சோன்ன கட்ய்ஸி டாய்லுகே அது தாலா பனுகே சோன்ன மதீரீ இருகு சேமா 	Tala sonna kadysi dailuke atu tala panuke sonna madiri iruku sema
5733	5733	Itha padam block buster Vara valthukkal	neutral	ஈதா பதம் ப்லாக் புஸ்டர் வாரா வல்துக்கல்	Ida padam block buster vara valtukkal
5734	5734	Dei Paa.Ranjith paarudaa ithai. Ithu than naanga xpect panura Rajini... 90s kids' Rajini.... Hatts off kaa.supuraaj......	positive	தீ பாரந்ஜீத பாருதா ஈதாஈ ஈது தந நாம்கா ஸ்பெக்ட் பனுரா ராஜீநீ 90ஸ் கிட்ஸ் ராஜீநீ ஹட்ஸ் ஓஃப் காஸுபுராஜ்	Thee Paranjeetha Baruda Itaee Eetu Thana Namka Spect Banura Rajini 90s Kids Rajini Huts Of Kazupuraj
5735	5735	Vfx very very poor ,,worst to see in screen...waste	positive	வெக்ஸ் வெரி வெரி பூர் வர்ஸ்ட் டூ ஸீ இன் ஸ்க்ரின்வாஸ்ட்	Vex very very poor worst to see in screenwast
5736	5736	Thala innum konjam naal la thatta va var mariduvaru	positive	தாலா இன்னம் கொஞ்சம் நால் லா தட்டா வா வர மரீதுவாரும்	Tala innam little nal la thatta va come mareeduvar
5737	5737	Dislike pottavanlam...enga poi mutti saga porano	positive	டிஸ்லிக் பாட்ட்வன்லமேங்கா பாய் முத்தீ ஸாகா போரானோ	Dislik patwanlamenga bhai muthi saka porano
5738	5738	Superstar Rajni kanth +Akshay Kumar	positive	ஸுபர்ஸ்டார் ரஜநீ கம்த அக்ஷய குமார	Superstar Rajnee Kamtha Akshay Kumar
5739	5739	Thalayoda nadippu romba strong ga irukku kankalagidichi chense illa he is real human	positive	தாலயோதா நதிப்பு ரோம்பா ஸ்டிராங் கா இருக்கு கம்கலகிதீசீ சென்ஸ் இல்லா ஹே இஸ் ரீல ஹுமன்	Thalayoda Nadippu Rompa Strong ka ru kamkalakiteesi senseless hey is rela human
5740	5740	Thalivar da ..yaar yenna sonnalum thalivar thalivar dha	positive	தாலிவார் டா யார் யென்னா சோன்னலம் தாலிவார் தாலிவார் தா	Thaliwar da yaar yenna Sonnalam Thaliwar Thaliwar tha
5741	5741	Bgm u1 rocks  Thala always	positive	பம் உ1 ராக்ஸ்  தாலா ஆழ்வாய்	Bum U1 Rocks Tala Alvai
5742	5742	11m cross panniruchu Sahoo, NKP ku o .. oooo	positive	11ம் க்ராஸ் பந்நீருச்சு ஸஹோ ந்க்ப கு ஓ  ஊ	11th Cross Banniruchu Saho Nkpa Ku O Oo
5743	5743	0.43 nee yaaruda komaali fame Jainth	negative	043 நீ யாருதா கோமாலீ பாம ஜைந்த்	043 You are Yarutha Gomalee Bama Jaind
5744	5744	2:05 minutes epadi pochu ne terila.... Completely involved	positive	205 மினுட்ஸ் எபாதி போசு நே தேரிலா காம்லடெலி இன்வால்வேத	205 Minutes Epati Bhosu Ne Terila Kamladeli Invalveda
5745	5745	petta padam vera level. marana mass da idhu rajini gethu gethu thanda. TM AUDIO GURU	neutral	பெட்டா பதம் வேரா லேவேல மராநா மாஸ் டா இது ராஜீநீ கேதும் கேதும் தண்டா த்ம ஆஓடியோ குரு	PETA PADAM VERA LEVELA MARANA MASS DA IT RAJEEENEE KETUM KETUM THANDA THMA AODIO GURU
5746	5746	I want rajni like this one. Not a kaala. Sema mass	positive	இ வம்த ரஜநீ லைக் தீஸ் ஒன் நாத ஆ காலா சேமா மாஸ்	E vamta rajnee like these one natha aa kala sema mas
5747	5747	2:10 felt like enakku enna solradhune theriyala. ... Oru coffee sollunga .... adei	positive	210 பெல்ட் லைக் ஏநக்கு என்னா ஸோல்ரதுன் தெரியாலா  ஓரு காப்பி சோல்ஜங்கா  அதீ	210 belt like enaku enna zolratun teriyala oru kappi soljanga athee
5748	5748	rajini sir plssss actor ah ve irundhudunga plsssss	neutral	ராஜீநீ சிர் பிளஸ் ஆக்டர் அ வே இருந்துதுங்கா பிளஸ்	Rajini Sir Plus Actor A Way Harithunga Plus
5749	5749	Thuuku dhurai on Next level	positive	துகு துரை ஆன் நெக்ஸ்ட் லேவேல	Tugu Durai on next level
5750	5750	sakthimaan scene 90s kids life natantha visayam ya🤣🤣🤣🤣	neutral	ஸக்தீமாந ச்சென் 90ஸ் கிட்ஸ் லிப் நாதாந்தா விஸாயம யா	Sakthimaana Chen 90s Kids Lip Natanta Visayama Ya
5751	5751	Padatha pakka wait panravagga like here	positive	பதாதா பக்கா வாத் பம்ரவாக்கா லைக் ஹேரா	Padada pakka vad pamravaka like hera
5752	5752	Marvel DC lam orama pongada!! Enga tamil cinemavuku nu oru HERO vanthachu	neutral	மார்வேல ட்க் லம் ஓரமா போம்கதா ஏங்கா தமிழ் சினிமாவுகு நு ஓரு ஹீரோ வந்தாசு	Marvella Tk Lum Orama Bomkata Enga Tamil Cinema Nu Oru Hero Vandasu
5753	5753	Oruthar Mela viswasam kaatrathukkaga innoruthara yen asinga paduthuringa	neutral	ஓருதார் மேலா விஸ்வஸம் காத்ரதுக்காகா இந்நாருதாரா யென் அசிங்கா படுதுரீந்கா	Oruthar mela visvasam katrathukaka innaruthara yen asinga padudhurinka
5754	5754	Thala fans ellarukum good morning ‍‍‍‍‍	positive	தாலா பன்ஸ் எல்லாருகம் கூத் மோர்னிங் 	Thala Buns Good morning everyone
5755	5755	Sirapana tharamana sambavangala inemae dha parka pora....for haters......young superstar is back....	positive	ஸிராபநா தாரமநா ஸம்பவம்கலா இனிமீ தா பரகா போராபோர் ஹாட்டர்ஸ்யௌங் ஸுபர்ஸ்டார் இஸ் பக்	Sirabana dharamana sambavamkala inimi tha paraga borapor hatersyoung superstar is pug
5756	5756	Dialogue ellam semma mass... 10 varusam ulla eruthathu thaney theyrium athu ku munnati .... Semmmaaaaaa...	positive	டியாலோகு எல்ளம் செம்மா மாஸ் 10 வருஸம உல்லா ஏருதாதும் தானேய தேய்ரியம் அது கு முந்நதீ  செம்மா	Dialogu Ellam Semma Mass 10 Varusama Ulla Erudatum Thaneya Theiryam Atu Ku Munnadi Semma
5757	5757	Bigil trailer ku wait pandravanga like podunga	positive	பிகில் ட்ரைலேர் கு வாத் பம்த்ரவங்கா லைக் போதுங்கா	Bigil Trailer Ku Vaath Phamtravanka Like Pathanga
5758	5758	Thalaivaaaaa ni thayan super star ennnaaa style I am waiting	positive	தலைவா நீ தயாந ஸுபர் ஸ்டார் என்னா ஸ்டைல் இ அம் வைடிங்	Thaliwa Nee Dayana Super Star Enna Style I Am Widening
5759	5759	Daily pathalum konjam kooda bore adikkala	positive	டெய்லி பதானம் கொஞ்சம் கூடா போர் ஆதிக்கலா	The Daily Pathanam is a bit too domineering
5760	5760	Vettu kuthu thavirthu vera mathiri story varadha, vetrimaaran., Ketta vartha illadha varaikum happy..,	positive	வேட்டு குது தாவீர்து வேரா மதீரீ ஸ்டோரி வரதா வேத்ரீமாரண கேட்டா வார்தா இல்லாதா வரீகம் ஹேப்பீ	Vedtu Kutu Thaveertu Vera Madhiree Story Varada Vedrimarana Keta Warda Wardana Varikam Happy
5761	5761	August 8 Tamil naaduke  bikil  adikapothu	positive	ஆகுஸு 8 தமிழ் நாடுக்  பீகீல  ஆதிகபோதும்	August 8 Tamil Nadu Bekeela is dominant
5762	5762	Vayasu pasanga villanunga .kilavaaaa hero. Kodumaiiiii	negative	வயாஸு பஸம்கா வில்லான்ங்கா கிலவா ஹீரோ கோதுமாஈ	Vyasu Pasamka Villananga Kilava Hero Gotumaee
5763	5763	Kaithi paathavanga sollunga kgf mari irukka?	positive	கைதீ பாதாவங்கா சோல்ஜங்கா க்க்Hப் மாரி இருக்கா	Khaidee Padavanga Soljanga GkHp Mari Ista
5764	5764	Dailyum thala ya pakkama irukka mudiyala	positive	டைல்ய்ம் தாலா யா பக்காமா இருக்கா முதியாலா	Dalyim tala ya pakama ista muthiala
5765	5765	Dei, ennada,.. 'CONAIR' padatha kavuthi pota madiri iruku unga 'KAITHI'\r thiruttu payale Lokesuh????????!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	positive	தீ என்னாடா கோனிர் பதாதா காவுதீ போதா மதிரி இருகு உங்கா கைதீர் திருத்து பாயால் லோகேஸுஹ	Thee ennada konir patada kavudi botha madiri iruku unga kaitir tirtu payal lokesuha
5766	5766	Acting verithanam nu solravanga like panunga	positive	அக்டிங் வேரீதநாம் நு ஸோல்ரவங்கா லைக் பானுங்கா	Acting vreethanam nu solravanga like panunga
5767	5767	Ipo thaan 5 lakhs views nu irunthu ...athukula VA...super	positive	இபோ தான் 5 லக்ஸ் வியஸ் நு இருநது அதுகுலா வஸுபர்	Ibo than 5 lux vius nu irundu atukula vasuber
5768	5768	Bgm is like vivegam thalai viduthalai song	positive	பம் இஸ் லைக் விவேகம தலாஈ விதுதலாஈ சோங்	Pum is like Vivekama Dalai Vidhudai Chong
5769	5769	Ellorum video ku like  pannunga....	positive	எல்லோர்ம் வீடியோ கு லைக்  பன்னுங்கா	Everyone like the video
5770	5770	thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva thalaiva	positive	தலைவா தலைவா தலைவா தலைவா தலைவா தலைவா தலைவா தலைவா தலைவா தலைவா தலைவா தலைவா தலைவா தலைவா தலைவா தலைவா தலைவா	Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady Heady
5771	5771	Thala fan but karthi sema actor last kavalan siruthai nabagam varuthu brother nariya par maranthu erupanga	positive	தாலா பன் புட் கார்தீ சேமா ஆக்டர் லாஸ்ட் கவலந ஸீருதாஈ நபகம வருது பிர்தர் நரியா பார மரந்தும் ஏருபாங்கா	Thala Pun Put Karthi Seema Actor Last Kavalana Seeruthaee Napakama Varuthu Birther Nariya Bhara Marandum Erubanga
5772	5772	Padam andha maari  kaithi2 loading karthi acting verithanam	positive	பதம் அந்தா மாரீ  கைதீ2 லோடிங் கார்தீ அக்டிங் வேரீதநாம்	Padam Antha Maari Kaidee 2 Loading Karthi Acting Vreedhanam
5773	5773	Who like vetrimaran and dhanush combo like	positive	வோ லைக் வேத்ரீமரண அண்ட் தநுஷ கோம்போ லைக்	Wo like Vetrimarana and Danusha combo like
5774	5774	Telugu Sri Maha Lakshmi (srihari hero) movie , remake	negative	தெலுங்கு ஸ்ரீ மஹா லக்ஷ்மீ ஷ்ரீஹரீ ஹீரோ மோவி  ரேமாம்க்	Telugu Sri Maha Lakshmi Srihari Hero Movie Remamk
5775	5775	THALA NA EPPO MAY VERA LEVEL	positive	தாலா நா இப்போ மய வேரா லேவேல	Tala na now maya vera levela
5776	5776	Deivamae na expect panna rajini padam ethu tha not 2.o, kaala, kabali	positive	தேஈவாமீ நா எக்ஸ்பெக்ட் பன்னா ராஜீநீ பதம் ஏது தா நாத 2ஓ காலா கபாலீ	Deevamee na expect panna rajini padam aetu tha naatha 2o kaala kabale
5777	5777	Semma trailer ...last dialogue superb	positive	செம்மா ட்ரைலேர் லாஸ்ட் டியாலோகு ஸுபெர்ப	Semma Trailer Last Dialogue Superb
5778	5778	I am seeing .....seeing.....seeing and seeing more than 50 times.... Who else here like me...	positive	இ அம் சீஇங் சீஇங்ஸிங் அண்ட் சீஇங் மோர் தந 50 டைம்ஸ் வோ எல்ச் ஹேரா லைக் மீ	I Am Seeing Seeing And Seeing More Than 50 Times Who Elch Hera Like Me
5779	5779	Ipadi naraiya naraiya naraiya naraiyaaa  Like podunga pa video ku	positive	இபாதி நராயயா நராயயா நராயயா நரையா  லைக் போதுங்கா பா வீடியோ கு	Ibadi Naraya Naraya Naraya Naraya Like Pathanga Ba Video Ku
5780	5780	Zee tamil la intha movie pakkura ipo	negative	ஜீ தமிழ் லா இந்தா மோவி பக்குரா இபோ	Zee Tamil La Inda Movi Pakura Ibo
5781	5781	Daily morning 10 times minimum pakuravanga like me	positive	டெய்லி மோர்னிங் 10 டைம்ஸ் மினிமம் பகுர்வங்கா லைக் மீ	Daily Morning 10 Times Minimum Pakurvanga Like Me
5782	5782	Myru mathiri irukku ajith ku set aagala	positive	மிரு மதீரீ இருக்கு அஜீத கு செட் ஆகாலா	Mru Madhiri ru Ajitha ku set akala
5783	5783	ayyoooo alagu alaguuuuu thalaivaaaa love uuuuuuuu sema handsome thalaivaaa	positive	அய்யூ அலகு அலகூ தலைவா லவ ஊ சேமா ஹாண்ட்சோம் தலைவா	Ayu unit alakoo talaiwa love oo sema handsome talaiwa
5784	5784	pls comment if you are a true chiyaan fan	positive	ப்ள்ஸ் காமஎண்ட் இஃப் யூ அர் ஆ ட்ரூ சியாந பன்	Pls comment if you are a true sianna bun
5785	5785	Superb mass veera leval Jai thalaiva Rajini sir  I am waiting for Peta telugu version	positive	ஸுபெர்ப மாஸ் வீரா லேவல் ஜய தலைவா ராஜீநீ சிர்  இ அம் வைடிங் பார் பேடா தெலுங்கு வெர்ஷன்	Superb Mass Veera Level Jaya Thaliva Rajnee Sir I Am Widening Bar Beda Telugu Version
5786	5786	Boos is back rajani is super	positive	பூஸ் இஸ் பக் ராஜாநீ இஸ் ஸுபர்	Poos is Buck, Rajnee is Super
5787	5787	Mass ke mass vera level trailer  meralavitutinga thalaiva dialogue pichiuduringa	positive	மாஸ் கே மாஸ் வேரா லேவேல ட்ரைலேர்  மேரலவிதுதிங்கா தலைவா டியாலோகு பிசியுதுரிங்கா	Mass K Mass Vera Levela Trilare Meralaviduthinga Thaliva Dialogu Biyuthuringa
5788	5788	Ellaarum sweet sapdaporam pongaluku... Petta paaraaak...	positive	எல்லாரும் ஸ்வீட் ஸப்தபோராம் போங்கலுகு பெட்டா பாராக	Sweet Saptha Poram Pongal to everyone
5789	5789	#tha vera level thala va thala va va va	positive	தா வேரா லேவேல தாலா வா தாலா வா வா வா	Ta vera levela tala va tala va va va
5790	5790	Viswasam trailer got 738k+ in just 2 hrs 🤤	positive	விஸ்வஸம் ட்ரைலேர் கோட்ட் 738கே இன் ஜஸ்ட் 2 ஹ்ர்ஸ் 	Viswasam Trailer Code 738K in Just 2 Hrs
5791	5791	Citizen , Nerkonda Paarvai  Samukathuku Eatra Padam   Thalapathy Fans	neutral	சிட்டிஜென்  நெர்கோண்டா பார்வாஈ  ஸமுகாதுகு இத்ர பதம்   தலாபதி பன்ஸ்	CITIZEN NERKONDA BARWAEE SAMUKATHU IDRA PATHAM THALAPATHY PUNS
5792	5792	Vijay Sethupathi fans hit like here	positive	விஜய ஸேதுபதீ பன்ஸ் ஹித லைக் ஹேரா	Vijaya Sethupathi Bans Hita Like Hera
5793	5793	Pandey  thala nadippuku Tough kuduka mudila pola	positive	பாண்டே  தாலா நதிப்புகு டாங் குடுகா முதிலா போலா	Pande Tala Nadipuku Tang Kuduka Mutila Bola
5794	5794	Thala dialogue vera lvl movie la	positive	தாலா டியாலோகு வேரா ல்வ்ல் மோவி லா	Tala Dialogue Vera Lvl Movie La
5795	5795	Maranaa maasss pettaa  Thalaivaaaaar style kaattaa  Rajini fans ku vettai  Podu kuthu paataa	positive	மரனா மாஸ் பெட்டா  தலைவார ஸ்டைல் காத்தா  ராஜீநீ பன்ஸ் கு வேத்தாஈ  போது குது பாதா	Marana mas petta thalaiwara style katha rajeenee buns ku vedhaee when kudu pada
5796	5796	Ennada intha BGM  kaththi BGM  ah...illa vivegam movie la vara viduthalai song ah ....	negative	என்னாடா இந்தா பம்  கத்தீ பம்  அஹில்லா விவேகம மோவி லா வாரா விதுதலாஈ சோங் அ 	Ennada inda bham kadthi bham ahilla vivekama movi la vara vithuladayee chong a
5797	5797	Rajani killatu Naai Arivu  ketta  jenmankal  TN Tamils🤣🤣🤣	negative	ராஜாநீ கில்லாது நாஈ அரிவு  கேட்டா  ஜேந்மாம்ந்கல  த்ன் தமிழ்	Rajanee killatu naee arivu ketta jenmamangala thn tamil
5798	5798	Shankar - Superstar Star Rajnikanth combo Industry Hit	positive	ஷங்கர  ஸுபர்ஸ்டார் ஸ்டார் ரஜநீகாம்த கோம்போ இண்டஸ்ட்ரி ஹித	Shankara Superstar Star Rajneegamtha Combo Industry Hita
5799	5799	Vaaram vaaram oru trailer varudhu,   Onni yogi Babu iruparu 🤣 Illa na Sam CS irupaaru	neutral	வாரம வாரம ஓரு ட்ரைலேர் வருது   ஓந்நீ யோகி பாபு இருபாரு  இல்லா நா ஸம க்ஸ் இருபாரு	Varama Varama A Trailer Varutu Onnee Yogi Babu Irubaru Illa Na Sumaks Irubaru
5800	5800	Looks like a good remake of Pink! Stunning cast!	positive	லூக்ஸ் லைக் ஆ கூத் ரேமாம்க் ஆப் பிங்க் ஸ்டூனிங் கேஸ்ட்	Looks like a cute ray of pink stunning cast
5801	5801	Hollywood aahm Hollywood uuu....paarungada enga padatha	positive	ஹோலிவுட் ஆஹ்ம் ஹோலிவுட் ஊபாருங்காதா ஏங்கா பதாதா	HOLLYWOOD AHM HOLLYWOOD OOPARUNKATA ENGA PADATA
5802	5802	Dhanush nose  is same like Rajni sir's nose  pa. My goodness	negative	தநுஷ நோஸ்  இஸ் ஸமே லைக் ரஜநீ சிர்ஸ் நோஸ்  பா மீ கூட்ன்ஸ்	Danusha Knows Is Same Like Rajnee Sirs Knows Pa Me Cutens
5803	5803	Thalaivar mavusu thirumba aarambikudhu 1 day 11 M views...	positive	தலைவர மாவுஸு திரும்பா ஆராமபிகுது 1 டே 11 ம் வியஸ்	Chief Mawusu Dhura Aramabikutu 1 Day 11th Vias
5804	5804	Semma mass and class nu solravanga like panuga	positive	செம்மா மாஸ் அண்ட் கிளா நு ஸோல்ரவங்கா லைக் பநுகா	Semma mass and claw nu solravanga like panuka
5805	5805	official Remake padathuke 812k likes na appe mass padathuke solleve vena confirm 1m+ likes varum	positive	ஆஃபிஷியல் ரேமாம்க் பதாதுகே 812கே லீக்ஸ் நா ஆப்ப மாஸ் பதாதுகே சோல்லேவ் வேநா கான்பிர்ம் 1ம் லீக்ஸ் வரும்	Official Remamk Badathuke 812k Leaks Na Appa Mas Badathuke Sollev Vena Confirm 1st Leaks Coming
5806	5806	Thala semmya irukku Trailer 1000time paathu iruppen innum konjam kuda salikkala 🤩🤩🤩	positive	தாலா செம்ம்யா இருக்கு ட்ரைலேர் 1000டைம் பாது இருப்பன் இன்னம் கொஞ்சம் குடா சலிக்கலா 	The trailer is clean and I have watched it for 1000 times.
5807	5807	Apo BASHA- Ipo PETTA- Thalaivar Marana Mass	positive	அபோ பாஷா இபோ பெட்டா தலைவர மராநா மாஸ்	Abo Pasha Ibo Peta Chief Marana Mas
