	Unnamed: 0	Unnamed: 0.1	sentence	sentiment	transliteration	translation
4206	4206	4206	Sila podi payyan koode yellam ungale compare pannuranga thalaivare.... entha vayasile avan eallam uyiroda  eruppano..🤔🤔	neutral	ஸீலா போதி பைய்யன் கூதே எல்ளம் உன்கலே கம்பாரே பன்னுராம்கா தலைவாரே ஏநதா வயாஸில் அவன் ஈள்ளம் உயீரோடா  எருப்பனோ	Zeela bodhi Boy go ahead limit yours Kampare Pannuramka Leader something In Vias He Moth Uirota Erupano
4207	4207	4207	Ipo matum ila eppavum thalaivar tha maassssss	positive	இபோ மாதும இலா இப்பாவ்ம் தலைவர தா மாஸ்	Ibo Mrs leaf Even now Chairman Tha Mass
4208	4208	4208	Ama apdi yena pudikala ungaluku ....unlike panringa bro.....pudikalaya paakathinga...thayavu sengi unlike panathinga	positive	அமா அப்தி யேநா புதிகலா உங்கலுகு உன்லைக் பன்ரிங்கா ப்ரோபுடிகலயா பாகதீந்காதயாவு ஸேம்கீ உன்லைக் பநாதீங்கா	Ama Abdi Yena New art to you like you Panringa Propudigalaya Bhagadinkathayavu Samkee like you Panathinga
4209	4209	4209	Konjo othinguru.. Odi pathinguru.. Varathu thalaivaru petta paraak	neutral	கோன்ஜோ ஓதீந்குரு ஓடி பதிங்குரு வராதும் தலைவரும் பெட்டா பராக	Gonjo Odin Guru run away Pathinguru will not come The leader Peta Parag
4210	4210	4210	Vera level VFX idhuku wait panadhuku thappae illa	positive	வேரா லேவேல வெக்ஸ் இதுகு வாத் பனாதுகு தாப்பஏ இல்லா	Vera Not at all Vex This is it Wath Panatuku Tappa No
4211	4211	4211	petta vadha vevagam alathamuduno Rajni fans Bangalore like hear	positive	பெட்டா வதா வேவாகம் அலதமுதுனோ ரஜநீ பன்ஸ் பெங்களூர் லைக் ஹ்ர்	Peta Vata How about Alatamuduno Rajnee Buns Bangalore Like Hr
4212	4212	4212	Vera level next super star sk talaiva.....	negative	வேரா லேவேல நெக்ஸ்ட் ஸுபர் ஸ்டார் ஸ்க் தலைவா	Vera Not at all Next Super Star Sc leader
4213	4213	4213	Semma waiting for kadaram kondan movie chiyaan vikram Maassssssssss	positive	செம்மா வைடிங் பார் கதரம கோன்தந மோவி சியாந விக்ரம் மாஸ்	Semma Whiting see अधारामा Gondana Movie Chiana Vikram Mass
4214	4214	4214	Real competition Kaithi and sanga tamilan   Nega rendu perum orama poi vilaiyaduga -Bigil	positive	ரீல காம்பெடிட்டின் கைதீ அண்ட் சங்கா தமிலன்   நேகா ரேம்து பெரும் ஓரமா பாய் விலையாதுகா பிகில்	Reela of the Competitor arrested And Sangha Tamil Nega Remdu Great Orama Mat Don&#39;t worry about the price Bigil
4215	4215	4215	Thalaivar fans shankar fans hit like button	negative	தலைவர பன்ஸ் ஷங்கர பன்ஸ் ஹித லைக் புட்டன்	Chairman Buns Shankara Buns Hita Like Button
4216	4216	4216	Mekkal selvan all the best	positive	மேக்கல் ஸேல்வான் ஆல் தே பெஸ்ட்	Mackel Selvan By tea Best
4217	4217	4217	Neriya neriya neriya neriya neriya thadava trailer ah  pathutan....	positive	நெரியா நெரியா நெரியா நெரியா நெரியா தாதாவ் ட்ரைலேர் அ  பாதுதந	Neria Neria Neria Neria Neria Dadao Trailer A Badutana
4218	4218	4218	Solrathuku onumey ela simply west yatho seriyal pakara mathre eruku....	negative	ஸோல்ராதுகு ஓநுமே ஏலா சிம்ப்லி வெஸ்ட் யாதோ செரியல பகரா மாத்ரே எருகு	Zolratuku Onume Ela Simply West Something Seryala Bagara Madre Ash
4219	4219	4219	Apdi ellam nadakathu .. Nadakka kudathu..	positive	அப்தி எல்ளம் நாதாகாதும்  நாதாக்கா குதாது	Abdi limit Nathakadum Nadaka Anal
4220	4220	4220	199K likes left to reach 1M likes	positive	199கே லீக்ஸ் லெப்ட் டூ ரீச 1ம் லீக்ஸ்	199K Leaks Lieut Two Reese 1st Leaks
4221	4221	4221	Pink movie ka remake hai ??	positive	பிங்க் மோவி கா ரேமாம்க் ஹை 	Pink Movie Ga Remamc Hi
4222	4222	4222	Remake a pattaiya kilaputhu semma waiting ...	positive	ரேமாம்க் ஆ பட்ட்யா கிலாபுது செம்மா வைடிங் 	Remamc Cow Patty Kilabut Semma Whiting
4223	4223	4223	Trending #1 in ANDHRA PRADESH After 5 Days Thalaivar Vera Level Hit Like To Rajini Fanzzzz	positive	ட்ரெண்டிங் 1 இன் ஆந்திரா ப்ரதேஷ ஆஃப்டர் 5 தய்ஸ் தலைவர வேரா லேவேல ஹித லைக் டூ ராஜீநீ பன்ஸ்ஸ்	Trending 1 of Andhra region After 5 Thais Chairman Vera Not at all Hita Like Two Resign Buns
4224	4224	4224	My Thalapathy fan thalaivar pakkkkkkkka maaaaaassssss	positive	மீ தலாபதி பன் தலைவர பக்கா மாஸ்	I am Thalapathy Bun Chairman Baka Mass
4225	4225	4225	1st Indian movie made like a Hollywood movie...	positive	1ஸ்ட் இந்தியன் மோவி மதே லைக் ஆ ஹோலிவுட் மோவி	1 st Indian Movie Madhe Like Cow Hollywood Movie
4226	4226	4226	Thalaivar ah ipdi pakka than Asa pattom	positive	தலைவர அ இப்டி பக்கா தந ஆஸா பட்டம்	Chairman A Ift Baka own Asa degree
4227	4227	4227	Ajith + u 1 combo superrrrrrrr	positive	அஜீத  உ 1 கோம்போ ஸுபெர	Ajita U 1 combo Super
4228	4228	4228	Vikram's last dialogue is malay language !	positive	விக்ரம்ஸ் லாஸ்ட் டியாலோகு இஸ் மலய லான்ஜ்வாஜ் 	Vikrams Lost Dialogue Is mountain Lounge
4229	4229	4229	1 million likes plz all thala fabs like here	positive	1 மில்லியன் லீக்ஸ் ப்ள்ஸ் ஆல் தாலா பாப்ஸ் லைக் ஹேரா	1 million Leaks Pls By Tala Pops Like Hera
4230	4230	4230	August 8 marana waiting thala	positive	ஆகுஸு 8 மராநா வைடிங் தாலா	Agusu 8 Marana Whiting Tala
4231	4231	4231	Dislike pannavanga ellarum, Kaali oda aattatha paakatha poringa....	positive	டிஸ்லிக் பந்நாவங்கா எல்லார்ம் காலி ஓடா ஆத்ததா பாகதா போரிங்கா	Dislik Pannawanga Everyone empty fly away Is that so? Bhagat Poringa
4232	4232	4232	Sk anna vera leval   Yuvan music mass     Verithanam overload	positive	ஸ்க் அந்நா வேரா லேவல்   யுவந முஸிக் மாஸ்     வேரீதநாம் ஓவர்லோட்	Sc That day Vera Level Youth Music Mass Different name Overload
4233	4233	4233	Cell phone vachurukuravan lam thalai therichu oda poranunga... Kumar rocks,,,, shiva kumar vs akshay kumar.... 🤣	positive	செல்கள் போன் வாசுருகுராவண லம் தலாஈ தெரிசூ ஓடா போரனூங்கா குமார ராக்ஸ் ஷீவா குமார வ்ஸ் அக்ஷய குமார 	cells Phone Vasuruguravan Lum Head Terisu fly away Boranunga Kumara Rocks Shiva Kumara Vs Akshay Kumara
4234	4234	4234	Yuvan music vera level nuu soltrivinga like potungaa	positive	யுவந முஸிக் வேரா லேவேல நஊ சோல்த்ரிவீம்கா லைக் போதுங்கா	Youth Music Vera Not at all Noo Soltriveemka Like not enough
4235	4235	4235	Oru tamilan hollywood yaa over take panni poitaru athu yaru naa  Namma Shankar .TAMILANDA....	positive	ஓரு தமிலன் ஹோலிவுட் யா ஓவர் தக் பந்நீ பாயிதாரு அது யாரு நா  நாம்மா ஷங்கர தமிளம்டா	A Tamil Hollywood Ya Over Tak Panni flow It is who Na Namma Shankara not tamil
4236	4236	4236	Manju chechi and danush combo katta waiting	positive	மம்ஜு சேச்சி அண்ட் தநுஷ கோம்போ கட்டா வைடிங்	Mamju Sachi And Dhanusha combo Kata Whiting
4237	4237	4237	Paa semma shankar sir neenga than bestu kollywood illa	positive	பா செம்மா ஷங்கர சிர் நீம்கா தந பெஸ்தும் கொல்லிவுட் இல்லா	Pa Semma Shankara sir Neemka own best Kollywood No
4238	4238	4238	semma dialogs and semma class rajini sir	positive	செம்மா டியாலாக்ஸ் அண்ட் செம்மா கிளா ராஜீநீ சிர்	Semma Dialogues And Semma Claw Resign sir
4239	4239	4239	Vetrimaran + Dhanush = Blockbuster...... Thalaivaaa Vera level....	positive	வேத்ரீமரண  தநுஷ  ப்ளாக்புஸ்டர் தலைவா வேரா லேவேல	Vetri Marana Dhanusha Blockbuster leader Vera Not at all
4240	4240	4240	Ennna Boss! Nalu padam sariya pogalanu , Arjun herova nadikum padathula comedian ayeteenga!	neutral	என்னா பாஸ் நாலு பதம் ஸரியா போகலாநு  அர்ஜுன் ஹீரோவா நதிகம் பதாதுலா காமெடியன் அயீதீம்கா	what Boss Four Term Saria Can&#39;t go Arjun Hero the river Badatula Comedian Ayedimka
4241	4241	4241	Nalla irukku, but yengaa anna oda bigil kuda potti podaa konjam yosingaa paaaa	positive	நல்லா இருக்கு புட் யேங்கா அந்நா ஓடா பிகில் குடா பாட்டி போதா கொஞ்சம் யோசிங்கா பா	good having Butt Yenga That day fly away Bigil Umbrella Grandmother not enough Little Thinking Pa
4242	4242	4242	Thalaivar superstar Rajini Sir vera Vera Vera level	positive	தலைவர ஸுபர்ஸ்டார் ராஜீநீ சிர் வேரா வேரா வேரா லேவேல	Chairman Superstar Resign sir Vera Vera Vera Not at all
4243	4243	4243	Thala love you so much ummmmmmmmmma	positive	தாலா லவ யூ சோ முச உம்மா	Tala Available U So Mus Umma
4244	4244	4244	Tvl slang Ethana per note paninga	positive	த்வ்ல லங் எதாநா பர் நோட பானிங்கா	Thwla Lung For example bur Noda Baninga
4245	4245	4245	A R RAHMAN dum dum dum...	negative	ஆ ர் ரஹ்மான் டம் டம் டம்	Cow R Rahman Dum Dum Dum
4246	4246	4246	Appapo vanthu thalaya paathutu comment panravanga like pannunga.....	positive	அப்பாபோ வநது தலயா பாதுதும் காமஎண்ட் பம்ரவங்கா லைக் பன்னுங்கா	father Forest Talaya Touching Comand Pamrawanga Like Pannunga
4247	4247	4247	Oruththar Mela neenga #viswasam kaatradhukkaga innoruththara en asinga paduththuringa!  #verithanamanawaiting Hit like for repeat mode!	positive	ஆருத்தர் மேலா நீம்கா விஸ்வஸம் காத்ரதுக்காகா இந்நாருத்தரா ஏந அசிங்கா பதுத்துரீந்கா  வேரீதநாமாநவைதிங் ஹித லைக் பார் ரிபேட் மோதே	Doctor Above Neemka Vishwasam Wait for it Innaruthara why Asinga Badhurinka Vareedanamanavaithing Hita Like see Rebate Mothe
4248	4248	4248	Thalaivaaaaaaaa.....🤘 next cm of Tamil Nadu	positive	தலைவா நெக்ஸ்ட் ஜிம் ஆப் தமிழ் நாது	leader Next Gym App Tamil the nation
4249	4249	4249	1:19 la paarunga muttu muttu teejay irupaaru	positive	119 லா பாருங்கா முத்து முத்து தீஜய இருபாரு	119 La Barunga Pearl Pearl Deejaya Irubaru
4250	4250	4250	Semma.... Maaassss, looks like must watch......	positive	செம்மா மாஸ் லூக்ஸ் லைக் மூஸு வாட்ச்	Semma Mass Lukes Like Moose Watch
4251	4251	4251	Vjs ku wait pannanvanga hit like	positive	வான்ஸ் கு வாத் பன்னான்வம்கா ஹித லைக்	Vance Ku Wath Pannanvamka Hita Like
4252	4252	4252	Rajini Indian movie Kaa baaaap.  All d best from darling fanzz	negative	ராஜீநீ இந்தியன் மோவி கா பாப்  ஆல் த் பெஸ்ட் கார்ம் டார்லிங் பன்ஸ்ஸ்	Resign Indian Movie Ga Pop By Th Best Garm Darling Buns
4253	4253	4253	Thala thala thala thala thala mass mass mass mass mass	positive	தாலா தாலா தாலா தாலா தாலா மாஸ் மாஸ் மாஸ் மாஸ் மாஸ்	Tala Tala Tala Tala Tala Mass Mass Mass Mass Mass
4254	4254	4254	Namma ippa enna Panna poro🤔🤔🤔 sweet sapda poro	positive	நாம்மா இப்பா என்னா பன்னா போரோ ஸ்வீட் ஸப்தா போரோ	Namma Iba what Panna Boro Sweet Sabta Boro
4255	4255	4255	Ambedkar silai matru semma Thalaiva action king	positive	அம்பேத்கார் ஸீலாஈ மாத்ரு செம்மா தலைவா ஆக்ஷன் கிங்	Ambedkar Zeelae Matru Semma leader Action King
4256	4256	4256	Marana waiting  only//// தல //////	positive	மராநா வைடிங்  ஓன்லி தல 	Marana Whiting Only Leader
4257	4257	4257	Thalaivarukku vayase aagathu Waiting For petta paraak Vjs marana mass	neutral	தலைவருக்கு வயாஸ் ஆகாதும் வைடிங் பார் பெட்டா பராக வான்ஸ் மராநா மாஸ்	To the leader Vias It won&#39;t happen Whiting see Peta Parag Vance Marana Mass
4258	4258	4258	marana massssss....   thalaaaaaaa...   #Surya fans...	neutral	மராநா மாஸ்   தலா   ஸுர்ய பன்ஸ்	Marana Mass each Surya Buns
4259	4259	4259	Worst trailer. Kai la katheyoda suthuravana hero a katratha first nepanguna mental gala	negative	வர்ஸ்ட் ட்ரைலேர் கை லா கத்யோடா ஸுதுரவநா ஹீரோ ஆ கத்ரதா பர்ஸ்ட் நேபாநகுநா மண்டல காலா	Wurst Trailer hand La Kathyoda Suthuravana Hero Cow Kathrada Burst Nepanakuna zone Gala
4260	4260	4260	Oru padam Kamal Mari Oru rajini Mari  thala	positive	ஓரு பதம் கமல் மாரி ஓரு ராஜீநீ மாரி  தாலா	A Term Kamal Marie A Resign Marie Tala
4261	4261	4261	Oruthal Mela viswasam katuradhukaga ean innoruthara asinga paduthuringa ..   Ethana peruku intha namakke sonna maari thonichi	neutral	ஓருதல மேலா விஸ்வஸம் கடுராதுகாகா இன் இந்நாருதாரா அசிங்கா படுதுரீந்கா    எதாநா பெருகு இந்தா நமாக்கே சோன்ன மாரீ தோநீசீ	marginalization Above Vishwasam Kadurathugaka of Is this Narudara? Asinga Badhurinka For example increase Inda We ourselves Sonna Marie You see
4262	4262	4262	Oru oru shot oru diamond maadhiri irukuthu	positive	ஓரு ஓரு ஷோத் ஓரு தீஅமான்ட் மாதீரி இருகுது	A A Shoth A Diamond Model is there
4263	4263	4263	Mass trailer paaa after bigil manasa tottu aollungha	neutral	மாஸ் ட்ரைலேர் பா ஆஃப்டர் பிகில் மநஸா டுட்டு அஓலூந்கா	Mass Trailer Pa After Bigil The mind Tutu Aolunka
4264	4264	4264	Kerala  vikram fans  like	positive	கேரளா  விக்ரம் பன்ஸ்  லைக்	Kerala Vikram Buns Like
4265	4265	4265	Couldn't beat sarkar 1 day 15 M	positive	க்வுல்ட்ன்ட் பேட் சர்கர் 1 டே 15 ம்	Couldn&#39;t Pad Sugar 1 Day 15 m
4266	4266	4266	Appedilaam nadekaathu, nadake kudaathu!! The bulls eyes🤩	positive	அப்பேதிலாம் நாதேகாதும் நாதாக் குதாதும் தே புல்ஸ் ஏஸ்	That&#39;s it Nadekhatum Nathak Anal tea Bulls Ace
4267	4267	4267	Views yen ivlo cummi ah iruku	negative	வியஸ் யென் இவ்லோ கம்மி அ இருகு	Vius Yen Ivlo Gummy A sit down
4268	4268	4268	Gv is back .... Morayana theme ... Pesama. Ni again musicku vandhu gv	positive	ஜிவ் இஸ் பக்  மோராயாநா தீம்  பேஸமா நீ அகின் முஸீகும் வந்து ஜிவ்	Jiv Is Pg Morayana theme Besama you Akin Music too come Jiv
4269	4269	4269	Trailer epdi irukanum nu sarkar trailer poi parungada	positive	ட்ரைலேர் இப்டி இருகானம் நு சர்கர் ட்ரைலேர் பாய் பருங்காதா	Trailer Ift Bikanam Nu Sugar Trailer Mat Parungata
4270	4270	4270	Jst 250k likes need  To hit 1M likes  Ajithiyansss come on	positive	ஜஸ்ட் 250கே லீக்ஸ் நீத்  டூ ஹித 1ம் லீக்ஸ்  அஜீதீயான்ஸ் கோம் ஆன்	Just 250K Leaks Neeth Two Hita 1st Leaks Ajitians com Ann
4271	4271	4271	pink ka tamil version hai kisse yesa lga like kro	positive	பிங்க் கா தமிழ் வெர்ஷன் ஹை கிஸஏ யேஸா ல்கா லைக் க்ரோ	Pink Ga Tamil version Hi Kisa Jesus Lka Like Gro
4272	4272	4272	00:24 oru nadigaiya paarthu kekkura kelvija thala	positive	0024 ஓரு நாதிக்ய்யா பார்தும் கேக்குரா கெல்வீஜா தாலா	0024 A Atheist will see Kekura Kelweeja Tala
4273	4273	4273	Eppo enna panaporo ..sweet sapda poro	neutral	இப்போ என்னா பனாபோரோ ஸ்வீட் ஸப்தா போரோ	now what Panaboro Sweet Sabta Boro
4274	4274	4274	Kajal  Fans Subscribe	positive	காஜல  பன்ஸ் ஸுப்ஸ்கிரிப்	Kajla Buns Subscript
4275	4275	4275	Just like Kabali Kaala Lingaa Kochadaiyya 2.0 and now this Petta....Lukewarm	neutral	ஜஸ்ட் லைக் கபாலீ காலா லிங்கா கொச்ச்தஐய்யா 20 அண்ட் நோ தீஸ் பெட்டாலுகேவார்ம	Just Like Cabalee Gala Linga Kochthaiyaya 20 And No Thesis Petalukevarma
4276	4276	4276	Trailer la fight scene la Romba neram focus Pani kaatunathu...konjam idikuthu	neutral	ட்ரைலேர் லா பைட் ச்சென் லா ரோம்பா நேராம் போகஸ் பாணி காதுநாதுகோஞ்சம் இதீகுது	Trailer La Byte Chen La Roomba Neram Bogus style Auricularia This is
4277	4277	4277	super star rajini fans like here	positive	ஸுபர் ஸ்டார் ராஜீநீ பன்ஸ் லைக் ஹேரா	Super Star Resign Buns Like Hera
4278	4278	4278	SUPER thalaiva soon   🤘🤘🤘🤘🤘	positive	ஸுபர் தலைவா ஸூன்   	Super leader Zoon
4279	4279	4279	Age is just an number idhu thalaivar ku mattume porundhum Maranam massu maranam	positive	ஏஜ் இஸ் ஜஸ்ட் அன் நம்பர் இது தலைவர கு மட்டும் போரும்தும் மரநாம மஸ்ஸு மரநாம	Age Is Just An No This is Chairman Ku Only And fighting Surname Massu Surname
4280	4280	4280	Ayaz.... kutty moonji.       Proposers	positive	ஆயாஸ் குட்டி மூன்ஜீ       ப்ரோபோச்ர்ஸ்	Ayaz baby Moonjee Propochres
4281	4281	4281	mass Mass mass Mass mass Mass mass Mass mass Mass mass Mass mass Mass mass Mass	positive	மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ்	Mass Mass Mass Mass Mass Mass Mass Mass Mass Mass Mass Mass Mass Mass Mass Mass
4282	4282	4282	Oru logical mistake. Endhiran climax la 2030 varaikum chitti museum la irukum. Ithula 2018 la veliya kondu vandhutaanga 🤔🤔🤔🤔🤔🤔	neutral	ஓரு லோகிக்கல் மிஸ்தக் இம்திரண க்லிமாக்ஸ் லா 2030 வரீகம் சித்தி ம்யூஸும் லா இருகம் ஈதுலா 2018 லா வேலியா கோண்டு வம்துதாங்கா 	A Logical Mistak Imtirana Climax La 2030 tax Siddhi Muse too La Darkness Ethula 2018 La the fence Gond Vamduthanga
4283	4283	4283	Rajini look sema mass but trailer mass  flop	neutral	ராஜீநீ லூக சேமா மாஸ் புட் ட்ரைலேர் மாஸ்  ப்ளாப்	Resign Luke Sema Mass Butt Trailer Mass Blob
4284	4284	4284	Awesome Shankar sir great work	positive	அவேசோம் ஷங்கர சிர் க்ரேட் ஒர்க்	Awesome Shankara sir Crate Work
4285	4285	4285	Anyone here after BIGIL'S WASTE trailer??? Bigil-dislike KAITHI-LIKE	positive	அன்யோன் ஹேரா ஆஃப்டர் பிகீல்ஸ் வேஸ்ட் ட்ரைலேர் பிகில்டிஸ்லிக் கைதிலீகே	Anyon Hera After Pickles Waste Trailer Bigildislick Kaithi League
4286	4286	4286	Viswasam no.1 hag stag twitter waiting for valimai 2020 hag stag	neutral	விஸ்வஸம் நோ1 ஹாக் ஸ்டாக் ட்விட்டர் வைடிங் பார் வாலீமாஈ 2020 ஹாக் ஸ்டாக்	Vishwasam No. 1 Hawk Stock Twitter Whiting see Walimae 2020 Hawk Stock
4287	4287	4287	Super star Madhiri yarum vara mudiyadhu .......    Sweet sapidalama........	positive	ஸுபர் ஸ்டார் மதிரி யாரம் வாரா முதியாது     ஸ்வீட் ஸபிடாலாமா	Super Star Madiri who Vara never get old Sweet Can you heal?
4288	4288	4288	Nekonda paravai :- no one did a storyline like this  Chintamani kolacase :- Hold my Beer	neutral	நேகோண்டா பரவீ  நோ ஒன் டித் ஆ ஸ்டோரிலைன் லைக் தீஸ்  சிம்தாமநீ கோலாகாஸ்  ஹோல்ட் மீ பீர்	Neconda spread No One Tith Cow Storyline Like Thesis Simthamanee Kolakas Hold I am Beer
4289	4289	4289	oruthar me neenga viswasatha katrathukaga inourthara yen asinga paduthuringa???   Thala mass	positive	ஓருதார் மீ நீம்கா விஸ்வஸதா கடராதுகாகா இநோர்தரா யென் அசிங்கா படுதுரீந்கா   தாலா மாஸ்	One I am Neemka Visvasata Kataratugaka Inordara Yen Asinga Badhurinka Tala Mass
4290	4290	4290	Wow thala marana mass waiting veri yeruthu padam yeppa relese	positive	வோ தாலா மராநா மாஸ் வைடிங் வேரி யெருதும் பதம் யெப்பா ரெலேஸ்	Woah Tala Marana Mass Whiting Varie Yerudum Term Yep relays
4291	4291	4291	Maranom massaranom tuff tharanom adhuku super star dha porandhu varanom	positive	மராநோம் மஸ்ஸாரநோம் துஃப் தாரநோம் அதுகு ஸுபர் ஸ்டார் தா போரந்து வரநோம்	Maranom Measles Tuf Dharanom That&#39;s it Super Star Tha fighting to come
4292	4292	4292	Intha kazhuluga KFC chicken maathiri panni kuduthaangalam {1st vfx company}	positive	இந்தா காஜ்ஹுலுகா கெக் சிக்கன் மாதீரீ பந்நீ குதுதாம்கலம் 1ஸ்ட் வெக்ஸ் கம்பெனி	Inda Kajhuluka Keg Chicken Model Panni Anus 1 st Vex Company
4293	4293	4293	Enaku mattum than lingaa maari ithu agidumo nu thonutha	negative	இநகு மட்டும் தந லிங்கா மாரீ ஈது அகீதும்மோ நு தோனுதா	Nice Only own Linga Marie Edu Akeethummo Nu Donutha
4294	4294	4294	Is it pink hindi movie remake? Thala .. superb dialogue	positive	இஸ் இட பிங்க் ஹிந்தி மோவி ரேமாம்க் தாலா  ஸுபெர்ப டியாலோகு	Is Place Pink Hindi Movie Remamc Tala Superb Dialogue
4295	4295	4295	YouTube hanged  102k views  152k likes, 4.4k dislikes🤔🤔🤔	neutral	யௌதுப் ஹங்கெட்  102கே வியஸ்  152கே லீக்ஸ் 44கே டிஸ்லீக்ஸ்	YouTube Hunkett 102k Vius 152k Leaks 44k Disleaks
4296	4296	4296	Dislike pannavanuku soothula katti varum	negative	டிஸ்லிக் பந்நாவாநுகு ஸூதுலா கட்டி வரும்	Dislik Pannavanuku Zutula tumor will come
4297	4297	4297	Thalapathy alavuku illa but like ajith mass illa padathula	neutral	தலாபதி அலவுகு இல்லா புட் லைக் அஜீத மாஸ் இல்லா பதாதுலா	Thalapathy Alauku No Butt Like Ajita Mass No Badatula
4298	4298	4298	Enna Karumam Da Ithu....Next Kochadaiyan On The Way...Appa Ivan Pomma Padam Yeaduthu Vachu Irukan Pa.....	negative	என்னா கருமாம் டா ஈதுநெக்ஸ்த் கொச்ச்தஐயாந ஆன் தே வயாப்பா இவாந போம்மா பதம் இயதுது வாசு இருகாந பா	what dark Dr eTunext Kochthaiyana Ann tea Wayappa Evan doll Term own Vasu Bikanah Pa
4299	4299	4299	Podu podu podu podu podu... vera level trailer	neutral	போது போது போது போது போது வேரா லேவேல ட்ரைலேர்	when when when when when Vera Not at all Trailer
4300	4300	4300	Hit like for RAJNI SIR	positive	ஹித லைக் பார் ரஜநீ சிர்	Hita Like see Rajnee sir
4301	4301	4301	Is it Hindi movie pink remake?	positive	இஸ் இட ஹிந்தி மோவி பிங்க் ரேமாம்க்	Is Place Hindi Movie Pink Remamc
4302	4302	4302	Kerala tamil cinema lovers LikE hErE	positive	கேரளா தமிழ் சினிமா லவர்ஸ் லைக் ஹேரா	Kerala Tamil Cinema Lovers Like Hera
4303	4303	4303	0:36 thalaivar  walking style	positive	036 தலைவர  வால்கிங் ஸ்டைல்	036 Chairman Walking Style
4304	4304	4304	trailer mokke but padam ennada ippadi irukku  verithanam	positive	ட்ரைலேர் மோக்கே புட் பதம் என்னாடா இப்பதி இருக்கு  வேரீதநாம்	Trailer Moke Butt Term Don&#39;t you? This article having Different name
4305	4305	4305	Waiting for kaithi, bigil and sangathamizhan most important marana waiting for Thalapathy 64 🥰🤩	neutral	வைடிங் பார் கைதீ பிகில் அண்ட் சம்கதமீஜ்ஹந மோஸ்ட் இம்போர்டம்த மராநா வைடிங் பார் தலாபதி 64 	Whiting see arrested Bigil And Samkadamijhana Most Import Marana Whiting see Thalapathy 64
4306	4306	4306	4days ah no 1 la eruku	positive	4தய்ஸ் அ நோ 1 லா எருகு	4 Thais A No 1 La Ash
4307	4307	4307	indha no 1 no 2la Pappas villaiattu super star is a no one and super one	positive	இந்தா நோ 1 நோ 2லா பாப்பஸ வில்லைட்டு ஸுபர் ஸ்டார் இஸ் ஆ நோ ஒன் அண்ட் ஸுபர் ஒன்	Inda No 1 No 2 la Pappas bow Super Star Is Cow No One And Super One
4308	4308	4308	Thala thala thala Ajith super ..etha movie etha  generation kandipa pakanum ....	positive	தாலா தாலா தாலா அஜீத ஸுபர் ஏதா மோவி ஏதா  ஜெனரேஷன் கம்திபா பகானம் 	Tala Tala Tala Ajita Super what Movie what Generation Kamtiba Paganam
4309	4309	4309	Ethuku 63k dislike apdi enna pathutinga	positive	ஏதுகு 63கே டிஸ்லிக் அப்தி என்னா பாதுடிங்கா	Let&#39;s go 63K Dislik Abdi what Bathinga
4310	4310	4310	100% nan Theatrela thaan intha padam papennu solravanga mattum oru like podunga	positive	100 நன் தேட்ரேலா தான் இந்தா பதம் பாபேன்னு ஸோல்ரவங்கா மட்டும் ஓரு லைக் போதுங்கா	100 well Thatrela That&#39;s it Inda Term Babe Zolravanga Only A Like not enough
4311	4311	4311	ONE.AND ONLY SUPERSTAR SEMMA KALAKKAL .....HAPPY PONGAL ALL STAR FANS AND SUPERSTAR FANS ......	positive	ஓநீண்ட் ஓன்லி ஸுபர்ஸ்டார் செம்மா கலாக்கல் ஹேப்பீ போம்கல் ஆல் ஸ்டார் பன்ஸ் அண்ட் ஸுபர்ஸ்டார் பன்ஸ் 	Oneend Only Superstar Semma Conservation Happy Pomkal By Star Buns And Superstar Buns
4312	4312	4312	Haters illatha ore nadigar annan ciyan vikram	positive	ஹாட்டர்ஸ் இல்லதா ஓர் நாதிகர் அந்நன் சியாந விக்ரம்	Hatters no Or Atheist he Chiana Vikram
4313	4313	4313	Enna da idhu Thala pani karadi madhiri iruku ?	negative	என்னா டா இது தாலா பாணி காரதி மதிரி இருகு 	what Dr This is Tala style Karathi Madiri sit down
4314	4314	4314	Thala screan la pakka manana waiting wait panravanga mattu like pannunga	neutral	தாலா ஸ்கிரீன் லா பக்கா மாநநா வைடிங் வாத் பம்ரவங்கா மட்டு லைக் பன்னுங்கா	Tala Screen La Baka Manana Whiting Wath Pamrawanga Module Like Pannunga
4315	4315	4315	bgm. ... NKP ...bgm  .....va .....gv ...no.	negative	பம்  ந்க்ப பம்  வா ஜிவ் நோ	Bum NCP Bum Come Jiv No
4316	4316	4316	Ippo dhaan yaa korean padam maari seriya eduthu irukinga	positive	இப்போ தாந யா கோரேஅன் பதம் மாரீ செரியா எடுது இருகீங்கா	now Donate Ya Korean Term Marie Ceria pick up Don&#39;t be
4317	4317	4317	10k dislikes potathu namma pondati pulla sentiment boys ah than irukum.	negative	10கே டிஸ்லீக்ஸ் போதாதும் நாம்மா பாண்டாதி புல்லா சென்டிமெண்ட் பாய்ஸ் அ தந இருகம்	10K Disleaks Not enough Namma Pandit Bulla Sentiment Boys A own Darkness
