	uid	sentence	lang	sentiment
6319	6320	Todos enserados en Su Cuarto I yo Aki chilling en ka cosina aver Kien me trai Comida 😂	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	positive
6320	6321	Emotions running high : alterados The family feud was intense ; emotions were running high .	['EN', 'EN', 'EN', 'NA', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA']	negative
6321	6322	Ran a stop sign : Saltarse una señal de Paro The cop pulled me over because I ran a stop sign .	['EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	negative
6322	6323	revisas en tu spam por favor ? si definitivamente no te llegó voy a cambiar el sistema de distribución	['ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']	neutral
6323	6324	My Facebook , Ig & Twitter is hellaa dead y 'all are some Gay ass people 😑 Jk soy yo que has no life 😒👌	['EN', 'EN', 'NA', 'EN', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'NA']	negative
6324	6325	some ? Tengo 3 dozenas en el freezer lol	['EN', 'NA', 'ES', 'NA', 'ES', 'ES', 'ES', 'EN', 'EN']	positive
6325	6326	Diana , por q no nos compartes videos más fáciles ? Respuesta : Repite hasta q entiendas . If you think u can or u think you can n't you 're right	['NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']	negative
6326	6327	pos a cual guy has de aver metidooo / . <	['ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA']	negative
6327	6328	no nomas te sientes nando , asi estas .. lol jkjk no t creas	['ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'ES', 'NA', 'EN', 'EN', 'ES', 'ES', 'ES']	positive
6328	6329	From time to time : De vez en cuando , From time to time I 'll retweet posts , I hope that helps to remember them better	['EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']	neutral
6329	6330	I do n't eat pozole	['EN', 'EN', 'EN', 'EN', 'ES']	negative
6330	6331	no es correcto preguntar where the restrooms are , le hace falta algo antes como I know where the restrooms are ... o	['ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES']	neutral
6331	6332	Quien se echa una bedtime story ?!?!??	['ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'NA']	positive
6332	6333	Bear with me : Aguantame un momento por favor . Bear with me guys , this lesson may take a while .	['EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral
6333	6334	Stuff one ’s face : Comer mucho . I ’m so hungry , I ’m going to stuff my face with pizza when I get home .	['EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	positive
6334	6335	Are Una Historia Con Tu Cuerpo 💋 ~ Reggeaton 😍 ❤ ️	['EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'NA', 'NA', 'NA']	positive
6335	6336	Do n’t settle for less : No te conformes con menos . Yes you can understand like a native speaker , you do n’t have to settle for less .	['EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral
6336	6337	Si uno k es bonito sufre imajinate los feos ? Lmao se pasan ... ha	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'ES', 'ES', 'NA', 'ES']	negative
6337	6338	Empty handed : Manos vacías . After a night of gambling they walked out of the casino empty handed .	['EN', 'EN', 'NA', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral
6338	6339	No mames pinche autocorrect culoo ✊	['ES', 'ES', 'ES', 'EN', 'ES', 'NA']	negative
6339	6340	Osea I know we wanna party Pero Tampoco no Aya Asta Dallas 😝	['ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA']	neutral
6340	6341	Pig out : Atragantarse/Comer mucho . I do n't pig out really , but I eat enough food to keep my energy up after my running .	['EN', 'EN', 'NA', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral
6341	6342	Thirsty Thursday or cielo ?? Hmm ... lol jk I have finals to take care of .	['EN', 'NA', 'EN', 'ES', 'NA', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	positive
6342	6343	Yo Pense que Nomas Iva ir a comer no a Limpiar 😏😂 lol Jk	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN']	neutral
6343	6344	Most likely es :) $	['EN', 'EN', 'ES', 'NA', 'NA']	neutral
6344	6345	So did chapo break out again or puro pedo ?	['EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'NA']	negative
6345	6346	Bet Real Madrid fans andan mojados	['NA', 'NA', 'NA', 'EN', 'ES', 'ES']	negative
6346	6347	El Juego Nomas era De Una week oh que Pedo ? / . -	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'NA']	negative
6347	6348	Ends meet : Para sobrevivir . I need another job , I have to make ends meet .	['EN', 'EN', 'NA', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	positive
6348	6349	Hasta el dia de hoy .. yo te ame no lo niego .. hasta el dia d hoy xk ya me canse de ser siempre tu juego .. k t perdone dios xk yo ya no puedo	['ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES']	negative
6349	6350	Cranky : Malhumorado/Caprichoso . After her nap , she woke up very cranky .	['EN', 'NA', 'ES', 'NA', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	negative
6350	6351	Time for class #ponedomelisto	['EN', 'EN', 'EN', 'ES']	neutral
6351	6352	your eyes were red or what haha 😂 ? , my mom always telling me about how I always smell like kush nd I 'm like gracias 😋	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'NA']	positive
6352	6353	Casi mil corazones me an adorado !!!!!	['ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'NA']	positive
6353	6354	Trying too hard : Poner MUCHO empeño . Maybe she ’s not interested in you because you ’re trying too hard .	['EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral
6354	6355	Set loose : Soltar I tied the dog to the tree , but the kids set him loose	['EN', 'EN', 'NA', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']	neutral
6355	6356	hmm no solo se usa al final , dame un ejemplo	['EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES']	neutral
6356	6357	Giggle : Risita . Every time I see a baby I can n’t help but to make them giggle .	['NA', 'NA', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral
6357	6358	There 's two of them : Son dos . Shit , there 's two of them . From the movie Top Gun	['EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'NA', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA']	positive
6358	6359	Yo kiero pluckers :/ Lol	['ES', 'ES', 'EN', 'NA', 'EN']	neutral
6359	6360	Hold me back : Detener I ’m determined to achieve my goals and I wo n’t let anything hold me back .	['EN', 'EN', 'EN', 'NA', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral
6360	6361	it all depends on what kind of ppl you surround urself w/ no todos los hombres mentimos .. at least I certainly do n't :)	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral
6361	6362	Stutter : Tartamudeo/Tartamudo . What ' The King 's Speech ' got right is that stuttering is a lot more than just repeating words	['EN', 'NA', 'ES', 'NA', 'EN', 'NA', 'NA', 'NA', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']	positive
6362	6363	fuck it con que sea food 😎😂	['EN', 'EN', 'ES', 'ES', 'EN', 'EN', 'NA']	negative
6363	6364	Estas rolas viejitas got me feelin some kinda way !!! Man I wish GranMexicano was still open w y DjPollo ! Best years of my life	['ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'ES', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN']	positive
6364	6365	"Casi no entiendo :] :] , el cero como "" o "" , si las personas lo usan MUCHO :) 1009 = ten o nine"	['ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'EN', 'ES', 'EN']	positive
6365	6366	Pay close attention : Presta mucha atención . Pay close attention because I ’m only going to explain it once .	['EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral
6366	6367	I 'm go lay with my mommy tell her I had a nightmare .. aver si no me tira de la cama	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']	negative
6367	6368	tienes razón , literal sería así , casi no caigo en cuenta trato de no hacer traducciones literales sino lo q significa slds :)	['ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA']	neutral
6368	6369	aunque no se si realmente quieras decir wise , es q realmente no me imagino a alguien wise que tenga low self esteem :)	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'NA']	neutral
6369	6370	Well put : Bien dicho . Well put Kassandra , that was a very good point .	['EN', 'EN', 'NA', 'ES', 'ES', 'NA', 'EN', 'EN', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	positive
6370	6371	si , videos cortos con diálogos de la vida real , como hablan las personas de la vida real British and American :)	['ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA', 'NA']	positive
6371	6372	The buck stops here/La responsabilidad es mía/The buck stops here , I can n't blame my team for this delay , at the end I 'm the person in charge	['EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']	neutral
6372	6373	Osea no Te Enojes Porke Conmigo Porke America Perdio I was just asking 😭✋	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'EN', 'EN', 'EN', 'EN', 'NA']	negative
6373	6374	We can talk this through : Solucionarlo conversando Let ’s not fight , we can talk this through .	['EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	positive
6374	6375	By far : Varias cosas una es “ Sin duda ” Les Miserables is by far my favorite movie of the year .	['EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'NA', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	positive
6375	6376	test drive nigga come asap	['EN', 'EN', 'EN', 'EN', 'EN']	neutral
6376	6377	I 'm mat AT you . NO es I 'm mad WITH you . estoy enojado contigo	['EN', 'EN', 'EN', 'NA', 'EN', 'NA', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES']	negative
6377	6378	eske I hardly ever get on FB anymore ! I 'm mainly on Twitter now !	['ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'NA']	positive
6378	6379	Happy Birthday to my amazing Mother and tio ♡ k estan con nosotros siempre !! :)	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA']	positive
6379	6380	Ni de amores se muere ni de recuerdos se vive . #EnoughSaid	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN']	negative
6380	6381	Mock : Burlarse de/Ridiculizar a alguien . Comedians love to mock politicians .	['EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	positive
6381	6382	When they call from school & my mom says Ora que Isistes / . - & it 's not even for me 😐😂😂😁	['EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	negative
6382	6383	Mi Suegra A Milf Thooo >>> lol #Cutie #Booty #Milf #Hottieee lmao jk	['ES', 'ES', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'ES']	positive
6383	6384	lool im just playing witcha haha :P I know el recodo would be best haha	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN']	neutral
6384	6385	I do n't think Marta is ( 14 ) , I actually think she is very ( 15 ) ( 14 : Tímida ) ( 15 : Extrovertida )	['EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'NA', 'NA', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'ES', 'NA', 'NA', 'NA', 'NA', 'ES', 'NA']	positive
6385	6386	pues casi casi lmao , cres que eres fea o que ? #allquibocada	['ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA']	neutral
6386	6387	I was gonna start a new diet but I forgot I was gonna be eating cake and carnitas every weekend (; lol	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'EN', 'EN', 'NA', 'EN']	positive
6387	6388	Nice try ! Suena lógico , pero la frase más exacta es Keep track , keep up the good work :) that 's the way to learn :)	['EN', 'EN', 'NA', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	positive
6388	6389	t ’s packed : Está lleno / abarrotado Let ’s go around because it ’s packed inside .	['EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'NA', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral
6389	6390	Cual Pinche forever Mejor Ponte Acer Algo Bueno 😒	['ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	negative
6390	6391	my casita	['EN', 'ES']	neutral
6391	6392	Sleepy tengo :/	['EN', 'ES', 'NA']	negative
6392	6393	Buen consejo ( I hope ) no trates de pensar en español para traducir al inglés , intenta aprender frases completas de la vida real	['ES', 'ES', 'NA', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN']	positive
6393	6394	Go about one ’s business : Hacer lo q uno normalmente hace . How could she do that and then go about her business as if it never happened ?	['EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral
6394	6395	yo usaría United we stand . Have a great week :)	['ES', 'ES', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA']	positive
6395	6396	Voy a ir a Pedir Perdon lol 😝	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA']	positive
6396	6397	Que pija de gol men	['ES', 'ES', 'ES', 'ES', 'EN']	negative
6397	6398	Cuando viejas me dicen que estoy guapo me hago del rogar pa ver si es al chile o puro pedo porke algo kieren lol #ViejasPutas #Interesadas	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES']	negative
6398	6399	My Gf is a hoe ass nigga when it comes to feeling remorse for them poor little pollitos k los hicieron chicken McNuggets :( #Horrible	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA', 'NA']	negative
6399	6400	I was n't gonna go to school tomorrow 😒 but yea he convinced me 😅💕 !	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'ES', 'EN', 'EN', 'EN', 'NA', 'NA']	positive
6400	6401	spensa lmao #faded ass tweet , nah ten nvmind ur senior year gunna lagg 😂 , got another year of this bullshit lmao	['NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'ES', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']	neutral
6401	6402	tienes un snapchat :) ?	['ES', 'ES', 'EN', 'NA', 'NA']	positive
6402	6403	la verdad se usa pero no es MUY usada Determined and stubborn so MUY usadas , I 'm so stubborn , I 'm not going to quit . +	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA']	positive
6403	6404	That ’ll do it : Es suficiente . Person 1 : Is there any more work that needs to be done ? Person 2 : No , that ’ll do it .	['EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'NA', 'EN', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'NA', 'NA', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA']	positive
6404	6405	Two can play that game : Algo así como pagar con la misma moneda She 's talking smack about me behind my back , well , two can play that game .	['EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	negative
6405	6406	Overboard . Exagerar I think I went a little overboard with the dressing .	['EN', 'NA', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	positive
6406	6407	Me and you playing fifa , no se piensalo ? Lol xD	['EN', 'EN', 'EN', 'EN', 'NA', 'NA', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA']	positive
6407	6408	DeNada ! I may 've graduated but I wo n't 4get about MyLittlePals :) especially u since u were the only 1 who did her work -.- lol	['ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN']	positive
6408	6409	Hop in : Meterse I ’m just going to hop in the shower real quick . Everyone just hop in ( no se dice pero se entiende q es the car )	['EN', 'EN', 'NA', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'NA']	positive
6409	6410	lol okay ☺ pa cuando van a tijuas haha	['ES', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']	positive
6410	6411	Squinting . Entrecerrar los ojos ( como para enfocar bien ) I got glasses because I could n't stop squinting .	['EN', 'NA', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	positive
6411	6412	Well off : Con solvencia económica . The Lopez family is pretty well off ; they have their house payed off and even take vacations overseas	['EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']	positive
6412	6413	my grandpa kiuvoo pinche viejio huango	['EN', 'EN', 'ES', 'ES', 'ES', 'ES']	negative
6413	6414	te llevo un Cockmeat Sandwich si quieres lololol	['ES', 'ES', 'ES', 'NA', 'EN', 'ES', 'ES', 'EN']	positive
6414	6415	gunna knock pout now #allcansado	['EN', 'EN', 'EN', 'EN', 'ES']	negative
6415	6416	mom , how come you did n't know that , it 's very common :) yo creo q es porq nunca duermo hasta tarde :) :) :) slds	['EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'ES']	positive
6416	6417	digo lo mismo , si hubiera tenido twitter hace 20 años jeje :) let 's keep in touch :)	['ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	positive
6417	6418	pinshes shishotas everywhere	['EN', 'ES', 'EN']	negative
6418	6419	Have a thing for : Sentirse atraído por alguien . I have a thing for men in uniforms .	['EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral
6419	6420	Stick to the plan : Ceñirse al plan . That idea sounds great , but lets stick to the plan .	['EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral
6420	6421	hahaa con razon no quieras ir 😂😂😂 lol , how was yor weekend ? I 'm starting a new semester tommarow 😒	['EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral
6421	6422	ahh y si lives se pronuncia como lo escibiste laɪvz :) , el plural de life , laɪf	['ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA']	positive
6422	6423	pasame . un link aver	['ES', 'NA', 'ES', 'EN', 'ES']	positive
6423	6424	How about if you and I , Me and you bailamos bachata ! ;) That song tho <<<	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'ES', 'ES', 'NA', 'NA', 'EN', 'EN', 'EN', 'NA']	positive
