	Unnamed: 0	uid	sentence	lang	sentiment	translation
5266	5266	5267	pos duhhh	['ES', 'EN']	neutral	pos duh
5267	5267	5268	me dos !!! First year dancing all rodeo season lol !! gonna get crazy or wah ?! Lmao	['ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'ES', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN']	positive	me From !!! First year dancing all rodeo season lol !! gonna get crazy or wah ?! Lmao
5268	5268	5269	no you did lol you were with my cousin pero ta traivas cerveza en la mano so i wouldnt doubt you were lost lol	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']	neutral	no you did lol you were with my cousin but per travis beer in the thousand so i wouldnt doubt you were lost lol
5269	5269	5270	pos ya vi que no lol ! And oh yeaa ese dia si me saludo !!! Muy amable el muchacho tht day	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN']	positive	pos of we what no lol ! And oh yeah that is and me greeting !!! Very gentle the young guy tht day
5270	5270	5271	no you !!! Wait i remember seeing you at estatal y me ignoro	['EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'EN', 'ES']	negative	no you !!! Wait i remember seeing you at state Y me I ignore
5271	5271	5272	okay zero preocupations ! Y luego que dice el Chuy ready for summer ?	['EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'NA']	positive	okay zero concerns ! Y later what dice the Chuy ready for summer ?
5272	5272	5273	ohhhh lmfaooooo i gett it . Srry como que me dio un blonde moment	['NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN']	neutral	ohhhh lmfaooooo i given it . Srry as what me part and blonde moment
5273	5273	5274	if he wants to be the girl in this situation then hes included cause hes ratchet lmaooo jk zero que ver !	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'NA']	neutral	if he wants to be the girl in this situation then hes included cause hes ratchet lmao jk zero what to see !
5274	5274	5275	lmfaooo about my tweet de mis cousins !!! Lmaoo you made me crack up	['EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']	positive	lmfaooo about my tweet of what cousins !!! Lmaoo you made me crack up
5275	5275	5276	y siii como dijo titi pura cosa fina !!! A usted le doy un 💯 plus !!!	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA']	positive	Y Yes as said until temple What fine !!! A you the give and 💯 plus !!!
5276	5276	5277	yea and im saying he dont have bad taste nomas last sunday se le pasaron las copas yo creo	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']	neutral	yea and in the saying he whose have bad taste rentals last sunday with the passed by the glasses they I think
5277	5277	5278	omg y si pero tu cuenta hows it going doea he still go visit you lol ?	['EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral	omg Y and but that bill hows it going please he still go visit you lol ?
5278	5278	5279	de nada . Esque se me olvido cause juan doesnt tell me abt his love life y los otros si	['ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES']	neutral	of anything . Esque with me forgot cause juan doesnt tell me abt his love life Y the others and
5279	5279	5280	es okay lol but its true my niggah	['ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']	neutral	it is okay lol but its true my niggah
5280	5280	5281	"eso es lo que dicen ... mine was "" algo chiquito "" lol"	['ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'NA', 'ES', 'ES', 'NA', 'EN']	neutral	"it&#39;s it is it what they say ... mine was "" something tiny "" lol"
5281	5281	5282	chiquito o grande we know how to party it down !!!	['ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	positive	tiny O great we know how to party it down !!!
5282	5282	5283	ohhh okay pues (:	['EN', 'EN', 'ES', 'NA']	positive	ohhh okay well (:
5283	5283	5284	lol okay pues !!! Me dejas saber . DUDEEEEE you guys leave in two weeks no ?	['EN', 'EN', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral	lol okay well !!! Me dances know . DUDEEEEE you guys leave in two weeks no ?
5284	5284	5285	mmm que tia le gusta el chisme lol (: and yea but i meant after school .. you wrk today ?	['EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'NA']	positive	mmm what like the like the gossip lol (: and yea but i meant after school .. you work today ?
5285	5285	5286	te vienes tu cause my momma wrks !	['ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral	the you come that cause my momma wrks !
5286	5286	5287	And all because he wanted to play with Cookie . Y la guey de Cookie que ni caso le hace !	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	negative	And all because he wanted to play with Cookie . Y the guey of Cookie what in case the does !
5287	5287	5288	yess haha 👏👏👏👏 pero que les vamos aser ! 💁	['EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA']	neutral	yes haha 👏👏👏👏 but what them we will aser ! 💁
5288	5288	5289	Waking up and seeing an hacienda vieja all gone y otra more then half way gone !	['EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'EN', 'EN', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral	Waking up and seeing an hacienda old woman all gone Y other more then half way gone !
5289	5289	5290	Waiting for my momma to get home y nada :(	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'NA']	negative	Waiting for my momma to get home Y anything :(
5290	5290	5291	I miss being able to tlk to you and trust you en todo . And now its like nothing ever happened !	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	negative	I miss being able to transl to you and trust you in all . And now its like nothing ever happened !
5291	5291	5292	I honestly miss having my momma en la casa !	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'NA']	negative	I honestly miss having my momma in the House !
5292	5292	5293	She wakes up at 4am wrks from 5:30 - 3:30 and then at 5 se va trabajar al otro a doesnt get home till 11 !	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA', 'NA', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA']	neutral	She wakes up at 4am wrks from 5:30 - 3:30 and then at 5 with and to work al other a doesnt get home to 11 !
5293	5293	5294	I hate how since we moved both my parents left their jobs . And now my mom is the one wrking two jobs while my dads at the rancho all day !!!	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'EN', 'EN', 'EN', 'ES', 'EN', 'EN', 'NA']	negative	I hate how since we moved both my parents left their jobs . And now my mom is the one wrking two jobs while my dads at the rancho all day !!!
5294	5294	5295	Me : lero lero candilero alex : ( crying ) picate el abujero 😂😂😂😂	['ES', 'NA', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'EN', 'NA', 'ES', 'ES', 'ES', 'NA']	negative	Me : today today candilero alex : ( crying ) picate the budget 😂😂😂😂
5295	5295	5296	"Dijo mi pa "" lo que causa ser el baby de la casa "" but then again el la consiente mucho !"	['ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'NA']	neutral	"Said me well "" it what cause to be the baby of the House "" but then again the the consent much !"
5296	5296	5297	"Yea the "" bailamos bachata "" one was suppose to be for marlene and only her !!! 😳 #embarrassing"	['EN', 'EN', 'NA', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'NA', 'NA', 'EN']	negative	"Yea the "" we Dance bachata "" one was suppose to be for marlene and only her !!! 😳 #embarrassing"
5297	5297	5298	yeaaa people will always bitch and have shit to say ! I was tld my damas looked better then me 💁	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'ES', 'EN', 'EN', 'EN', 'EN', 'NA']	negative	yeah people will always bitch and have shit to say ! I was tld my ladies looked better then me 💁
5298	5298	5299	tried it on again , it fit me loose so my tia put some buttons in the back y asi me quedo perfect the night before my 15 try it on	['EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN']	positive	tried it on again , it fit me loose so my like put some buttons in the back Y but me I stay perfect the night before my 15 try it on
5299	5299	5300	Im glad que im gaining back that weight i lost !	['EN', 'EN', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	positive	in the glad what in the gaining back that weight i lost !
5300	5300	5301	I havent ate anything since i got home pero bien que me eche mi cafe !	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	neutral	I havent ate anything since i got home but good what me wait me cafe !
5301	5301	5302	""" : Are you kidding me !?!?!?!?!?! I want to cry real talk 😭😡🔫 """	['NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'ES', 'EN', 'NA', 'NA']	negative	""" : Are you kidding me !?!?!?!?!?! I want to cry real talk 😭😡🔫 """
5302	5302	5303	una shirt lol !!!!	['ES', 'EN', 'NA', 'NA']	positive	a shirt lol !!!!
5303	5303	5304	So im wearing my huge ass heels in tht pic and im still not taller then Poncho ! Wadda fack !	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'EN', 'NA', 'NA', 'EN', 'EN', 'NA']	negative	So in the wearing my huge is heels in tht pic and in the still not taller then Poncho ! Wada compartment !
5304	5304	5305	opps to late amorss	['EN', 'EN', 'EN', 'ES']	neutral	opps to late love affair
5305	5305	5306	aye amorss yo sin verguensa te agarro las tuya you know it ;D	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'NA']	positive	chance love affair they sin shameful the grab the yours you know it ;D
5306	5306	5307	Telling to feel my ass lastnight was hilarious . Segun ella no pero callo redondita lol i love her 😂 😂	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA']	positive	Telling to feel my is lastnight was hilarious . Segun she no but callus round lol i love her 😂 😂
5307	5307	5308	gets to the point where if i walk se me dobla mi foot y me caigo	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']	negative	gets to the point where if i walk with me fold me foot Y me i fall
5308	5308	5309	i sat for the last hour por pendeja ! Lol but it was good for my ankle ya no la aguantava ! Ever since i broke it no aguanto !	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'NA']	negative	i sat for the last hour by asshole ! Lol but it was good for my ankle of no the held on ! Ever since i broke it no I hold on !
5309	5309	5310	I love how el Primo siempre se preocupa por mi 👌	['EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	positive	I love how the First forever with worries by me 👌
5310	5310	5311	But whatever shoutout to Roque por bailar me today !!! 👌	['EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'EN', 'EN', 'NA', 'NA']	neutral	But whatever shoutout to Roque by dance me today !!! 👌
5311	5311	5312	Ill just let it go ! Tht was stupid to get mad of but ya que !	['EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'NA']	negative	Ill just let it go ! Tht was stupid to get mad of but of what !
5312	5312	5313	why wouldnt i do tht ! You 've proved to me tht you are wrth every single wrd i said ! Eres la mejor amiga de todas ! Love you !	['EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'NA']	positive	why wouldnt i do tht ! You 've proved to me tht you are by every single wrd i said ! Are the better amiga of all ! Love you !
5313	5313	5314	osea pictures for daysss lol	['ES', 'EN', 'EN', 'EN', 'EN']	neutral	that is pictures for daysss lol
5314	5314	5315	no preocupaciones me and marlensita got this	['ES', 'ES', 'EN', 'EN', 'NA', 'EN', 'EN']	neutral	no concerns me and marlensita got this
5315	5315	5316	most definetly well si voy cause mi dad dijo que si y luego que aver que most likely a yes but still	['EN', 'EN', 'EN', 'ES', 'ES', 'EN', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']	neutral	most definetly well and I go cause me dad said what and Y later what having what most likely a yes but still
5316	5316	5317	ommgggg yesss hasta que se nos hace vernos ! Y no nomas una si no muchas lol !!	['EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA']	positive	ommgggg yesss until what with us does see us ! Y no rentals a and no many lol !!
5317	5317	5318	No pos wow bonita chulada ! im locked out of the house and my sisters bawling her eyes out !!!	['NA', 'ES', 'NA', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	negative	No pos wow pretty chulada ! in the locked out of the house and my sisters bawling her eyes out !!!
5318	5318	5319	I swear we never get tired of each other .. we 've been seeing each other for the past three weeks y no ay pedo lol	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'EN']	positive	I swear we never get tired of each other .. we 've been seeing each other for the past three weeks Y no is pedo lol
5319	5319	5320	My 16th birthday at the place i absolutely love and miss .. sin de pensar lo dis veces 👌 💙	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA']	positive	My 16th birthday at the place i absolutely love and miss .. sin of think it dis times 👌 💙
5320	5320	5321	Damn exactly 6 months from today vamos andar de pary !!! Woot woot !!! 👐 👐	['EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'EN', 'NA', 'EN', 'EN', 'NA', 'NA', 'NA']	positive	Damn exactly 6 months from today we will to walk of couples !!! Woot woot !!! 👐 👐
5321	5321	5322	que ya el rancho nos esta esperando right bigbooty ?	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'NA']	neutral	what of the rancho us is waiting right bigbooty ?
5322	5322	5323	Tan bien que ivan las cosas ... im so lost what did i do ?!	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	negative	Tan good what ivan the stuff ... in the so lost what did i do ?!
5323	5323	5324	Osea ya me estoy haciendo super mega famosa !!!! 💁💁 Lmao	['ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'ES', 'NA', 'NA', 'EN']	positive	That is of me am making super mega famous !!!! 💁💁 Lmao
5324	5324	5325	oseaaaa mega amigis claro que you are me lo tienes mas que comprovado	['ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES']	positive	oseaaaa mega made love clear what you are me it you have but what proven
5325	5325	5326	I can only send them to him ! I dont care como me mire when i snapchat Poncho el tambien se ve pa la fregada lol jk jk	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'ES', 'NA', 'ES', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN']	neutral	I can only send them to him ! I whose care as me what when i snapchat Poncho the also with ve well the scrubbed lol jk jk
5326	5326	5327	es okay lol nothing but the truth : *	['ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA']	neutral	it is okay lol nothing but the truth : *
5327	5327	5328	hermosura !!!! They came out perfff ت	['ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA']	positive	loveliness !!!! They came out perff T
5328	5328	5329	This shit fuken pisses me off !!! Siempre tratando de aser de las bancas de adentro !!!!	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	negative	This shit fuken pisses me off !!! Always treating of aser of the stalls of indoors !!!!
5329	5329	5330	I swear la platica con Crystal was just perfff !!!	['EN', 'EN', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'NA']	positive	I swear the talk with Crystal was just perff !!!
5330	5330	5331	algo por el estilo lmao	['ES', 'ES', 'ES', 'ES', 'EN']	neutral	something by the style lmao
5331	5331	5332	like a Agapito supposly ya lo conosen en todos los casinos lmao	['EN', 'ES', 'NA', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN']	neutral	like a Agapito supposly of it conosen in all the casinos lmao
5332	5332	5333	i aint really liking the idea . Como que si como que no . Se la van a pasar en los casinos !!!	['EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	negative	i aint really liking the idea . As what and as what no . Se the from a market in the casinos !!!
5333	5333	5334	I like being a summer baby ! Especially cause i always spend my bday at rodeos 👌 mi mero mole !	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'NA']	positive	I like being a summer baby ! Especially cause i always spend my bday at detours 👌 me mere mole !
5334	5334	5335	ima go sleepover your casa over the summer for a whole week ! And thats good to hear asi me gusta 👍 😁	['EN', 'EN', 'EN', 'EN', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'NA', 'NA']	positive	have go sleepover your House over the summer for a whole week ! And thats good to hear but me like 👍 😁
5335	5335	5336	Y luego from my dads side .. that was extra hard because i love and get along with every single one of them all my life ♥	['ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral	Y later from my dads side .. that was extra hard because i love and get along with every single one of them all my life ♥
5336	5336	5337	Me dos !!! Y fuck a los que no lea guste lol	['EN', 'ES', 'NA', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN']	negative	Me From !!! Y fuck a the what no this like lol
5337	5337	5338	""" : That 's right chika ! 👌 am really glad we did 👌💕 """	['NA', 'NA', 'EN', 'EN', 'EN', 'ES', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA']	positive	""" : That 's right chika ! 👌 am really glad we did 👌💕 """
5338	5338	5339	Lifes Crazy girl but heyyyy the good thing is que andamos al cien right now ans we cleared everything out 👌 👌 😃	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA', 'NA']	positive	Lifes Crazy girl but heyyyy the good thing is what we walk al one hundred right now year we cleared everything out 👌 👌 😃
5339	5339	5340	yea lol . Alexia always makes fun of me cause im short . Y siempre le digo que she wont be able to wear heels y se enoja haha	['EN', 'EN', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'EN']	neutral	yea lol . Alexia always makes fun of me cause in the short . Y forever the I say what she wont be able to wear heels Y with angry haha
5340	5340	5341	like barley 3'11 y ella ya 5ft	['EN', 'NA', 'EN', 'ES', 'ES', 'ES', 'NA']	neutral	like barley 3'11 Y she of 5ft
5341	5341	5342	same thing i say que cresca pa arriva pero de pata no lol . Ya que tho shes allready like a size bigger then me shes a 7 nd im a 6	['EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'NA']	neutral	same thing i say what grow well he arrives but of butter no lol . Of what tho shes allready like a size bigger then me shes a 7 nd in the a 6
5342	5342	5343	Ojos verdes on replayyy ✌♩ ♪ ♬	['ES', 'ES', 'EN', 'EN', 'NA', 'NA', 'NA']	neutral	Eyes greens on replayyy ✌♩ ♪ ♬
5343	5343	5344	lmaoo ya casi soy Silva haha	['ES', 'ES', 'ES', 'ES', 'NA', 'EN']	positive	lmao of almost soy Silva haha
5344	5344	5345	Oh really ?! Bestfriends right ? De cuando aca ?	['EN', 'EN', 'NA', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'NA']	positive	Oh really ?! Bestfriends right ? Of when aca ?
5345	5345	5346	Aver que nos trai dios alrato 😩	['EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	neutral	To have what us male god alrato 😩
5346	5346	5347	Manana voy a conquistar la will forever be an amazing song . Not because me la dedicaron but because my momma always jams to it !	['ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	positive	We have I go a to conquer the will forever be an amazing song . Not because me the dedicated but because my momma always jams to it !
5347	5347	5348	oh yea they 're ahead over there . My brothers fiance tambien is ahead and she tells me stuff im like shutupp dong spoil it lol	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']	negative	oh yea they 're ahead over there . My brothers fiance also is ahead and she tells me stuff in the like shutup dong spoil it lol
5348	5348	5349	Okayyy calmada Fabiola ! Es okayy	['EN', 'ES', 'NA', 'NA', 'ES', 'ES']	neutral	Okayyy calm Fabiola ! It is okay
5349	5349	5350	I dont remember seeing her walk around half naked ! Estupidok !!!! lmaoo	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'NA', 'EN']	positive	I whose remember seeing her walk around half naked ! stupid !!!! lmao
5350	5350	5351	When he called her a prostituta uggghhhh i just wanted to punch the fuck out of him !	['EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	negative	When he called her a prostitute uggghhhh i just wanted to punch the fuck out of him !
5351	5351	5352	I take my novelas very serious lmao	['EN', 'EN', 'EN', 'ES', 'EN', 'EN', 'EN']	positive	I take my soap operas very serious lmao
5352	5352	5353	That Novela made me wanna slap alejandro like crazy !!!!!	['EN', 'ES', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'NA']	neutral	That Novel made me wanna slap alejandro like crazy !!!!!
5353	5353	5354	Your lucky I cant sleep cause i took a nap hace rato si no I 'd be knocked out !	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral	Your lucky I cant sleep cause i took a nap does mouse and no I 'd be knocked out !
5354	5354	5355	No mattet how cute you were me caiste gordo !!!	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'NA']	negative	No mattet how cute you were me caste gordo !!!
5355	5355	5356	Pos disque ando arreglada . Pos i guess i am lol	['ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN']	positive	Pos disk ando fixed . Pos i guess i am lol
5356	5356	5357	I textes my mom all happy about it i even sent her emojis y ni me contesta 😔😔😔	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA']	neutral	I texts my mom all happy about it i even sent her emojis Y in me answers 😔😔😔
