	Unnamed: 0	sentence	sentiment	translation
1311	1311	Vadakkan veeragaadhayileyum pazhassirajayileum kanakku allathe puthiya oru thalathil mammookkaye thannathinu nandhi	positive	Vadakkan veeragaadhayileyum pazhassirajayileum kanakku allathe puthiya oru thalathil mammookkaye thannathinu nandhi
1312	1312	Mr. Pritviraj ithaano simple cinema???? Ente romam ippozhum eneettu nilkkuva	positive	Mr. Pritviraj ithaano simple cinema???? Ente romam ippozhum eneettu nilkkuva
1313	1313	Ikka  njanngalund kude ingalu pullikku muthee	positive	Ikka njanngalund kude ingalu pullikku muthee
1314	1314	Heavy item Trailer edit chytha aaraylm sammathikanam  Veendm veendm kaanmpo thrill kooduka allaathe kurayunila  Chumma polichadukki	positive	Heavy item Trailer edit chytha aaraylm sammathikanam Veendm veendm kaanmpo thrill kooduka allaathe kurayunila Chumma polichadukki
1315	1315	Voice kollillaaaa..... Charithra cinemal ingalk pattilaaaa... .....	negative	Voice kollillaaaa..... Charithra cinematic ingalk pattilaaaa... .....
1316	1316	Tovinooo tovinoo....... tovinooo tovinoooo masss..kkaa... valliyappaaa.....	positive	Tovinooo tovinoo....... tovinooo tovinoooo massess..kkaa... valliyappaaa.....
1317	1317	Copy full pulimurugan kanuna pole unde	negative	Copy full pulimurugan kanuna pole unde
1318	1318	Nammude swantham govt model skool...Athoru skool alla oru vigarama	positive	Nammude swantham govt model skool...Athoru skool alla oru vigarama
1319	1319	Trailerinu munb 7k dislike adichavanmarku ulupundoda	negative	Trailerinu munb 7k dislike adichavanmarku ulupundoda
1320	1320	What a Trailerori raksha illa   1;40 punch uff  mammukkaaa aaaaaaaaaa	positive	What a Trailerori raksha illa 1;40 punch uff mammukka aaaaaaaaa
1321	1321	Aanoruthan thokkum pidich irangiya neerali alla Avante appan vare padikkum...alla pinne..ikka fans hit like	negative	Aanoruthan thokkum pidich irangiya neerali alla Avante appan vare padikkum...alla pinne..ikka fans hit like
1322	1322	Pwlichh adukki. ...mass trailer. ....vere levell padamayirikkum. .....katta support from an ikka fan	positive	Pwlichh adukki. ...mass trailer. ....vere levell padamayirikkum. .....katta support from an ikka fan
1323	1323	Triple pilleru dislike adichu marichittum onnum elkkanillallo	positive	Triple pilleru dislike adichu marichittum onnum elkkanillallo
1324	1324	appo E onam  apo ettanum pillerum angu edukua	positive	appo E onam apo ettanum pillerum angu edukua
1325	1325	Mammookkka ningal mwuth aaann	positive	Mammookkka ningal mwuth aaann
1326	1326	peter machan. onnu nokkanilla kidilen actions unadakum	positive	peter machan. onnu nokkanilla kidilen actions unadakum
1327	1327	Thokk	neutral	Thokk
1328	1328	Nthayalum ethil ninnu oru karyam manasilayi.....prithvirajinu pani ariyam.....varan ponath oru onnonnara  mothalaaaa	positive	Nthayalum ethil ninnu oru karyam manasilayi.....prithvirajinu pani ariyam.....varan ponath oru onnonnara mothalaaaa
1329	1329	Video edathe dislike adikkan nanam illeaaaa ninkokkeee	negative	Video edathe dislike adikkan nanam illeaaaa ninkokkeee
1330	1330	LALETTAAA POLICHU  100 CR KOYYUM	positive	LALETTAAA POLICHU 100 CR KOYYUM
1331	1331	Powlichu. Njan ipo 25 pravisham kandu. Laletta adipoli. Katta waiting	positive	Powlich. Njan ipo 25 pravisham kandu. Laletta adipoli. Katta waiting
1332	1332	Nalla subscribers ulla oru channelil ittudayirunu.... Nthayalam katta waiting  mamooka	neutral	Nalla subscribers ulla oru channelil ittudayirunu.... Nthayalam katta waiting mamooka
1333	1333	Ini ore vijayiyum keralathil vanne negalikkan padilla	negative	Ini ore vijayiyum keralathil vanne negalikkan padilla
1334	1334	Trailer 50il kooduthal thavana kandath njan maathramaano Anna ben vineeth yettan izhtam	positive	Trailer 50il koodhuthal thavana kandath njan maathramaano Anna ben vineeth yettan izhtam
1335	1335	Dislike pooranmar neeti oru oombu vecho	negative	Dislike pooranmar neeti oru oombu vecho
1336	1336	Erian ariyunnavante kayile daivam vadi kodukku hatts of rajuvettan istam	positive	Erian ariyunnavante kayile daivam vadi kodukku hatts of rajuvettan istam
1337	1337	Mammooka super nalla trailer prithviraj voice	positive	Mammootty super nalla trailer prithviraj voice
1338	1338	Ith dislike cheytha 12k aalkar aaranenu parayandallo	negative	Ith dislike cheytha 12k aalkar aaranenu parayandallo
1339	1339	Katta waiting  for Stephen echayan 🤩🤩🤩.      Odiyan mathiri akathe erunal mathiyayirunu	positive	Katta waiting for Stephen Echayan 🤩🤩🤩. Odiyan mathiri akathe erunal mathiyayirunu
1340	1340	Unda ennu peru ketapole kaliyakiyanmarodu onne parayanullu...ee padam pwolikum	positive	Unda ennu peru ketapole kaliyakiyanmarodu onne parayanullu...ee padam pwolikum
1341	1341	Veendum veendum kanunna ore oru trailer Mamangam	positive	Veendum veendum kanunna ore oru trailer Mamangam
1342	1342	enii orikalum nii oru film um direct cheyalle poda V ASree kumari	negative	enii orikalum nii oru film um direct cheyalle poda V ASree kumari
1343	1343	Hatssoff Mammukka  Ee Age lum   Pride Of India	positive	Hatssoff Mammukka Ee Age lum Pride Of India
1344	1344	Mass +class = #lalettan Nalla katta kidu look...	positive	Mass +class = #lalettan Nalla katta kidu look...
1345	1345	Bro ... ithaaan mass ... Raaja 🤣🤣🤪	neutral	Bro ... ithaaan mass ... Raaja 🤣🤣🤪
1346	1346	padam vere leval kandu  ada oru figth	positive	padam vere level kandu ada oru fight
1347	1347	Polikum Avasanathe aa varavu ho  Romancham ikka	positive	Polikum Avasanathe aa varavu ho Romancham ikka
1348	1348	Avasanthe Thalaivaa vili pinne aah Fight Hywaaahh Polichadukki	positive	Avasanthe Thalaivaa vili pinne aah Fight Hywaaahh Polichadukki
1349	1349	Oru variety agotu feel cheyanila full mass item avum.. onnum kanand jayettan eragila	neutral	Oru variety agotu feel cheyanila full mass item avum.. onnum kanand jayettan eragila
1350	1350	odiyante tholvikku sesham lalettante uyarthezunelpp love you laletta	positive	odiyante tholvikku sesham lalettante uyarthezunelpp love you laletta
1351	1351	Pwolicchh.kidiln editt  kidu musc  kidu cmra  kidiln acttt   andd kiduu drctr.	positive	Pwolicchh.kidiln editt kidu musc kidu cmra kidiln acttt andd kiduu drctr.
1352	1352	Avasanam kanicha kurache seconds scenes kande FDFS urappichavar aarokkee	positive	Avasanam kanicha kurache seconds scenes kande FDFS urappichavar aarokkee
1353	1353	pls 1nu movie kanu chirikkathaver chirikkum  pattuna pani nokkuva ea70 vazhzsil pls prayathe bhamanikkunu	negative	pls 1nu movie kanu chirikkathaver chirikkum pattuna pani nokkuva ea70 vazhzsil pls prayathe bhamanikkunu
1354	1354	machaane ith polikkum......ittichante vaka oru sample vedikett maathram...ini theater pooraparambaakkkaan...ittichan oru varavukoodi varunnundenn paranjekkk......(ittimani)	positive	machaane ith polikkum......ittichante vaka oru sample vedikett maathram...ini theater pooraparambaakkkaan...ittichan oru varavukoodi varunnundenn paranjekkk......(ittimani)
1355	1355	SKECH BGMNOD ENTHO SAMYAM ULLAPOLE.. ENNALUM KIDUVE...	neutral	SKETCH BGM NOD ENTHU SAMAYAM ULLAPOLE.. ENNALUM KIDUVE...
1356	1356	Laaleta...manjuchechi...super hit anutto ee fillm ...I like..odiyan...	positive	Lalitha...manju chechi...super hit anutto ee film...I like..odiyan...
1357	1357	Ikkka   ika.....  WaitiN mamanGam	positive	Ikkka ika..... WaitiN mamanGam
1358	1358	Sho.... Naatil vechu padam kaanan pattilla ennu orkumbol....	negative	Sho.... Naatil vechu padam kaanan pattilla ennu orkumbol....
1359	1359	Jn ettan fan aanu parayan ullath parayanamallo ikka polichu	positive	Jn ettan fan aanu parayan ullath parayanamallo ikka polichu
1360	1360	Ikka fans mathralla like adikkanae nammal ettan fansum like adikkum pwoli trailer	positive	Ikka fans mathralla like adikkanae nammal ettan fansum like adikkum pwoli trailer
1361	1361	Ithihasa nadanmaril ninnu ithu polathe movies aanu pratheekshikunnathu	positive	Ithihasa nadanmaril ninnu ithu polathe movies aanu pratheekshikunnathu
1362	1362	Katta waiting..... Maamokkaaaa.... Lalettan fanaanellumm..... Mammokkayeyum ishtaaaannnuuu..... Luv u mammookkaa	positive	Katta waiting..... Maamokkaaaa.... Lalettan fanaanellumm..... Mammokkayeyum ishtaaaannnuuu..... Luv u mammookkaa
1363	1363	Last aa adi... Ammo onnim parayaanilla	positive	Last aa adi... Ammo onnim parayaanilla
1364	1364	King ikkak  68 nta youth laak swa swagtam	positive	King ikkak 68 nta youth laak swa swagtam
1365	1365	Lalettanu mass kanikkan oru chaya glass thanne dharalam	positive	Lalettanu mass kanikkan oru chaya glass thanne dharalam
1366	1366	Uff  ijaathi trailer.. adipoli #Mohanlalwood #Eeh onam nammakada makkale #ittichayan #Ettan	positive	Uff ijaathi trailer.. adipoli #Mohanlalwood #Eeh onam nammakada makkale #ittichayan #Ettan
1367	1367	Padam hit laleetan fans like adi	positive	Padam hit lalettan fans like adi
1368	1368	TRAILER THEERALLE THEERALLE ENNU NOKKI KANDATH NJAN MATHRAM ANOO?????	positive	TRAILER THEERALLE THEERALLE ENNU NOKKI KANDATH NJAN MATHRAM ANOO?????
1369	1369	NALLA KIDUKACHI TRAILER  Haters dislike adikan odi vannallo	negative	NALLA KIDUKACHI TRAILER Haters dislike adikan odi vannallo
1370	1370	Ikka uyir Akka Athukkum mele waiting for akka with ikkasunny	positive	Ikka uyir Akka Athukkum mele waiting for akka with ikkasunny
1371	1371	Kurachu IDI iyum.. Kurachu Kasaba iyum...ula oru Comfo feel pole indu..	neutral	Kurachu IDI iyum.. Kurachu Kasaba iyum...ula oru Comfo feel pole indu..
1372	1372	Raju etta ningal pwoliya. + Lal etta ningal marana mass. Eth pwolikum. Vere level aanu	positive	Raju etta ningal pwoliya. + Lal etta ningal marana mass. Eth pwolikum. Vere level aanu
1373	1373	മോഹൻലാൽ ഫാനൊന്നുമല്ല. But Trailer soooper.  രാജുവേട്ടന്റെ first padam hit aavatte katta waiting	positive	Not a Mohanlal fan. But trailer sooper. Rajuvetan's first padam hit aavatte katta waiting
1374	1374	Ninglu kuttam paranjooo... But music pwoli aanuu gopi annan mass	positive	Ninglu kuttam paranjooo... But music pwoli aanuu gopi annan mass
1375	1375	Uffffff.. mammookkkaaaa.... love youuuu...  massssss... katta waitingggg	positive	Uffffff.. mammookkkaaaa.... love youuuu... masssssss... katta waitingggg
1376	1376	Ikkayude mamakam malayalathinte abhimanam  Ettan faninte support	positive	Ikkayude mamakam Malayalathinte abhimanam Ettan faninte support
1377	1377	Trailer  oru rakshem illa polich aduki	positive	Trailer oru rakshem illa polich aduki
1378	1378	Teaser kandappo cherthayittt sankadayi. But trailer kidu. Oru raksheeelya	positive	Teaser kandappo cherthayittt sankadayi. But trailer kiddu. Oru raksheelya
1379	1379	10il kooduthal thavanna trailer kandavar like adi	positive	10il koodhuthal thavanna trailer kandavar like adi
1380	1380	MAMMOOKA FANSINTE ELLA VIDHA ASHAMSAKALUM NERUNNU...	positive	MAMMOOKA FANSINTE ELLA VIDHA ASHAMSAKALUM NERUNNU...
1381	1381	Ammachee.....kidu. ( mr.sree kumar menon ithokke nokki padikk.	positive	Ammachee…..kidu. ( mr. sree kumar menon ithokke nokki padikk.
1382	1382	Unlike adichengilum mammookaye tholpikkumenn paranj kond pramukha  fans	negative	Unlike adichengilum mammookaye tholpikkumenn paranj kond pramukha fans
1383	1383	kaalame ini pirakkumoo ithpoloru vismayam   Mamukka___	positive	kaalame ini pirakkumoo ithpoloru vismayam Mamukka___
1384	1384	Anganey avasaanam malayalathilum oru vedikkettu trailer irangi	positive	Anganey avasanam Malayalathilum oru vedikkettu trailer irangi
1385	1385	entaponno njettichu pratheekshichathilum appuram   rajakku pattia athirali thanne. trailerinte 2nd half kodoora maaaaaaassssss.	positive	entaponno njettichu pratheekshichathilum appuram rajakku pattia athirali thanne. trailerinte 2nd half kodoora maaaaaaassssss.
1386	1386	Ithu kollaam....  expectation onnukoodi koodi...	positive	Ithu kollaam.... expectation onnukoodi koodi...
1387	1387	100 crore Box office gross collection നേടിയതറിഞ്ഞു വന്നവർ ഉണ്ടോ	positive	Is there anyone who has come to know about 100 crore box office gross collection?
1388	1388	Movie kandu super movie anu nalla oru story undu	positive	Movie kandu super movie anu nalla oru story undu
1389	1389	Raja serious aane rooombaa serious  ith kidukkum🤞 Mammukka	positive	Raja serious aane roomba serious with kodukkum🤞 Mammukka
1390	1390	E pasdam kanaan katta waiting cheyyunnavar	positive	E pasdam kanaan katta waiting cheyyunnavar
1391	1391	Rajuettan kaiadikanulla dialogues ellam swantham ettanu koduthu lle...	positive	Rajuettan kaiadikanulla dialogues ellam swantham ettanu koduthu lle...
1392	1392	Mohanlalinte ee cinema pottiyaal njan ellarkkum 1crore rupees kodukkum.................. kodikkendivarilla ennnaram...... because its MOHANLAL	positive	Mohanlal Inte ee cinema pottiyal njan ellarkkum 1 crore rupees kodukkum.................. kodikkendivarilla ennnaram...... because its MOHANLAL
1393	1393	Marana Mass Trailer........ Katta Waiting FOr DEC 20.. Pullu Giri	positive	Marana Mass Trailer........ Katta Waiting FOr DEC 20.. Pullu Giri
1394	1394	veendum veendum kandu addict aayi poi	positive	veendum veendum kandu addict aayi poi
1395	1395	powlichu eth vere level movie ayirikum	positive	powlichu eth vere level movie ayirikum
1396	1396	Padam moonjalaanelum ippp trailer kandaalum romaanjam	neutral	Padam moonjalaanelum ippp trailer kandaalum romaanjam
1397	1397	Storyum cinemayum polikkum along with mammookka	positive	Storyum cinemayum polikkum along with mammookka
1398	1398	Trailer ishtapettavarkku ivide vannu like adichittu pokam	positive	Trailer ishtapettavarkku ivide vannu like adichittu pokam
1399	1399	Pwolimpadam	negative	Pwolimpadam
1400	1400	Trailer kandpo thnne film poi kaanan thonnindu	positive	Trailer kandpo thnne film poi kaanan thonnindu
1401	1401	Mamangam katta waiting... Trailer powlichu ikka oru rakshayum illa	positive	Mamangam katta waiting... Trailer powlichu ikka oru rakshayum illa
1402	1402	Yanthiranil Rejini Annan robot aayi abhinayichu ennal robotinte koode abhinayicha asaadyapradhibha nammude swantham dhamu Aliyan	positive	Yanthiranil Regini Annan robot aayi abhinayichu ennal robotinte koode abhinayicha asaadyapradhibha nammude swantham dhamu Aliyan
1403	1403	Lallettaaa polichhuu uff ejjaadi look trailer polichuu	positive	Lallettaaa polichhuu uff ejjaadi look trailer polichuu
1404	1404	Best wishes mammookka&team. Van vijayam aakkatte enn prathikkunnu	positive	Best wishes mammookka&team. Van vijayam aakkatte enn prathikkunnu
1405	1405	All the best laletta ithrem naalum kaliyiakiya naavu kondu parayuva all the BEST	positive	All the best laletta ithrem naalum kaliyiakiya naavu kondu parayuva all the BEST
1406	1406	D0P POLIYANE . CASTINGUM POLIYANE . LOCATIONSUM POLIYANE.	positive	D0P POLYANE . CASTINGUM POLYANE . LOCATIONSUM POLIYANE.
1407	1407	Classinu class maassinu mass ijjaathi item raaju ettan      & mammookka	positive	Classinu class maassinu mass ijjaathi item raaju ettan & mammookka
1408	1408	Jayettanu eduthal pongayha role aan...next idi	positive	Jayettanu eduthal pongayha role aan...next idi
1409	1409	Mass pakka mass lalettaaa #poli	positive	Mass pakka mass lalettaaa #poli
1410	1410	Lalettan polichu Pani ariyanunna Mon thanna rajuvettan	positive	Lalettan polichu Pani ariyanunna Mon thanna rajuvettan
1411	1411	enthokeyo evdakayo oru thakarar pole... ennalum kolaam...	neutral	enthokeyo evdakayo oru thakarar pole... ennalum kolaam...
1412	1412	Njan oru katta eettan fan aayirunnu pazhassiraja kandadode oru ikkaa fan aayi Abraham polich  Ikkaaa polich Ikka bakthan	positive	Njan oru katta eettan fan aayirunnu pazhassiraja kandadode oru ikkaa fan aayi Abraham polich Ikkaaa polich Ikka bakthan
1413	1413	Illa kaaryam mugath nokki parayum... nammakaarum bakshanam kond vannu  eetil ethikanonnula... praayamaaya veetil irikanam allathe pattatha valli thoogaruth..	negative	Illa kaaryam mugath nokki parayum... nammakaarum bakshanam kond vannu eetil ethikanonnula... praayamaaya veetil irikanam allathe pattatha valli thoogaruth..
1414	1414	Aaa urumi scene akum ettavum kooduthal kayyadi nedunnath	positive	Aaa urumi scene akum ettavum koodhuthal kayyadi nedunnath
1415	1415	Malayala cinemakke oru pudiya yuva nadanekkoode kittaan pookunnu.  Waiting	positive	Malayala cinemakke oru pudiya yuva nadanekkoode kittaan pookunnu. Waiting
1416	1416	trailar um padavum vere annello ethe ennaaa	positive	trailar um padavum vere annello ethe ennaaa
1417	1417	Mammukka verum vishayam engneru eth enthonn chyuvanentho prayam koodum thorum glamour koodunundallo daivame	negative	Mammukka verum vishayam engneru eth enthonn chyuvanentho prayam koodum thorum glamor koodundallo daivame
1418	1418	Ithaanu njangalkk vendath...ippo oru pakka mass entertainer anivaryam... Realistic oke kandu kandu maduthu....marana waiting for kalkki	positive	Ithaanu njangalkk vendath...ippo oru pakka mass entertainer anivaryam...Realistic oke kandu kandu maduthu....marana waiting for kalkki
1419	1419	Triler kollam... but anu sithara.... kolamakum... seriel dialogu pole parayunnund anu sithara	neutral	Trailer kollam... but anu sithara.... kolamakum... serial dialogue pole parayanundu anu sithara
1420	1420	Fight scene marana maasss repeat  adich kanuva	positive	Fight scene marana mass repeat adich kanuva
1421	1421	Thakarthutto...  Onnalla orupaadu kaaranangalaa...  ith thakarkkum...	positive	Thakarthutto... Onnalla orupaadu kaaranangalaa... ith thakarkkum...
1422	1422	ikkante eazhrikath varilla ikkante varunnu kunjali marakkar  WAITING IKKA POLIKKUM	negative	ikkante eazhrikath varilla ikkante varunnu kunjali marakkar WAITING IKKA POLIKKUM
1423	1423	Lalettaaa sahikkunnillaa waiting for you.... Stephen.....	positive	Lalettaaa sahikkunnillaa waiting for you....Stephen.....
1424	1424	Pinnne Bgm adipoli ikkayude nadatham koodi aavumbo parayandallo	positive	Pinnne Bgm adipoli ikkayude nadtham koodi aavumbo parayandallo
1425	1425	Oru rekshayum illaa padam polichuuuu mass marana mass parayan vakkukal illaaaaaaaaa	positive	Oru rekshayum illaa padam polichuuuu mass marana mass parayan vakkukal illaaaaaaaaa
1426	1426	innale 7 Mani muthal Kath Kath ninnu trailer nu vendi.....thakarppan trailer .... love you mammukkaaaaaa	positive	innale 7 Mani muthal Kath Kath ninnu trailer nu vendi.....thakarppan trailer .... love you mammukkaaaaaaa
1427	1427	Njagade lalettanum manju  chechiyum kolamass jodi annu.	positive	Njagade lalettanum manju chechiyum kolamass jodi annu.
1428	1428	enthu oola trailer aanu ithu. poor dialogue delivery	negative	enthu oola trailer aanu ithu. poor dialogue delivery
1429	1429	Oru pandi comedy pandum pole unnd	neutral	Oru pandu comedy pandu pole und
1430	1430	Kalki Kalakki Achayane innu Mannarkadinnu kande ollu...appo ithreyum pradheeshichilla	positive	Kalki Kalakki Achayane innu Mannarkadinnu kande ollu...appo itreyum pradheeshichilla
1431	1431	Yessss the Lion returnzzzzz...kattaa waitingggg ikkkaaaaa	positive	Yessss the Lion returnzzzzz...kattaa waitingggg ikkkaaaaa
1432	1432	Hollywood level mass ithanu makkale trailer	positive	Hollywood level mass ithanu makkale trailer
1433	1433	Mass entertainment... oru rekshayum illa... pwoli...	positive	Mass entertainment... oru rakshayum illa... pwoli...
1434	1434	ikkaaaaa     jeevannn	positive	ikkaaaaa jeevannn
1435	1435	Pazhashirajayude aduttonnum itu varilla.itu bahubalida copiyadi	neutral	Pazhashirajayude aduttonnum itu varilla.itu bahubalida copiyadi
1436	1436	Thelunku nadan ..bhaala krishnayeyum... Thal nadan vijaya kaandhineyum ..naanipichu...mammuunny...	negative	Thelunku nadan ..bhaala krishnayeyum... Thal nadan vijaya kaandhineyum ..naanipichu...mammuunny...
1437	1437	Swondham appane kandal adikunnavanmara ithinoke dislike adikunne. Adichondu avide irikathe ullu. Ivide ettanm pillerum stronga dbl strong	negative	Swondham appane kandal adikunnavanmara ithinoke dislike adikunne. Adichondu avide irikathe ullu. Ivide ettanm pillerum stronga dbl strong
1438	1438	Njn epo 100 vattam kandu ningalo?	positive	Njn epo 100 vattam kandu ningalo?
1439	1439	Njanum oru ikka fan ann  Pashe sambavam polichu	positive	Njanum oru ikka fan ann Pashe sambavam polichu
1440	1440	Look kandappol surajettan serios anenna thoniyath angeru polya pand behalam vechu comedy kanikkum ippo silentay kanikkum	positive	Look kandappol surajettan serios anenna thoniyath angeru polya pand behalam vechu comedy kanikkum ippo silentay kanikkum
1441	1441	Trail luciferinte athra illelum.... Padam heavy aaayirikum.....	neutral	Trail luciferinte athra illelum.... Padam heavy aaayirikum.....
1442	1442	E polippan trailerinokke dislike adichathu ethu keedangallannavo... kuru pottal ippazhe thundangi....	negative	E polippan trailerinokke dislike adichathu ethu keedangallannavo... kuru pottal ippazhe thundangi....
1443	1443	192K Views	positive	192K Views
1444	1444	Ufff  ejjathi nte ponn ikka. MAMMOOKKA UYIR	positive	Ufff ejjathi nte ponn ikka. MAMMOOKKA UYIR
1445	1445	Model School 🤩🤩🤩 Romanjam  Trivandrum	positive	Model School 🤩🤩🤩 Romanjam Trivandrum
1446	1446	Raja varunnu Maniyayi.  Rajamani	positive	Raja varunnu Maniyayi. Rajamani
1447	1447	Oru pucca classical ikka padam...vadakka veergatha orma vannu.  ...	positive	Oru pucca classical ikka padam...vadakka veergatha orma vannu. ...
1448	1448	Viswasichu koode nilkkunnavare jeevan koduthum samrakshikkum..  ikkayude voice & dialogue uff orujathi odukkathe feel.. romanjam at peak	positive	Viswasichu koode nilkkunnavare jeevan koduthum samrakshikkum.. ikkayude voice & dialogue uff orujathi odukkathe feel.. romanjam at peak
1449	1449	Coppy ful Best actor polinhju kuthupala Edukkum	negative	Copy full Best actor polinhju kutupala Edukum
1450	1450	Fight scenes muzhuvan hvy  aayittind	positive	Fight scenes muzhuvan hvy aayittind
1451	1451	Ichyaaaa polich nanum indu ee moviel kalki 🤩	positive	Ichyaaaa polich nanum indu ee moviel kalki 🤩
1452	1452	Trailer mass marana mass... Ini screen il... Padam kanan njnm undkum	positive	Trailer mass marana mass... Ini screen il... Padam kanan njnm undkum
1453	1453	Trailer ennokke paranjal ithanu... ejjatji item	positive	Trailer ennokke paranjal ithanu... ejjatji item
1454	1454	1989 il vadakkan veeragadha theateril kanda nhan veendum oru epic cinema kaanan thayyaredukkunnu.. MT yude dialogukalkk pakaram vekkan onnumilla..	neutral	1989 il vadakkan veeragadha theateril kanda nhan veendum oru epic cinema kaanan thayyaredukkunnu.. MT yude dialogukalkk pakaram vekkan onnumilla..
1455	1455	Dado Girija	neutral	Dado Girija
1456	1456	Itu pwolikum..laletta..iru rakshayum illa trailel..pakka professionalism..ente Oru prarthana..ippravisham manju chechide mass dialogue onnum ondkalle..kanji edukutee pole..	neutral	Itu pwolikum..laletta..iru rakshayum illa trailel..pakka professionalism..ente Oru prarthana..ippravisham manju chechide mass dialogue onnum ondkalle..kanji edukutee pole..
1457	1457	Appo 21 kanum   Uff poli item	positive	Appo 21 kanum Uff poli item
1458	1458	Unda enna perittappo parihasicha priyadarshanu kod urundaa	negative	Unda enna perittappo parihasicha priyadarshanu kod urundaa
1459	1459	God marichu ene paranjit ole part karinje oru k.g.f feel thonni	neutral	God marichu ene paranjit ole part karinje oru k.g.f feel thonni
1460	1460	Thoopil Joppan poley ulla oru Item aavand irunnal mathi aarunnu🥺🥺🥺.	neutral	Thoopil Joppan poley ulla oru Item aavand irunnal mathi arunnu🥺🥺🥺.
1461	1461	oru charithra cinimakku venda 3 kariyangal illa	negative	oru charithra cinimakku venda 3 kariyangal illa
1462	1462	Maoist alla Maoistnte apanae varee  nammal  putikum all the best mammoka  & unda movie team	positive	Maoist alla Maoistnte apanae varee nammal putikum all the best mammoka & unda movie team
1463	1463	id thakarkum  kure idavelak shesham  mammooka vs lalettan (mammoka fan)	positive	id thakarkum kure idavelak shesham mammootty and lalettan (mammootty fan)
1464	1464	Pooram kaanathe dislike adichavarkk  #naduviral pranaamam	negative	Pooram kaanathe dislike adichavarkk #naduviral pranaamam
1465	1465	Mammookka fight ohh romam ezhunetu nililkkum	positive	Mammookka fight ohh romam ezhunetu nililkkum
1466	1466	Katta waitingRaju eattan tovino  lallettan	positive	Katta waiting Raju rattan tovino lalettan
1467	1467	machaa.......aa BGM ente manasill angottu keri polipolikukayaanu	positive	machaa.......aa BGM ente manasill angottu keri polipolikukayanu
1468	1468	Aarada dislike adikkane ethil entha kuzhappam	negative	Aarada dislike adikkane ethil entha kuzhappam
1469	1469	ഇവാൻ  spycho aaadaaa    Ente epono ijathi	positive	Ivan spycho aaadaaa Ente epono ijathi
1470	1470	Abhinayathinde manarisam thiricharinja mahanadana vaibhsvam mohanlal enna MALAYALIYUDE oru sokharya sambhavamanu ennum eppozhum All friends congratulation	positive	Abhinayathinde manarisam thiricharinja mahanadana vaibhsvam mohanlal enna MALAYALIYUDE oru sokharya sambhavamanu ennum eppozhum All friends congratulations
1471	1471	Ith polikkum kanditt oru atom bombin vakayundd	negative	Ith polikkum kanditt oru atom bombin vakayundd
1472	1472	Ethe pulimuruganta music aanallo full enthayalum mamookka polichu	neutral	Ethe pulimuruganta music aanallo full enthayalum mamookka polichu
1473	1473	njan mammukka fan aan yennalum parayaa lalettan mathrame ithokke kazhiyu adheham oru loka nayakanan oru simham	positive	njan mammukka fan aan yennalum parayaa lalettan mathrame ithokke kazhiyu adheham oru loka nayakanan oru simham
1474	1474	Lalettan ishttam.. Rajuettan ishttam!! Murali Gopi's script	positive	Lalettan ishttam.. Rajuettan ishttam!! Murali Gopi's script
1475	1475	Nerathe irakkiya bomb kadha tanne..  atleast nedumudi venu te dialogue enkilum mati pidikamayirunnu....	neutral	Nerathe irakkiya bomb kadha tanne.. atleast nedumudi venu te dialogue enkilum mati pidikamayirunnu....
1476	1476	Character eakadesham same Aaanallo Vyshakh sir	neutral	Character eakadesham same Aaanallo Vyshakh sir
1477	1477	Addddiiiiipolliiiii.....marana masss.....oru sakshem illa....lalettande kidu look.....🤩🤩	positive	Addddiiiiipolliiiiii.....marana masses.....oru sakshem illa....lalettande kidu look.....🤩🤩
1478	1478	Oh...Iththakathallo. sankar ramakrishnanu dhairyamayi kunjalimarakkar directcheyyam	positive	Oh...Iththakathallo. sankar ramakrishnanu dhairyamayi kunjalimarakkar directcheyyam
1479	1479	( ( ( KIDILOSKI   ) ) ) )	positive	( ( ( KIDILOSKI ) ) ) )
1480	1480	Puchivhavarkulla marupadi athum triple strongill ikka ishtam	positive	Puchivhavarkulla marupadi athum triple strongill ikka ishtam
1481	1481	Linto kurian fans  jayasurya nte career le super trailer	positive	Linto kurian fans jayasurya nte career le super trailer
1482	1482	Fanism baadhicha Kore malaranmaar dislike adikkunnu...	negative	Fanism bahidicha Kore malaranmaar dislike adikkunnu...
1483	1483	Raajayum pillerum triple strong ennu teaseril. Prithvirajinte oru cameo manakkunnu.	positive	Raajayum pillerum triple strong ennu teaseril. Prithvirajinte oru cameo manakkunnu.
1484	1484	Ikkante voice kelkumbo thanne romanjam.. bakki pinne parayannoo.... Ikka ningal vere level annu	positive	Ikkante voice kelkumbo thanne romanjam.. bakki pinne parayannoo.... Ikka ningal vere level annu
1485	1485	Kidukkachi  Ingane venam mass kaanikkaan allathe alari vilichaal mass aavilla	positive	Kidukkachi Ingane venam mass kaanikkaan allathe alari vilichaal mass aavilla
1486	1486	bgm kollam greater father ila villianila poola	positive	bgm kollam greater father ila villianila poola
1487	1487	Ikka ingalu polichu vere level	positive	Ikka ingalu polichu vere level
1488	1488	Aa traileril Nakul Thampiye shradhichath njn maathram aano ???  Mammookka ingal muthaan.Kann edukaane pattunnillaa.... #Mammukka ishttam	positive	Aa traileril Nakul Thampiye shradhichath njan mathram aano ??? Mammookka ingal muthaan.Kann edukaane pattunnilla.... #Mammukka ishttam
