	Unnamed: 0	Unnamed: 0.1	sentence	sentiment	transliteration	translation
1629	1629	1629	10 - 30 kollathe charithram ariyaan aayi..  katta waiting cheyyunavar ..... KERI... LIKE ADIKKADA MAKKALE.......	positive	10  30 കൊല്ലത ചരീഥ്രാമ അരിയാന ആയീ  കട്ടാ വൈറ്റിങ് ചേയ്യുംനാവര  കേരി ലീകേ ആദിക്കാദാ മക്കാലേ	10 30 Kollata Charitrama Ariana Yes Kata Whiting Cheyumnawara Kerry Leakey Adikada Macaulay
1630	1630	1630	Onnil kooduthal trailer kandavar undengi ibide comeon....	positive	ഓനനീല കുദുതല ട്രേല്ര് കാന്ദാവര ഉണ്ഡംഗീ ഇബീഡ് കോമേണ്	onanila skull The trailer Kandavara Undangee Ibid Komen
1631	1631	1631	Ente ponnoooooooooooo nammude sontham ichaka mamoookkaaaa ummma cinima kanan kothiyakunnu	positive	ആന്റ് പോന്നൂ നമ്മുദേ സോന്തമ ഇചകാ മമൂക്കാ ഉമ്മാ സിനിമാം കാനന കോതീയാകുനനു	Ant go We are Sonthama ichaka Momoka Ummm the movie Canon Kothiyakuna
1632	1632	1632	Padam flop aavm Enna Kaaryathil oru doubtum illa....	negative	പദമ ഫ്ലോപ ആവമ ഏനനാ കാര്യതീല ഓരു ദൌബ്തുമ ഇല്ലാ	Padma Flopa Awama Enana Matter of fact one Doubtuma no
1633	1633	1633	No words Pwolikkum waiting By DQ Fan	positive	നോ വാര്ഡ്സ് പ്വോലീക്കുംമ വൈറ്റിങ് ബി ഡ്ക ഫന	No wards Pvolikumma Whiting B Dr Fana
1634	1634	1634	Lalettante adutha pottapadam...Laletta ithokke mathiyakkan aayinnu ...Please	negative	ലാലെട്ടാന്തേ അദുഥാ പോത്താപദമ്ലാലെട്ടാ ഇഥോക്കേ മാംഥീയാക്കന ആയീനനു പ്ലീസ്	Laletante Adutha Pothapadamlaletta Ithokay Dementia To Ayeen please
1635	1635	1635	Nty amoooo kunjalimarakaar 9 alla  oru pulikutti ayirunu Lal sir nigal samsarikubool Chiri varunu	negative	ന്ടീ അമൂ കുംജലീമാരാകാര 9 അല്ലാ  ഓരു പുലികുത്തീ അയീരുനു ലാല് സീര നിഗല് സമസാരികുബൂല് ചീരി വരുണു	Ntee Amoo Kumjalimarakara 9 no one Tiger fire Iron Lal Zeera swallow Samasarikubool Chiri will come
1636	1636	1636	Ith baghamathy moviede kadhapolund ..  Anushka unnimukundan movie	neutral	ഇത ബഘ്മാംഥ്യ മോവീഏദേ കാധപോലുംണ്ട്   അനുശ്കാ ഉന്നീമുകുംദന മോവീഏ	This Baghmanthya Movie There is even a heart Anushka Unneemukumdana The movie
1637	1637	1637	Charitra cinema aano nayakan mamooka allae vere aarundundu abhinayikkan	positive	ചാരിത്ര സിനേമാം ആനോ നായകന മമൂകാ അല്ലഏ വേരാ ആരുണ്ടുണ്ഡു അഭിനയിക്കന	Charitra cinema Ano hero Momoka no Vera Arundundu acting
1638	1638	1638	Ith kelkumbo kilichundan mambazam orma verunnu	neutral	ഇത കേല്കുംബോ കിലീചുംദന മാംബജാമ ഓര്മാ വേരുന്നു	This Kelkumbo Kilichumdana Mambajama remember taking root
1639	1639	1639	17k dislike🤣...mamunnifans kurupotty  ..  Rajuvettan oru prasthanam aanu...	negative	17ക ഡിസ്ലീകേമാംമുന്നീഫംസ കുരൂപോട്ടി    രാജുവേത്തന ഓരു പ്രസ്ഥനാമ ആനു	17k Dislikemammunnifamsa Kurupoti royalties one Prasthanama Anu
1640	1640	1640	Pandam kandathinju shesham vanavar ethra perund pwli padam uff	positive	പാണ്ഡമ കംദതീന്ജു ശേഷമ വനവര ഏത്രാ പേരുംദ പ്വ്ലീ പദമ ഉഫ്ഫ	Pandama Kamdathinju After Vanavara Which one? Name Pwlee Padma Phew
1641	1641	1641	Comadey aguuum  realse aytuu paryaaam	neutral	കോമദേയ അഗുമ  രിയാല്സ് അയതൂ പാര്യാമ	Comedy Aguma Rials Come on Paryama
1642	1642	1642	Vere Level...... Trailer pwoli......  Bgm katta mass....	positive	വേരാ ലെവല് ട്രേല്ര് പ്വോലി  ബ്ഗ്മ കട്ടാ മാസ	Vera level The trailer Powley Bgma Kata month
1643	1643	1643	All the best ettan fansinte vaka ikkaykhe	positive	എല്ല ദ ബെസ്റ്റ് ഏത്തന ഫംസീന്റ വാകാ ഇക്കായ്ഖേ	Ella The Best What is it? Fumcinta word here
1644	1644	1644	100 kodi clubil kayariyathinu shesham arokke vannu	positive	100 കോദി ക്ലബില കയരീയാഥീനും ശേഷമ അരോക്കേ വനനു	100 Cody no club and Kayariathin After Arokay to the forest
1645	1645	1645	Oru kaaryam manasilaayee..paandi rajayum 30 crore nedillaa	negative	ഓരു കാര്യമ മാനസീലായീപാന്ദി രാജയഉംമ 30 ക്രോര് നേദില്ലാ	one matter Manasilaipandi Rajayaumma 30 Crore No need
1646	1646	1646	Ikkake katta support  aa mamakam hit Thane akum	positive	ഇക്കാകേ കട്ടാ സുപ്പോര്ട്ട്  ആ മമകമ ഹിത ഠാനേ അകുമ	This is it Kata support That mamakama Hita Thane Akuma
1647	1647	1647	Vere aarkund makkale ee prayathil ingane mass kaanikunne oru hero	positive	വേരാ ആരിയുണ്ഡ മക്കാലേ ഈം പ്രയാതീല ഇന്ഗണേ മാസ കാനീകുന്ന ഓരു ഹീരോ	Vera Ariyunda Macaulay Ahem Prayatheela so month Canine one Hero
1648	1648	1648	ഏട്ടൻ വേറെ levelaaa	positive	ഏടടൻ വറ ലെവലാ	Eighteen Vara level
1649	1649	1649	Mamaangam valiya hit akatte  Lalettan and Thalapathy Vijay fansinte Ellavidha supportum undavum 🤗🤗🤗	positive	മമാംഗമ വാലീയാ ഹിത അകത്ത്  ലാലെത്തന ആന്റ് തലാപതി വിജയ ഫംസീന്റ ഏല്ലവിധാ സുപ്പോര്ത്തമ ഉണ്ഡവുംമ 	Mamanga Wallia Hita inside Lalethana Ant Headmaster Vijaya Fumcinta By all means Good news Undumma
1650	1650	1650	Onam lalettan eduthu ennu parayan paranju	positive	ഓനമ ലാലെത്തന ഏദുതും എന്നു പരായണ പരംജു	Onam Lalethana Edutum that Recitation Paramju
1651	1651	1651	romancham ennokke paranja koranji pogum ....athukkum mele	positive	റോമന്ചമ എന്നോക്കേ പരംജാ ഖുരംജീ പോഗമ അതുക്കുമ മേല	Romance I&#39;m sorry Paramja Khurramji Pagama That too over
1652	1652	1652	Dislike adikkan vendi mathram vannirikunnavanmar orupad undalloo sahikanindavula kazhuverikalk	negative	ഡിസ്ലീകേ ആദിക്കന വേന്ദീ മാതരാമ വന്നിരികുന്നവന്മര ഓരുപദ ഉന്ഡാല്ലൂ സഹീകാനീന്ദാവുലാ കാഝ്ഹുവേരീകാക	Dislike Adhikana Wendy Matarama Death is coming Orupada Don&#39;t be Thank you for your patience Kajhuveerikaka
1653	1653	1653	Ayo last aaa stund yente ponnu ikka	positive	ആയോ ലാസ്റ്റ് ആ സ്തുംഡ് യേന്ത് പോനനും ഇക്കാ	Oh Last That Stumped what Ponan too Ika
1654	1654	1654	Super  movie aanu but jai ne kollandayirunny	neutral	സൂപ്പര്  മോവീഏ ആനു ബുത ജയ നേ കൊലാന്ദയീരുനന്യ	Super The movie Anu Wednesday Jaya Hey Kolandairunanya
1655	1655	1655	mamooka enn uyir  enn anbu enn singamda enn muth mani... 300crore adikum	positive	മമൂകാ ഏന ഉയീര  ഏന അംബൂ ഏന സിംഗമദ ഏന മുത മണി 300ക്രോര് ആദികുമ	Momoka Ena tall Ena Amboo Ena Singamada Ena Muta bell 300 crore Adikuma
1656	1656	1656	Trailer okke kollam pakshe evideyokkeyo pulimurukan keri varunnu ennu enik mathramano thonniyath??	neutral	ട്രേല്ര് ഓക്കേ കൊല്ലം പക്ഷേ ഏവീദേയോക്കേയോ പുലിമുരുകാന കേരി വരുന്നു എന്നു ഏനിക മാഥ്രാമനോ ഥോന്നീയത	The trailer okay Kollam But Either way Pulimurukana Kerry is coming that Enika Mathramano Thonniness
1657	1657	1657	Padam vijayikkum  S&S COMBINATION WITH ROBOT	positive	പദമ വിജയിക്കുംമ  സ്സ കോംബിനാതേഷന് വിത രോബോട്ട്	Padma Will you succeed? Sza For combination the seed Robot
1658	1658	1658	Maryathakku oru trailer polym irakaan arillaaayy	negative	മാര്യതാക്കും ഓരു ട്രേല്ര് പോലയ്മ ഇറാകാന അരില്ലായ്യ	Will be polite one The trailer like Iraq Arillaia
1659	1659	1659	Heavy	positive	ഹേവ്യ	Hevya
1660	1660	1660	Mass ennu paranja otta vakkeyollu ath mammookka!!!	positive	മാസ എന്നു പരംജാ ഓട്ടാ വക്കേയോള്ലൂ അഥ മമൂക്കാ	month that Paramja run By the way Atha Momoka
1661	1661	1661	Chetta Done... Deal... Wait... Trailer kollam ... massss	positive	ചെട്ടാ ഡോന ദീല് വാട ട്രേല്ര് കൊല്ലം  മാസ	Chetta Donna Dil rent The trailer Kollam month
1662	1662	1662	Superb & promising  trailer	positive	സൂപ്പര്ബ്  പ്രോമിസിംഗ്  ട്രേല്ര്	Superb Promising The trailer
1663	1663	1663	Uyante mone.......!!!!!! Ith eeeeth lookkaa mammootty ....... Vere level.....	positive	ഉയാന്ത് മോനേ ഇത ഇത ലൂക്കാ മമൂട്ടി  വേരാ ലെവല്	Uyanth honey This This Luke Mammootty Vera level
1664	1664	1664	lalettan rocks  thanks rajuetta  LUCIFER loading	positive	ലാലെത്തന റോക്സ്  താനക്സ രാജുത്താ  ലുസീഫര ലോഡിങ്ങ്	Lalethana Rocks Thank you Rajutha Lucifera Loading
1665	1665	1665	Pottum  bengaali look  IDGAF mon	negative	പോട്ടമ  ബംഗാലീ ലൂക  ഇദ്ഗഫ മോന	potama Bengali Luke Idgafa Mona
1666	1666	1666	Ikka ikka....ikka ikka ikka ....ikka ikka ikka ikka....ente ponnu ikka....marikilla ningale njn marikuvolam...	positive	ഇക്കാ ഇക്കൈക്കാ ഇക്കാ ഇക്കാ ഇക്കാ ഇക്കാ ഇക്കാ ഇക്കേന്തേ പോനനും ഇക്കാമരീകില്ലാ നീന്ഗേല് നജന മാരികുവോളം	Ika Ikkaika Ika Ika Ika Ika Ika What is this? Ponan too I don&#39;t have it don&#39;t swim Najana until change
1667	1667	1667	Suraj ettan vere level...  1:01  Soubin ikka pwolikkum 0:33	positive	സൂരജ് ഏത്തന വേരാ ലെവല്  101  സൌബീന ഇക്കാ പ്വോലീക്കുംമ 033	Suraj What is it? Vera level 101 Soubina Ika Pvolikumma 033
1668	1668	1668	Mamangam Vismayathinu 5 naalukal mathram Katta waiting	positive	മമംഗമ വിസ്മയതീനും 5 നാലുകല് മാതരാമ കട്ടാ വൈറ്റിങ്	Mamanga Amazing food 5 four feet Matarama Kata Whiting
1669	1669	1669	edakku vannu kanukayum viewsum nokkunnathum arokke mammookka	positive	ഏദക്കും വനനു കനുകയുംമ വിയവ്സുമ നോക്കുന്നഥമ അരോക്കേ മമൂക്കാ	Edakum to the forest Kanukumma Viavsuma Look at it Arokay Momoka
1670	1670	1670	Ayye luciferinte aduth polum etheella.Luciferine pottikanonnum ponnilla.Lucifer trailer kandappam mone oruuuu romnjam aayirunnu.Ithenthooonu ayyyye....	negative	അയ്യേ ലുസിഫേരിന്റ അദുത പോലുംമ എഥഈല്ലാലുക്കിഫേറിന് പോത്തികനോന്നമ പോനനില്ലാലുക്കിഫര ട്രേല്ര് കന്ദാപ്പമ മോനേ ഓരൂ രോമന്ജമ ആയീരുന്നുഈഥീന്തഓനും അയ്യേ	Aye Lucifer&#39;s Aduta Even For Ethylalukifera Pothikanonnama Ponanillalukifara The trailer Kandapama honey Remember hair It becomes Ethinthaonum Aye
1671	1671	1671	idum kuudi 37 aamathe repeat adi	positive	ഇദുമ കുഉദീ 37 ആമാംത റേപേട ആദി	Iduma Kuudi 37 Amamata Don&#39;t worry Adi
1672	1672	1672	Entammoooooooo..enikku kanan vayyaye.....ente ettaaaaaaaaaaaaaaa...........onnum parayan thonnunilla.....njan sthabhichu poyiiii.........	positive	എന്തമ്മൂഏനീക്കും കാനന വയ്യായഈന്റ ഏത്താഓനനമ പരായണ തോന്നുംനില്ലംജന സ്ഥാഭിചു പോയീ	What are you doing? Canon Not old enough What a pleasure Recitation Feel free established go away
1673	1673	1673	urutam sounded a bit funny korachum koode punch avarunnu still super movie villain njerichu super	neutral	ഉരുതമ സൌന്ദേദ ആ ബിത ഫൂന്ന്യ കുരചുമ കൂഡേ പഞ്ച് അവരുന്നു സ്റ്റില് സൂപ്പര് മോവീഏ വില്ലൈന ന്ജേരിച്ചു സൂപ്പര്	Utama Soundeda That Bita Phunnya whooping cough Also Punch They are Still Super The movie Villain Persuaded Super
1674	1674	1674	Prayathinde peril ikkaye kaliyakunna ellaa naayinde makkalum nokkada 68 aam vayasil ninde oke thantha vcharichal pattoda ijjathi mass	negative	പ്രയാതീനഡേ പെരില ഇക്കായേ കലീയാകുനനാ ഏല്ലാ നാഈംഡേ മക്കാലുംമ നോക്കാദാ 68 ആമ വയാസീല നീന്ഡേ ഓകേ ഥാനതാ വ്ചരിചല പട്ടോഡാ ഇജ്ജാഥീ മാസ	Prayatinaday Perilla here Kaliyakunana Ella Naeemday McCallum don&#39;t look 68 tortoise Vayaseela You are okay Thanata movement Patoda Ijjathi month
1675	1675	1675	Achaayaan poliyaatto...   kolamaasss Kalki 🥰	positive	അചആയാന പോലിയാത്തോ   കോലാമാസ്സ കല്കീ 	Achaayana Or maybe Kolamassa Kalki
1676	1676	1676	Adipoliii padam....ellavarum must watch.....suraj oru rakshem illaa	positive	ആദിപോലീ പദമേലാവരുമ മുസ്റ്റ് വാത്ച്സൂരാജ് ഓരു രക്ഷേമ ഇല്ലാ	Adipoli Padamelavaruma Must Watch Sooraj one Welfare no
1677	1677	1677	Oh endhuvaadai idhokke aarkengilum dislike adikkan thono	negative	ഓ എന്ധുവാദഈ ഇധോക്കേ ആര്ക്കന്ഗീലുമ ഡിസ്ലീകേ ആദിക്കന ഠോനോ	oh Endhuvadaee Idhoke Archangel Dislike Adhikana Thono
1678	1678	1678	Last aa chaadiyulla adi...   Athu screenil varumbolulla kaaryam	positive	ലാസ്റ്റ് ആ ചാദീതുല്ലാ ആദി   അതു സ്ക്രീനീല വരുമ്ബോലുല്ലാ കാര്യമ	Last That Chadidullah Adi that screen Come on matter
1679	1679	1679	Not impressed  yenne kollale please manasilolladhu paranjanne olllu Suraj.jpg	negative	നട ഇമ്പ്രസ്സേദ  യേന്നേ കൊല്ലല് പ്ലീസ് മാനസിലോല്ലധു പരംജന്നേ ഓല്ലു സൂരജ്ജ്പ്ഗ	Walk Impresseda Yenne kill please Manasilolladhu Paramjanna Ollu Surajpga
1680	1680	1680	Onnum parayanilla mammukkakkum ee teaminte ellavarkkum All the best	positive	ഓനനുംമ പരായനിലആ മമ്മുക്കാക്കുംമ ഈം ടെമിന്റ ഏല്ലാവര്ക്കുംമ എല്ല ദ ബെസ്റ്റ്	Onanumma Parayanila Mammukakumma Ahem Teminta Everyone Ella The Best
1681	1681	1681	Polichhhh malayala cinema vera level aakuvanallo... eni lalettan marakar	positive	പോളിച് മലയലാ സിനേമാം വേരാ ലെവല് ആകുവാനാല്ലോ ഇനീ ലാലെത്തന മാരാകര	Polich Malayalam cinema Vera level To be You Lalethana Marakara
1682	1682	1682	enghall oro movieyilum oro makeoverumm realistic aayiii mass kaanikunadhumm kaanumbazhaann lalettane oke eduthh kinattill edaann thonunadhhh..by a lalettan fann	negative	ഇനഹാള് ഓരോ മോവീഏയിലുംമ ഓരോ മകേവേരുമ്മ രിയാലിസ്റ്റിക് ആയീ മാസ കാനീകുനാധുമ്മ കാനുംബസ്ഹാന്ന ലാലെട്ടാനേ ഓകേ ഏദുത്ഹ കിനാത്തില് ഏദാനന തോനുംനാദേബി ആ ലാലെത്തന ഫന	Inahall each Movie each Makeverumma Realistic Yes month Kanikunadhumma Canumbashanna Lalettan okay Edutha In Kinath Edanana Thonumnadebi That Lalethana Fana
1683	1683	1683	Laleta pattunna kadhapathram cheeyy ningalk charithra cinema sheriyaakoola Aa samayam 2 adipoli cinema cheyyan nok borayitund dialog	negative	ലാലേതാ പത്തുന്നാ കാധാപത്രാമ ചിയ്യ നീന്ഗാക ചരീഥ്രാ സിനേമാം ശെരിയാകൂലാ ആ സമയമ 2 ആദിപോലി സിനേമാം ചേയ്യാന നോക ബോരയിതുംദ ദീഅലോഗ്	Laletha It&#39;s ten Kadhapatrama Chiya swim Character cinema Is it okay? That time 2 Adipoli cinema Cheyanna look It&#39;s boring The dialogue
1684	1684	1684	Ente ponnnoooooooooooo oru rekshsyum illaaaaaa....kidu trailer......	positive	ആന്റ് പോന്നൂ ഓരു രേക്ഷ്സ്യുംമ ഇല്ലാകീദു ട്രേല്ര്	Ant go one Rekshsyumma Illakidu The trailer
1685	1685	1685	poli  teaser maathiri alla ith pwoli item aanu aake miss cheyyunath rajuvetteme mathra?  ningalkko?	positive	പോളി  ടീസര് മാഥീരീ അല്ലാ ഇത പ്വോലി ഇതേമ ആനു ആകേ മീസ്സ ചേയ്യുനാഥ രാജുവേത്ത്മ മാതരാ  നീന്ഗാല്ക്കോ	Polly Teaser Mathiri no This Powley The same Anu be Mesa Cheyunatha Raju Vetma Matara sleep
1686	1686	1686	ഈ കഴുവേർട മോനെ ഇനീം support cheyyan paadilla...	negative	ഈ കഴവർട മന ഇന സുപ്പോര്ട്ട് ചേയ്യാന പാദില്ലാ	This Blacksmith Mana Ina support Cheyanna Padilla
1687	1687	1687	Parayan vakulkateetham  Paranjalla kandariyenda mahaa mamanga velayatathinu loogamengum therasheela pongi  Inne ellam kaalam parayum	positive	പരായണ വാകുലകതീതമ  പരംജല്ലാ കംദരീയേന്ദ് മഹാ മമംഗാ വേലായതാതീനും ലൂഗമേനഗുമ തേരശീലാ പോംഗീ  ഇന്ന ഏല്ലമ കാലമ പരയുംമ	Recitation Vakulakatithama Paramjalla Kandariyend Maha Mamanga And for work Lugamenaguma Curtains Pongee today Ellama Kalama Parayumma
1688	1688	1688	Dislike adichu tholpikan pattila makkaleaaa.. Lalettan oru rakshem illa... Prethviraj pwlichu... Katta waiting for 28th...	neutral	ഡിസ്ലീകേ ആദിച്ചു ഥോല്പീകാന പത്തിലാ മക്കലീആ ലാലെത്തന ഓരു രക്ഷേമ ഇല്ലാ പ്രേഥ്വീരാജ പ്വ്ലീചു കട്ടാ വൈറ്റിങ് ഫര 28ത	Dislike Aadi Tholpikana At ten Macaulay Lalethana one Welfare no Prethweeraja Please Kata Whiting Fara 28 th
1689	1689	1689	Ohhh ikkaaaa Enthane nigaleee mass kanichu kolluvo..... Love U And Katta waiting..... PDFs orapichuuu	positive	ഓംഹ ഇക്കാ ഏന്ഠാനേ നിഗാലീ മാസ കനീചു കോല്ലവോ ലവ ഉ ആന്റ് കട്ടാ വൈറ്റിങ് പ്ദ്ഫ്സ ഓരപീചൂ	Omha Ika what Nigalee month Canechu Collao Love U Ant Kata Whiting Pdfsa Orapechu
1690	1690	1690	Sunny chechine kurachu koode neram kanikarnu	neutral	സുനയ ചെഷിന് കുരാച്ചു കൂഡേ നേരാമ കനീകരനും	Sunaya For Chesh Karachi Also Nerama Kanikaran too
1691	1691	1691	Pwoli.. Keralathil kittiyillel telugil um hope ind	positive	പ്വോലി കേരളതീല കിത്തിയഇല്ലേല ടേലുഗില് ഉമ ഹോപ്പ് ഇന്ഡ്	Powley Kerala tea Kitia is not In Telugu Uma Hope Ind
1692	1692	1692	Ee mohanlal padam 150 crore clubil varatee	positive	ഈം മോഹനലാല പദമ 150 ക്രോര് ക്ലബില വരതീ	Ahem Mohanalala Padma 150 Crore no club arrival
1693	1693	1693	Orupaad ishtaayi ee padam englm hit aaya mathiyenu	neutral	ഓരുപാദ ഇഷ്ടായീ ഈം പദമ ഇംഗ്ലമ ഹിത ആയാ മാംഥിയേനും	Orupada like it Ahem Padma English Hita Aya Manthien too
1694	1694	1694	Ennalum davan coolayittu unda vizhungiyathu athra sheriyayilla... Padathil anaganills super..	neutral	എന്നലുംമ ദവന കുലയിത്തു ഉണ്ഡാ വിഝ്ഹുംഗിയാഥും അത്രാ ശെരിയാഇല്ലാ പദതില അനാഗനിലസ് സൂപ്പര്	but also Davana Bunched up Unda and Vijhungiath That&#39;s it Not right There is no word Anaganilus Super
1695	1695	1695	Ramesh ettante first padam oru feel good movie aayirunnu ethum angane aakum enn karuthunnu	positive	രമേശ ഏട്ടാന്തേ ഫീരസ്റ്റ് പദമ ഓരു ഫീല ഗുഡ് മോവീഏ ആയീരുനനു ഏതുമ അംഗനേ ആകുമ ഏന കരുതുനനു	Ramesh Eighteen First Padma one Phila Good The movie Ayiruna Any Angan will be Ena For care
1696	1696	1696	Dialog delevery shariyayilla.....act super aayirikkum mass lalettan	neutral	ദീഅലോഗ് ദേല്വറി ശരീയാഇല്ലാക്ട് സൂപ്പര് ആയിരീക്കുംമ മാസ ലാലെത്തന	The dialogue Delivery Sharia Illect Super Ayirikumma month Lalethana
1697	1697	1697	Dileepettan fans vaka best of luck	positive	ദിലിപേത്തന ഫംസ വാകാ ബെസ്റ്റ് ഓഫ് ലുക്	Dilipethana Phamsa word Best Off Look
1698	1698	1698	Ithe ikka polikkum ne thonane. Laletten fansinte vaka ore all the best	positive	ഇഈം ഇക്കാ പോലിക്കുംമ നേ തോണാന് ലാലെട്ടേന ഫംസീന്റ വാകാ ഓരേ എല്ല ദ ബെസ്റ്റ്	Eem Ika Pollykumma Hey Tona Lalettena Fumcinta word Ore Ella The Best
1699	1699	1699	Romanjification enta ponnikka nigal vere leval Aanu...	positive	റോമന്ജീഇസറേഷന് എന്താ പോന്നീക്കാ നിഗല് വേരാ ലേവല ആനു	Romanization what Don&#39;t go swallow Vera Levala Anu
1700	1700	1700	Padam pwlikm...ikka oru rekshayum ellah.....Age Is just A Number......from A10 fans..	positive	പദമ പ്വ്ലിക്മീക്കാ ഓരു രേക്ഷയുംമ ഇല്ലാഹാഗ ഇസ ജുസ്റ്റ് ആ നംബര്കരോമ ആ10 ഫംസ	Padma Pvlikmika one Reksha too Illahaga Isa Just That Numbarkaroma That 10 Phamsa
1701	1701	1701	Njan vicharicha pole alla ketto...sambhavam kidukkiyittundu	positive	ന്ജന വിചരിചാ പോല അല്ലാ കേട്തോസമഭാവമ കിടുക്കിയിത്തുണ്ഡു	Njana Think like no Ketosamabhavama Kidukiyathundu
1702	1702	1702	Mamangam alla avante apppan vannallum eth vijayikkum	positive	മമംഗമ അല്ലാ അവന്ത് അപ്പന വനനാല്ല്മ ഏത വിജയിക്കുംമ	Mamanga no he father Vananallma Which Will you succeed?
1703	1703	1703	Nalla trailer filimum athu pole aakum ennu pradheeshikkunnu	positive	നല്ലാ ട്രേല്ര് ഫിലിമുമ അതു പോല ആകുമ എന്നു പ്രധിശീക്കുംന്നു	good The trailer Filmuma that like will be that predicting
1704	1704	1704	Otta vakkil paranjal vismayam mammookka ningal oru idhihasa taram tanne ennu veendum teliyikkunnu	positive	ഓട്ടാ വക്കീല പരംജല വിസ്മയമ മമൂക്കാ നീന്ഗല ഓരു ഇധിഹാസാ താരാമ തന്നേ എന്നു വേംദുമ തേലിയിക്കുംന്നു	run lawyer Paramjala Amazing Momoka Ningala one Idhisa Tarama Yes that Venduma It sucks
1705	1705	1705	LalettaN Poli 2 kg Potherachi Vangi Veetil Ponam🤩ഇട്ടിച്ചൻ	positive	ലാലെത്തന പോളി 2 ക്ഗ പോതെറാചീ വംഗീ വിതില പോനമഇടടചചൻ	Lalethana Polly 2 Kg Poterachi Wangee Vithila Ponamaitadachachan
1706	1706	1706	Mammunikal kuthiyirunn Dislike adikunund🤣🤣bloody patti theetams	negative	മമ്മുനീകാല കുതിയീരുന്ന ഡിസ്ലീകേ ആദികുനുംദ്ബലഊഡി പത്തി ഥീതമ	Mammunikala Soaring Dislike Adikunumdbalaoody Ten Thetama
1707	1707	1707	Entha chettan vilichittanu njn vannathu enna tovinoyode dialogue mass alle guys	positive	ഏന്ഥാ ചേത്തന വിലീചിത്തനു നജന വന്നാതും ഏനനാ ടോവിനോയോദ ദീഅലോഗു മാസ അല് ഗുയ്സ	what Chetana Valichithan Najana And did not come Enana Tovinoyoda The dialogue month Al Guiza
1708	1708	1708	Eee trailerinu dislike adikaaanum oru range okke venam 🤦‍ kashttam  Luv u ikka	negative	ഈം ട്രേലേരീനും ഡിസ്ലീകേ ആദികാനുംമ ഓരു രംഗ ഓക്കേ വേണാമ  കശ്ത്തമ  ലവ ഉ ഇക്കാ	Ahem And the trailer Dislike Adikanumma one Ranga okay don&#39;t want Kashtama Love U Ika
1709	1709	1709	Padam parama Koothara	negative	പദമ പരാമാം കൂതാരാ	Padma Paramam Dude
1710	1710	1710	Pwoli sharathe track mari mamagam 🤩	positive	പ്വോലി ശരത ട്രാക്ക് മാരീ മമഗമ 	Powley autumn Track Mary Mamagama
1711	1711	1711	Ee cinima kannan athin oru name mathii .........S......... sunny	positive	ഈം സിനിമാം കന്നന അതീന ഓരു നാമം മാംഥീ സ സുനയ	Ahem the movie Kannana Athena one name Manthi S Sunaya
1712	1712	1712	Ikka November 21 Ann oru puram thanne..pazhasiraja fdfs ormaverunnu..	positive	ഇക്കാ നവംബര് 21 അന്ന ഓരു പുരാം ഠാന്നേപള്ഹാസീരാജാ ഫ്ദ്ഫ്സ ഓര്മാവേരുന്നു	Ika November 21 Anna one Puram Thannepalhaseeraja Fdfsa Remembering
1713	1713	1713	Thakarthu	positive	ഠാകാര്തും	Thakartu too
1714	1714	1714	ayyeeee.....ithenthu samsaram....slangue pattilla lelettanu ...... sadharana malayalam mathi aayirunnu....ithu nalla bore aayitund	negative	അയ്യീഥേന്തും സമസാരാമ്സ്ലംഗു പത്തില്ലാ ലേലേത്താനു  സാധാരാനാ മലയാളം മഥീ ആയീരുന്നുഈതു നല്ലാ ബോര ആയിതുംദ	Whatever Samasaramslangu Not ten to auction usually Malayalam Matthew It becomes good Bora Will it be?
1715	1715	1715	Ee varshatthe maraka mass padam kidu bgm	positive	ഈം വര്ഷാത്തേ മാരകാ മാസ പദമ കിഡു ബ്ഗ്മ	Ahem the year Maraka month Padma Kidu Bgma
1716	1716	1716	Oru KGF manakunundo...   Alla KGF ne thakarkkunna oru Mass item manakunund...	positive	ഓരു ക്ഷ മാനകുനുംദോ   അല്ലാ ക്ഷ നേ ഠാകരക്കുംന്നാ ഓരു മാസ ഇതേമ മാനകുനുംദ	one Ksha Manakunumdo no Ksha Hey Thakarakumna one month The same Manakunda
1717	1717	1717	Trailer record adikkunathilum ennikishtam theatreil record adikunth kaanan aanu	positive	ട്രേല്ര് റെക്കോര് ആദിക്കുനാതിലുംമ എന്നീകിശ്തമ തിയേറ്റരീല് റെക്കോര് ആദികുന്ഠ കാനന ആനു	The trailer Record Adikunathilma and amount In the theater Record Adi Kunta Canon Anu
1718	1718	1718	Mamookka oru rakshayum illa kidilan	positive	മമൂക്കാ ഓരു രക്ഷയുംമ ഇല്ലാ കിദിലന	Momoka one Salvation no excitement
1719	1719	1719	Mattoru china town aavathirunnal mathiyayrunnu.. nalla ooola trailer	negative	മത്തോരു ചീനാ ടൂന ആവതീരുന്നല മാംഥീയായരുന്നു നല്ലാ ഊലാ ട്രേല്ര്	another China Tuna Athirunnala Manthea was good Oola The trailer
1720	1720	1720	Police pwoli anallo...lal inte thirichu varavu...	positive	പോലീസ് പ്വോലി അനാല്ലോലാല് ഇന്റ ഥീരീചു വരവൂ	Police Powley Anally Int Theerichu come on
