	sentence	sentiment
1412	Njan oru katta eettan fan aayirunnu pazhassiraja kandadode oru ikkaa fan aayi Abraham polich  Ikkaaa polich Ikka bakthan	positive
1413	Illa kaaryam mugath nokki parayum... nammakaarum bakshanam kond vannu  eetil ethikanonnula... praayamaaya veetil irikanam allathe pattatha valli thoogaruth..	negative
1414	Aaa urumi scene akum ettavum kooduthal kayyadi nedunnath	positive
1415	Malayala cinemakke oru pudiya yuva nadanekkoode kittaan pookunnu.  Waiting	positive
1416	trailar um padavum vere annello ethe ennaaa	positive
1417	Mammukka verum vishayam engneru eth enthonn chyuvanentho prayam koodum thorum glamour koodunundallo daivame	negative
1418	Ithaanu njangalkk vendath...ippo oru pakka mass entertainer anivaryam... Realistic oke kandu kandu maduthu....marana waiting for kalkki	positive
1419	Triler kollam... but anu sithara.... kolamakum... seriel dialogu pole parayunnund anu sithara	neutral
1420	Fight scene marana maasss repeat  adich kanuva	positive
1421	Thakarthutto...  Onnalla orupaadu kaaranangalaa...  ith thakarkkum...	positive
1422	ikkante eazhrikath varilla ikkante varunnu kunjali marakkar  WAITING IKKA POLIKKUM	negative
1423	Lalettaaa sahikkunnillaa waiting for you.... Stephen.....	positive
1424	Pinnne Bgm adipoli ikkayude nadatham koodi aavumbo parayandallo	positive
1425	Oru rekshayum illaa padam polichuuuu mass marana mass parayan vakkukal illaaaaaaaaa	positive
1426	innale 7 Mani muthal Kath Kath ninnu trailer nu vendi.....thakarppan trailer .... love you mammukkaaaaaa	positive
1427	Njagade lalettanum manju  chechiyum kolamass jodi annu.	positive
1428	enthu oola trailer aanu ithu. poor dialogue delivery	negative
1429	Oru pandi comedy pandum pole unnd	neutral
1430	Kalki Kalakki Achayane innu Mannarkadinnu kande ollu...appo ithreyum pradheeshichilla	positive
1431	Yessss the Lion returnzzzzz...kattaa waitingggg ikkkaaaaa	positive
1432	Hollywood level mass ithanu makkale trailer	positive
1433	Mass entertainment... oru rekshayum illa... pwoli...	positive
1434	ikkaaaaa     jeevannn	positive
1435	Pazhashirajayude aduttonnum itu varilla.itu bahubalida copiyadi	neutral
1436	Thelunku nadan ..bhaala krishnayeyum... Thal nadan vijaya kaandhineyum ..naanipichu...mammuunny...	negative
1437	Swondham appane kandal adikunnavanmara ithinoke dislike adikunne. Adichondu avide irikathe ullu. Ivide ettanm pillerum stronga dbl strong	negative
1438	Njn epo 100 vattam kandu ningalo?	positive
1439	Njanum oru ikka fan ann  Pashe sambavam polichu	positive
1440	Look kandappol surajettan serios anenna thoniyath angeru polya pand behalam vechu comedy kanikkum ippo silentay kanikkum	positive
1441	Trail luciferinte athra illelum.... Padam heavy aaayirikum.....	neutral
1442	E polippan trailerinokke dislike adichathu ethu keedangallannavo... kuru pottal ippazhe thundangi....	negative
1443	192K Views	positive
1444	Ufff  ejjathi nte ponn ikka. MAMMOOKKA UYIR	positive
1445	Model School 🤩🤩🤩 Romanjam  Trivandrum	positive
1446	Raja varunnu Maniyayi.  Rajamani	positive
1447	Oru pucca classical ikka padam...vadakka veergatha orma vannu.  ...	positive
1448	Viswasichu koode nilkkunnavare jeevan koduthum samrakshikkum..  ikkayude voice & dialogue uff orujathi odukkathe feel.. romanjam at peak	positive
1449	Coppy ful Best actor polinhju kuthupala Edukkum	negative
1450	Fight scenes muzhuvan hvy  aayittind	positive
1451	Ichyaaaa polich nanum indu ee moviel kalki 🤩	positive
1452	Trailer mass marana mass... Ini screen il... Padam kanan njnm undkum	positive
1453	Trailer ennokke paranjal ithanu... ejjatji item	positive
1454	1989 il vadakkan veeragadha theateril kanda nhan veendum oru epic cinema kaanan thayyaredukkunnu.. MT yude dialogukalkk pakaram vekkan onnumilla..	neutral
1455	Dado Girija	neutral
1456	Itu pwolikum..laletta..iru rakshayum illa trailel..pakka professionalism..ente Oru prarthana..ippravisham manju chechide mass dialogue onnum ondkalle..kanji edukutee pole..	neutral
1457	Appo 21 kanum   Uff poli item	positive
1458	Unda enna perittappo parihasicha priyadarshanu kod urundaa	negative
1459	God marichu ene paranjit ole part karinje oru k.g.f feel thonni	neutral
1460	Thoopil Joppan poley ulla oru Item aavand irunnal mathi aarunnu🥺🥺🥺.	neutral
1461	oru charithra cinimakku venda 3 kariyangal illa	negative
1462	Maoist alla Maoistnte apanae varee  nammal  putikum all the best mammoka  & unda movie team	positive
1463	id thakarkum  kure idavelak shesham  mammooka vs lalettan (mammoka fan)	positive
1464	Pooram kaanathe dislike adichavarkk  #naduviral pranaamam	negative
1465	Mammookka fight ohh romam ezhunetu nililkkum	positive
1466	Katta waitingRaju eattan tovino  lallettan	positive
1467	machaa.......aa BGM ente manasill angottu keri polipolikukayaanu	positive
1468	Aarada dislike adikkane ethil entha kuzhappam	negative
1469	ഇവാൻ  spycho aaadaaa    Ente epono ijathi	positive
1470	Abhinayathinde manarisam thiricharinja mahanadana vaibhsvam mohanlal enna MALAYALIYUDE oru sokharya sambhavamanu ennum eppozhum All friends congratulation	positive
1471	Ith polikkum kanditt oru atom bombin vakayundd	negative
1472	Ethe pulimuruganta music aanallo full enthayalum mamookka polichu	neutral
1473	njan mammukka fan aan yennalum parayaa lalettan mathrame ithokke kazhiyu adheham oru loka nayakanan oru simham	positive
1474	Lalettan ishttam.. Rajuettan ishttam!! Murali Gopi's script	positive
1475	Nerathe irakkiya bomb kadha tanne..  atleast nedumudi venu te dialogue enkilum mati pidikamayirunnu....	neutral
1476	Character eakadesham same Aaanallo Vyshakh sir	neutral
1477	Addddiiiiipolliiiii.....marana masss.....oru sakshem illa....lalettande kidu look.....🤩🤩	positive
1478	Oh...Iththakathallo. sankar ramakrishnanu dhairyamayi kunjalimarakkar directcheyyam	positive
1479	( ( ( KIDILOSKI   ) ) ) )	positive
1480	Puchivhavarkulla marupadi athum triple strongill ikka ishtam	positive
1481	Linto kurian fans  jayasurya nte career le super trailer	positive
1482	Fanism baadhicha Kore malaranmaar dislike adikkunnu...	negative
1483	Raajayum pillerum triple strong ennu teaseril. Prithvirajinte oru cameo manakkunnu.	positive
1484	Ikkante voice kelkumbo thanne romanjam.. bakki pinne parayannoo.... Ikka ningal vere level annu	positive
1485	Kidukkachi  Ingane venam mass kaanikkaan allathe alari vilichaal mass aavilla	positive
1486	bgm kollam greater father ila villianila poola	positive
1487	Ikka ingalu polichu vere level	positive
1488	Aa traileril Nakul Thampiye shradhichath njn maathram aano ???  Mammookka ingal muthaan.Kann edukaane pattunnillaa.... #Mammukka ishttam	positive
1489	Ithu korre pullimurugan koppi adichathanalo swalpam ullupu undo  Ennalum njn Kannan pokkum Karanam ente RS 100 kedakkate padathinu	negative
1490	Eee പടം adhar ayirikum enthoke suspense ഒളിഞ്ഞു irikunu	positive
1491	LALETTAN fan Anu  ennalum  IKKA  NiNGAL  vere LEVEL	positive
1492	polich ikkkkkkaaaaaaaaaa  kola maaaaaaaaaaas  marana maaaaaaaaaaaaas  triple maaaaaaaaaaaaaaas	positive
1493	Ee cbse mammunji pellare etra muttiyalum goven ment schollela pellaruda adute atella	negative
1494	Dislike chydha appa illaathavanmmaar bloody fools	negative
1495	Live nalathupoleee umbichuuu koray net kalanjuuui	negative
1496	Vaan Trailer .... laleetta nigga Oru jinn Aanu kettoo.....mass voice	positive
1497	Ee padam vijayikummennu orruppullavar adi oru like	positive
1498	Wow ejjathi item mammookaa. Ingalu puliylla puppuliyaa	positive
1499	Laleetanu ikka fansite  Best of luck	positive
1500	ethra trolliyaaaalum eee trailer oru sambavaaayindee	positive
1501	Filim kandapol onnu koodi trailer kannanam ennu thonni...ettan mass ka bap	positive
1502	Comedy cheyan Oru prethaka kazhivu vennam athu surajinu ilaaa. Full chali aytaanu thonnanee	negative
1503	Viswasam Pola irukkunu Adi poli congratulations	positive
1504	Veeendum veendum kaaanunthorum veendum kaanan thonuna lahari....	positive
1505	Oh enna kondu vayya I am katta waiting	positive
1506	Maduraraja enna comedy padam 300Kodi varum	positive
1507	Ikka         L V  U	positive
1508	Ineeem ineem poy kanan thonnuvaaa	positive
1509	Njn oru 8 thavanayengilum kanditundagum Sathyam athrakkum oru ishtapett poi trailer  Tnx rajuveta	positive
1510	August 8 ee padam powder powdered avum yennu vecha podi podikkkunn i am writing kalki	positive
1511	Mammookka porichu...salim kumarinte comedy kalakki	positive
1512	Njan oru lalettan fan allengilum trailer kandappo...ee film kalakkum orappa....mega super hit aagum....urappe..	positive
1513	gopi anna polichu bgm BIG B ku shesham  veendum kidu	positive
1514	Cinemayil Nalla oru content undd ennu manasilayi E padam hit aakum	positive
1515	Poliche...ithoru poli polikkum ...laletta ingalu muthaanu...	positive
1516	Njan oru lalettan fan alla but ee teaser orupadishtamayi	positive
1517	katttttttttta wtng aadhyamaaayi dileepinte flm wtng aaanu njn.	positive
1518	Kidukkii mammukaaa kidukii odukathe mass bgm	positive
1519	Ente ponno pwoli super raju etta lalettan	positive
1520	pwolich.... onnum parayanillaaa.... katta waiting....... ikkaaa.........BGM oru rekshayum illaaa	positive
1521	Katta waiting 28  FDFS  SON OF DEVIL	positive
1522	Adaaar adaaar adaaaar what a trailer it was damn	positive
1523	Thirakk koranjittu padathinu pokam ennanu vicharichath. But trailer kandath muthal FDFS sure	positive
1524	Nte ponnnikkkka ingal njgal fansin oru oyivum tharillley	positive
1525	Kitti njangalak njagade aa pazhaya lalettane thirichu kitti	positive
1526	Ithokke cheyyumpo mamookkakku	positive
1527	iyalith verthe parayuvaan puthumukha samvidhayakan aanenn	positive
1528	degrading illel manyamaayi odiyekkavinna movie anennu thonnunnu!!	neutral
1529	Ravle 7.30.k eneete pade repeat adich kanunnavark othukoodanulla sthalam	positive
1530	Triple strong aane makkale rajayum rajayude pillerum	positive
1531	Sunny chechiye Kannan vannavar Eveda onnu like adukku.	positive
1532	AGE is A just number  pakka herooooo	positive
1533	Kidukkachi  ...katta waiting 4 Pooram....vijil polichu	positive
1534	Love u lalettaaa ... prithviraj	positive
1535	ENTE PONNO ORU RAKSHAYUM ILLA KIDU BGM	positive
1536	Trailer kidukki.but screen ratio kuranjath kond vallatha irritation thonnunnu	neutral
1537	Padam kandavarude pradhana preshanam endhennal...     Veendum veendum padam kanan thonnum  addicted! L	positive
1538	Mamangam keralathinte maathram charithramayi nilanilkenda onnalla.. ee dheerathayude kadha lokham muzhuvanum a ariyanam	positive
1539	E padam polikkum allee  mammookkaa fans nammakullathaaanu e padam	positive
1540	last le aa idi ntammooo Range saanam	positive
1541	Bb sure... katta ikka fan.. fdfs locked	positive
1542	polichu kidu bgm suspense niracha kidilan trailer	positive
1543	Lalettan paranjakond vannu kandu istappettu like adichu pokunnu	positive
1544	Aduta 200 Cr club movie for lalattan	positive
1545	Huge support kanaum alla lalettan fanail ninum.	positive
1546	Kollam. Short film polend. Vere vallo panikkm po man	negative
1547	Marana mass lalettan fan aanennu parayumbol abhimaanam..	positive
1548	Romanjifikation katta waiting lalletan fan dubaiiiiiii	positive
1549	Madhuramilatha raja ettadi mari ith item vereya LUCIFER	negative
1550	#mamangam 2019 It will be an epic. Mammukka uyir	positive
1551	10 l kudutal tavane kandavar arokke und	positive
1552	Bro full support rock man allel	positive
1553	Aaaro paranj cheyyipikunnadh pole  rajuvettanokke riyalistikayit polichadukiya police veshangal kanumbol edh	negative
1554	Ente ponno our reksha illa ...  Nammade ettan powlichu	positive
1555	Trailer KOLLAM KOLAMASS ... PAKSHE  KAANAN ORU SUKAM ILLA.... VELUTHAKANAMAAYIRUNNU	neutral
1556	Oru onnonnara item varunnundu ready ayi ko makale...luving mammookka..	positive
1557	Ee padam  mammootyiku  kodukanam  ithilum adipoli ayirikkum    Pakshe  ivide mandatharam sambavichu  kashttamayipoyi	negative
1558	Ikka polichu movie Si Mani sir	positive
1559	Lucifer  Lalettan polikkumm Kerala Abhimanam Lalettan	positive
1560	petr hein ellam same stunt style anu..luciferil ayale vaykathirunond karymay	neutral
1561	Trailer varunnathin munne chila fansukaar dislike adikkunnund. Viewsum koodilla dislikum aakum.	negative
1562	Ntikkaa ingal age 67 aano atho......off myaarakam...ummmaaah	positive
1563	Evideyo KGF orma varunathu eniku matramano!! 🤔 Music aano...story oralde maranavum villan marde ennavum.. entho..	neutral
1564	90sil kaalapani pole oru film edutha priyadharshan ithu oru valiya karaym onnum alla	positive
1565	Evidayokkayo oru aada movie touch thonniyathu enikku mathram aano	neutral
1566	Padam kanidit trailor kanan vanna arelum undo padam heavy 100 % mass entrtainer rajuetta.. Muthe	positive
1567	Kolla mass trailer  By lalletan fan	positive
1568	152k views in 38 minutes 107k likes. Lalettan magic	positive
1569	Ethu polikum njanumanta family realsinta annu thana pokum	positive
1570	Kidu.. Kidu.. Kidu.. Ith polikkum.. Lalettan...  പ്രിഥിരാജ്	positive
1571	enthinaannu allukal dislike adichu koottunnathu ennu enikku manassilaavunnillaa	negative
1572	Trailer vere level last 30 seconds no reksa	positive
1573	Lucifer ....	positive
1574	Ettante nayikayaitt a peratta hani roseineyallathe vere areyum kittiyille nayanthara mathiyayirunnu nayikayai	negative
1575	malayala cinima ellam hollywood level ayo oh my god	positive
1576	Trailor kandappil padam pottumennu urappayi	negative
1577	Oru vayassaya manushanaayittu enthu kidilaayitta abhinayichu kaanikkunnathu	positive
1578	Eppozhum abhinayikkan mohanlalum mamootyumea ullu new generation arummilla	negative
1579	teaser vanapo nala pratheksha ayirunu trailer athu kalanju	negative
1580	Mass kaanikkan lalettante kazhinje ullo aarum annum innum	positive
1581	Kanditt madhura raja trailer il ninnum oru story illatha moviyaanenna feel kitty	negative
1582	ennum eppozhum...... ikka ore pole..... double strong	positive
1583	E movie  super hitt urappa	positive
1584	Pwoli... By a katta lallettan fan	positive
1585	Egane ulla movie kal kaanan aanu ellavarum waite cheyunath	positive
1586	oh my god this is superbbbbb	positive
1587	Pwoliiiiii mammookka oru rekshem illa.. Best wishes	positive
1588	Classum massum cherna oru onnonnara item	positive
1589	Oru yugam bharicha chakravarthiyude randam udayam	positive
1590	evannkk onnum vere pani ille poyy pani nokk ikka	negative
1591	Maarkam.... Trailer kandittu bayngara expectations aanu... Movie adu keep cheyyyanam..	positive
1592	Ikkaa fansinu hridhayathil sookshikkan.... Hatersinte annaakkil kodukkan... 2num pattiya item thanne aanu ith...	positive
1593	ഇക്ക മാസ്സല്ല മരണമാസ്സാ ...   Abrahaminte Santhathikal Kidu Status Video     Max	positive
1594	14k dislike adicha oolakalk naduviral namaskaram	negative
1595	Ith dislike adicha polayadii makkalkk kunna namaskkaram	negative
1596	Ikka da makale set traler nxt hit for ikka 4 ina row now	positive
1597	Ente ponnooo marakam iyyyoooo goosebumps  Kathirippinte kolamass trailer  Poli kidu kidolokidilan	positive
1598	Ithinum dislike adikkunnavar enth kanditta enne ariyilla..	negative
1599	Earangunnathinu munb dislike adich moonjikkaan koreu ennam earangiyittund	negative
1600	Malayala sinimayile ore oru rajav ikka muthan	positive
1601	adipoli trailer . waiting madura raja	positive
1602	Trailer kidukki  By a lalettan fan	positive
1603	Ettanta aniyanmarude vaka all the best ... ikka oru rakshayumilla	positive
1604	Idakkidakk vannu romaanjam kollunnavar like adi	positive
1605	Ente raju etten mwthanne......rajuvattente aa voice mathi .....pinne onnnum venda ...	positive
1606	Lalettan ayalum mammookka ayalum oru pole support cheyyuka snehikuka.... Verukendath sankikale mathram.....🤗	positive
1607	Katta waitinggg....  lalettaaaaaaa.... Luv u so much..	positive
1608	Ayyo 11 vare wte  cheyyanamalloo	negative
1609	Madhraraja  ith ikkem ikkade pillerum pwolichadakkum	positive
1610	Fanbasil maathram movei kaanunnoraavum dislike cheythu negative aakkunne avarkkente naduviral pranamam	negative
1611	Powlichu Lalettan and Rajuvetttaaa 🤝🤝🤝🤝 thudangalle Tcr vedikkettu !!	positive
1612	ONKV ood neeraliii kandam vazhiii Ikka marana mass	negative
1613	Enii adeyude ideyude veddi purraaam........apppo pakalla 12 theatrl.....uff	positive
1614	Teaser kandu pradeekshayokke poyatharnu	positive
1615	Prakash Raj Ullatu kondu chelappo hit aavum	neutral
1616	6.30 muthal kaathirikkukayaayirunnu  1st comment idaanulla bhagyam...ee Onam pwolikkum	positive
1617	Ithokke dislike adikkunavare kale vari adikkanam	negative
1618	10M aayonnu idaykk nokkan varunnavarkku ivide like adikkam	positive
1619	Prayam koodundorum soundaryam koodunna ore oraal.. Mammookka	positive
1620	Cinima kando kidu	positive
1621	Dislike adikuna olikal ellam odd kadam vazhi	negative
1622	Thaliyvaaaa      Ikkaaa vara level pwolichu	positive
1623	Spr     ikkkkkaaaaaa	positive
1624	Koode Nilkkunnavark Chunk Kodukkum 🤩🤩 PULLU GIRI 🤡🤡🤡🤡🤡	positive
1625	BEST WISHES TEAM  Abrahaminte Santhathikal	positive
1626	Sorry to say. Odukkathe kali aakathirunna mathiyayrunnu.	neutral
1627	Enthanavo manju warier kanumbol oru deshyam	negative
1628	ലാലേട്ടൻ പ്രിത്വിരാജ്   22K dislike vannenkil urapicho arkokkeyo kuru pottiyitund...  padam sure hit...	negative
1629	10 - 30 kollathe charithram ariyaan aayi..  katta waiting cheyyunavar ..... KERI... LIKE ADIKKADA MAKKALE.......	positive
1630	Onnil kooduthal trailer kandavar undengi ibide comeon....	positive
1631	Ente ponnoooooooooooo nammude sontham ichaka mamoookkaaaa ummma cinima kanan kothiyakunnu	positive
1632	Padam flop aavm Enna Kaaryathil oru doubtum illa....	negative
1633	No words Pwolikkum waiting By DQ Fan	positive
1634	Lalettante adutha pottapadam...Laletta ithokke mathiyakkan aayinnu ...Please	negative
1635	Nty amoooo kunjalimarakaar 9 alla  oru pulikutti ayirunu Lal sir nigal samsarikubool Chiri varunu	negative
1636	Ith baghamathy moviede kadhapolund ..  Anushka unnimukundan movie	neutral
1637	Charitra cinema aano nayakan mamooka allae vere aarundundu abhinayikkan	positive
1638	Ith kelkumbo kilichundan mambazam orma verunnu	neutral
1639	17k dislike🤣...mamunnifans kurupotty  ..  Rajuvettan oru prasthanam aanu...	negative
1640	Pandam kandathinju shesham vanavar ethra perund pwli padam uff	positive
1641	Comadey aguuum  realse aytuu paryaaam	neutral
1642	Vere Level...... Trailer pwoli......  Bgm katta mass....	positive
1643	All the best ettan fansinte vaka ikkaykhe	positive
1644	100 kodi clubil kayariyathinu shesham arokke vannu	positive
1645	Oru kaaryam manasilaayee..paandi rajayum 30 crore nedillaa	negative
1646	Ikkake katta support  aa mamakam hit Thane akum	positive
1647	Vere aarkund makkale ee prayathil ingane mass kaanikunne oru hero	positive
1648	ഏട്ടൻ വേറെ levelaaa	positive
1649	Mamaangam valiya hit akatte  Lalettan and Thalapathy Vijay fansinte Ellavidha supportum undavum 🤗🤗🤗	positive
1650	Onam lalettan eduthu ennu parayan paranju	positive
1651	romancham ennokke paranja koranji pogum ....athukkum mele	positive
1652	Dislike adikkan vendi mathram vannirikunnavanmar orupad undalloo sahikanindavula kazhuverikalk	negative
1653	Ayo last aaa stund yente ponnu ikka	positive
1654	Super  movie aanu but jai ne kollandayirunny	neutral
1655	mamooka enn uyir  enn anbu enn singamda enn muth mani... 300crore adikum	positive
1656	Trailer okke kollam pakshe evideyokkeyo pulimurukan keri varunnu ennu enik mathramano thonniyath??	neutral
1657	Padam vijayikkum  S&S COMBINATION WITH ROBOT	positive
1658	Maryathakku oru trailer polym irakaan arillaaayy	negative
1659	Heavy	positive
1660	Mass ennu paranja otta vakkeyollu ath mammookka!!!	positive
1661	Chetta Done... Deal... Wait... Trailer kollam ... massss	positive
1662	Superb & promising  trailer	positive
1663	Uyante mone.......!!!!!! Ith eeeeth lookkaa mammootty ....... Vere level.....	positive
1664	lalettan rocks  thanks rajuetta  LUCIFER loading	positive
1665	Pottum  bengaali look  IDGAF mon	negative
1666	Ikka ikka....ikka ikka ikka ....ikka ikka ikka ikka....ente ponnu ikka....marikilla ningale njn marikuvolam...	positive
1667	Suraj ettan vere level...  1:01  Soubin ikka pwolikkum 0:33	positive
1668	Mamangam Vismayathinu 5 naalukal mathram Katta waiting	positive
1669	edakku vannu kanukayum viewsum nokkunnathum arokke mammookka	positive
1670	Ayye luciferinte aduth polum etheella.Luciferine pottikanonnum ponnilla.Lucifer trailer kandappam mone oruuuu romnjam aayirunnu.Ithenthooonu ayyyye....	negative
1671	idum kuudi 37 aamathe repeat adi	positive
1672	Entammoooooooo..enikku kanan vayyaye.....ente ettaaaaaaaaaaaaaaa...........onnum parayan thonnunilla.....njan sthabhichu poyiiii.........	positive
1673	urutam sounded a bit funny korachum koode punch avarunnu still super movie villain njerichu super	neutral
1674	Prayathinde peril ikkaye kaliyakunna ellaa naayinde makkalum nokkada 68 aam vayasil ninde oke thantha vcharichal pattoda ijjathi mass	negative
1675	Achaayaan poliyaatto...   kolamaasss Kalki 🥰	positive
1676	Adipoliii padam....ellavarum must watch.....suraj oru rakshem illaa	positive
1677	Oh endhuvaadai idhokke aarkengilum dislike adikkan thono	negative
1678	Last aa chaadiyulla adi...   Athu screenil varumbolulla kaaryam	positive
1679	Not impressed  yenne kollale please manasilolladhu paranjanne olllu Suraj.jpg	negative
1680	Onnum parayanilla mammukkakkum ee teaminte ellavarkkum All the best	positive
1681	Polichhhh malayala cinema vera level aakuvanallo... eni lalettan marakar	positive
1682	enghall oro movieyilum oro makeoverumm realistic aayiii mass kaanikunadhumm kaanumbazhaann lalettane oke eduthh kinattill edaann thonunadhhh..by a lalettan fann	negative
1683	Laleta pattunna kadhapathram cheeyy ningalk charithra cinema sheriyaakoola Aa samayam 2 adipoli cinema cheyyan nok borayitund dialog	negative
1684	Ente ponnnoooooooooooo oru rekshsyum illaaaaaa....kidu trailer......	positive
1685	poli  teaser maathiri alla ith pwoli item aanu aake miss cheyyunath rajuvetteme mathra?  ningalkko?	positive
1686	ഈ കഴുവേർട മോനെ ഇനീം support cheyyan paadilla...	negative
1687	Parayan vakulkateetham  Paranjalla kandariyenda mahaa mamanga velayatathinu loogamengum therasheela pongi  Inne ellam kaalam parayum	positive
1688	Dislike adichu tholpikan pattila makkaleaaa.. Lalettan oru rakshem illa... Prethviraj pwlichu... Katta waiting for 28th...	neutral
1689	Ohhh ikkaaaa Enthane nigaleee mass kanichu kolluvo..... Love U And Katta waiting..... PDFs orapichuuu	positive
1690	Sunny chechine kurachu koode neram kanikarnu	neutral
1691	Pwoli.. Keralathil kittiyillel telugil um hope ind	positive
1692	Ee mohanlal padam 150 crore clubil varatee	positive
1693	Orupaad ishtaayi ee padam englm hit aaya mathiyenu	neutral
1694	Ennalum davan coolayittu unda vizhungiyathu athra sheriyayilla... Padathil anaganills super..	neutral
1695	Ramesh ettante first padam oru feel good movie aayirunnu ethum angane aakum enn karuthunnu	positive
1696	Dialog delevery shariyayilla.....act super aayirikkum mass lalettan	neutral
1697	Dileepettan fans vaka best of luck	positive
1698	Ithe ikka polikkum ne thonane. Laletten fansinte vaka ore all the best	positive
1699	Romanjification enta ponnikka nigal vere leval Aanu...	positive
1700	Padam pwlikm...ikka oru rekshayum ellah.....Age Is just A Number......from A10 fans..	positive
1701	Njan vicharicha pole alla ketto...sambhavam kidukkiyittundu	positive
1702	Mamangam alla avante apppan vannallum eth vijayikkum	positive
1703	Nalla trailer filimum athu pole aakum ennu pradheeshikkunnu	positive
1704	Otta vakkil paranjal vismayam mammookka ningal oru idhihasa taram tanne ennu veendum teliyikkunnu	positive
1705	LalettaN Poli 2 kg Potherachi Vangi Veetil Ponam🤩ഇട്ടിച്ചൻ	positive
1706	Mammunikal kuthiyirunn Dislike adikunund🤣🤣bloody patti theetams	negative
1707	Entha chettan vilichittanu njn vannathu enna tovinoyode dialogue mass alle guys	positive
1708	Eee trailerinu dislike adikaaanum oru range okke venam 🤦‍ kashttam  Luv u ikka	negative
1709	Padam parama Koothara	negative
1710	Pwoli sharathe track mari mamagam 🤩	positive
1711	Ee cinima kannan athin oru name mathii .........S......... sunny	positive
1712	Ikka November 21 Ann oru puram thanne..pazhasiraja fdfs ormaverunnu..	positive
1713	Thakarthu	positive
1714	ayyeeee.....ithenthu samsaram....slangue pattilla lelettanu ...... sadharana malayalam mathi aayirunnu....ithu nalla bore aayitund	negative
1715	Ee varshatthe maraka mass padam kidu bgm	positive
1716	Oru KGF manakunundo...   Alla KGF ne thakarkkunna oru Mass item manakunund...	positive
1717	Trailer record adikkunathilum ennikishtam theatreil record adikunth kaanan aanu	positive
1718	Mamookka oru rakshayum illa kidilan	positive
1719	Mattoru china town aavathirunnal mathiyayrunnu.. nalla ooola trailer	negative
1720	Police pwoli anallo...lal inte thirichu varavu...	positive
1721	face kanikkathe mass kanikkanamengil ikkakke sadhikku	positive
1722	onnum parayanilla mammoka superb bgm woww	positive
1723	Lucifer njngal randum kayyum neeti sweekarichu.. Marichu..   Matham parayunna sangikal keri dislike adukkuvaaa... Oru myrum nadakkulla.....	negative
1724	0:28 - 0.33 athu ingerkkk matrame patttu... Sheriyalle.. :)	positive
1725	TRAILER KIDU	positive
1726	@vibin mangalassery	positive
1727	Madi idu madi laalletta  Ninga polichuuu	positive
1728	Dialog  bora ettan .saatha dilogu matre pattu .dileep .mammoka  dilogu suppera	negative
1729	Dislike adikaan vendi vannathaan pakshe ikka ee trailer kanditt dislike adikaan pattunnilla So ente vaka oru	positive
1730	Pwloichu LaletTa ettaN anu njn  Terrible devil mass maranamass	positive
1731	Odiyante releasinginu vandi kathu nilkukyanu laletta	positive
1732	Mammokka Age 68 ....     NO WORDS	positive
1733	Best Cinematography Kidilan Oru Rakshayum Illa	positive
1734	Oru kidilam bgmum songsum malayalathil kelkkanam gopi chettan sadakuzhanju ezhunelkkanam	positive
1735	Pala padathilum kanda scenugal kooti kuzhucha padam athine kidu mass ennoke parayaan kure andam kammi fansugalum	negative
1736	Ohh mamooka kalaki...Adipoli trailer... Best Wishes from Tamil Nadu.	positive
1737	Padam kurachode dark theme aakayirunnu	neutral
1738	njan katta llaletten fana ikka ettente pilleru koodu  ekkante pillerekkode aaagoshikkkan	positive
1739	Kidu trailer  by katta mammooka fan	positive
1740	Trailer igananekiiii padam eganarikumennn onnalochich nokiyyeeee Romanchammm varunnnuuu Maranamass ettan	positive
1741	Mammookkayude sound oru rekshayum illa pwolii	positive
1742	surajinte body transformation... ho... vere level nadan aakuvanello oro padam kazhiyumthorum..	positive
1743	ikka.......Trailer powli..  frm A10 fan	positive
1744	Trailer ittapozhekku dislike vannu athinu Artham avar ikkye pedikkunuuu. Love u ikkka	positive
1745	Ichaakkaa.. Pwolichu tto   All the best mammookka   By  lalettan fan	positive
1746	thalaivaaaa.......  sollarathu Mattumdha...saiva..... ethrayum nall evidarunu....    chillarkku kuru potti thudagi ....	negative
1747	Tovino nte speech uff vere level mass	positive
1748	Padam nalladalla ennulla abiprayam kettukond poya enik Predeeshichadilum nalla super padam kanan kaziju Cash povilla 101%	positive
1749	Aa thumb nail ile look nokkiyatte. Oru adaar mass block ulla rangam aanen urappayi	positive
1750	Poi chav Madura raja illalpo oruthnm thalla pokkula	negative
1751	Gangumayi varunnavan gangster Avan sunnyneym koottiyah verunnath 'pornstar'	negative
1752	Pwolich ikka love from ettan fan	positive
1753	Njan padam kandu....kidukachi padam .....ellaarum ee padathe Patti negatives mathram parayunnu...I don't know why....any I lived this movie	positive
1754	Enta ponnooo..... Adaar item.... Ith pwolikkum..	positive
1755	Eniyum eniyum malayala cinema orupaad uyaragalil ethatte	positive
1756	Trailer kandale ariyam lalapande adutha padakam....	negative
1757	Katta waiting aanu makkale june 16th DERICK ABRAHAM entry	positive
1758	Vannu nammude mwuth John Abraham Palakal	positive
1759	Karikk nte videos ittall pinne youtubeinte trending system aangu maari mariyum🤩🤩🤩  #1 aangu maatikko	neutral
1760	Enganey thonnunnadey. I. Trailer Inu dislike adikkan	negative
1761	#Mamangam #Mamangamtrailer #Mammootty  mammoookkkaaaaaaaa polichuuuuuu	positive
