	Unnamed: 0	sentence	sentiment	transliteration	translation
1389	1389	Raja serious aane rooombaa serious  ith kidukkum🤞 Mammukka	positive	രാജാ സേര്സ് ആനേ രുമ്ബാ സേര്സ്  ഇത കിടുക്കുമ മമ്മുക്കാ	Raja sirs ane rumba sirs this is Kidukuma Mammukka
1390	1390	E pasdam kanaan katta waiting cheyyunnavar	positive	ഏ പാസ്ഡാമ കനാന കട്ടാ വൈറ്റിങ് ചേയ്യുംന്നാവര	A pasdama kanana kata whiting cheyumnnavara
1391	1391	Rajuettan kaiadikanulla dialogues ellam swantham ettanu koduthu lle...	positive	രാജുത്തന കൈദികനുല്ലാ ദീഅലോഗ ഏല്ലമ സ്വംതമ ഏത്തനു കോദുതു ല്	Rajuthana kaidikanulla dealoga ellama swamtama etanu kodutu ul
1392	1392	Mohanlalinte ee cinema pottiyaal njan ellarkkum 1crore rupees kodukkum.................. kodikkendivarilla ennnaram...... because its MOHANLAL	positive	മോഹനലാലീന്റ ഈം സിനേമാം പോത്തിയആല ന്ജന എല്ലാര്ക്കുംമ 1ക്രോര് രൂപ കോടുക്കുമ കോടിക്കേന്ദീവാരില്ലാ എന്നാരാമ ബെകൌസ് ഇത്സ മോഹനലാല	It&#39;s because of Mohanalala that Mohanalal&#39;s Eem Cinemam Pothiyaala Njana is not worth Rs 1 crore to everyone.
1393	1393	Marana Mass Trailer........ Katta Waiting FOr DEC 20.. Pullu Giri	positive	മാരാനാ മാസ ട്രേല്ര് കട്ടാ വൈറ്റിങ് ഫര ഡിന 20 പുല്ലൂ ഗിരി	Marana Masa Trailer Katta Whiting Fara Dina 20 Pulloo Giri
1394	1394	veendum veendum kandu addict aayi poi	positive	വേംദുമ വേംദുമ കാണ്ഡു ആദിക്ട് ആയീ പോയ്	Venduma Venduma Kandu became addicted
1395	1395	powlichu eth vere level movie ayirikum	positive	പോവ്ലീചു ഏത വേരാ ലെവല് മോവീഏ അയിരികുമ	Povlechu will choose which root level movie
1396	1396	Padam moonjalaanelum ippp trailer kandaalum romaanjam	neutral	പദമ മൂംജലാനേലുംമ ഇപ്പ ട്രേല്ര് കംദആലുമ രോമാംജമ	Padama moomjalanelumma ipa trailer kamdaaluma romanjama
1397	1397	Storyum cinemayum polikkum along with mammookka	positive	സ്റ്റോര്യുംമ സിനേമയുംമ പോലിക്കുംമ അലോംഗ് വിത മമൂക്കാ	Storyumma cinemaumma polikumma along wita mamooka
1398	1398	Trailer ishtapettavarkku ivide vannu like adichittu pokam	positive	ട്രേല്ര് ഇഷ്ട്പെട്ടാവര്ക്കും ഇവിഡ് വനനു ലീകേ അദിചിത്തും പോകമ	Those who liked the trailer should also go for Evid Vanun Leeke Adichit
1399	1399	Pwolimpadam	negative	പ്വൊലിംപദമ	Polimpadama
1400	1400	Trailer kandpo thnne film poi kaanan thonnindu	positive	ട്രേല്ര് കംദപോ ഠ്ന്നേ ഫിലമ പോയ് കാനന ഥോന്നിംദു	Trailer kamdapo thne filma poi kanana thonnimdu
1401	1401	Mamangam katta waiting... Trailer powlichu ikka oru rakshayum illa	positive	മമംഗമ കട്ടാ വൈറ്റിങ് ട്രേല്ര് പോവ്ലീചു ഇക്കാ ഓരു രക്ഷയുംമ ഇല്ലാ	There is no escape from Mamangam Katta Whiting Trail
1402	1402	Yanthiranil Rejini Annan robot aayi abhinayichu ennal robotinte koode abhinayicha asaadyapradhibha nammude swantham dhamu Aliyan	positive	യാന്തീരനീല രേജീനീ അന്നന രോബോട്ട് ആയീ അഭിനയചു എന്നല രോബോടിന്റ കൂഡേ അഭിനഇചാ അസാദ്യാപ്രധീഭാ നമ്മുദേ സ്വംതമ ധാമു അലിയാ	Yantheerneela Reginee Annana Robot Ayeee Abhinayachu Enela Robotinta Koode Abhinaicha Asadhyapradhibha Nammude Swamtama Dhamu Alia
1403	1403	Lallettaaa polichhuu uff ejjaadi look trailer polichuu	positive	ലാലെട്ടാ പോളിചൂ ഉഫ്ഫ ഏജ്ജാദീ ലൂക ട്രേല്ര് പോളിചൂ	Laletta Polychoo Uffa Ejjadee Luca Trailer Polychoo
1404	1404	Best wishes mammookka&team. Van vijayam aakkatte enn prathikkunnu	positive	ബെസ്റ്റ് വിശ്വ്സ് മമൂക്കാട്ളമ വന വിജയമ ആക്കട്ട ഏന പ്രഥീക്കുംന്നു	Best Wishes mamookatlama vana vijayama akatta ena is represented
1405	1405	All the best laletta ithrem naalum kaliyiakiya naavu kondu parayuva all the BEST	positive	എല്ല ദ ബെസ്റ്റ് ലാലെട്ടാ ഇത്രേമ നാലുമ കലീയ്യാകീയാ നാവും കോണ്ടു പരയുവാ എല്ല ദ ബെസ്റ്റ്	Ella the best laletta itrema naluma kaliyakiya navum kondu parayua ella the best
1406	1406	D0P POLIYANE . CASTINGUM POLIYANE . LOCATIONSUM POLIYANE.	positive	ദ0പ പോലിയാനേ  കസ്റ്റിനങ്മ പോലിയാനേ  ലോക്കറേഷന്സുമ പോലിയാനേ	D0pa Polyane Kastinangma Polyane Locationsuma Polyane
1407	1407	Classinu class maassinu mass ijjaathi item raaju ettan      & mammookka	positive	ക്ലാസ്സീനും ക്ലാസ്സ് മാസ്സീനും മാസ ഇജ്ജാഥീ ഇതേമ രാജു ഏത്തന       മമൂക്കാ	Classeen and Class Masseen Masa Ijjathi Itema Raju Ettana Mamooka
1408	1408	Jayettanu eduthal pongayha role aan...next idi	positive	ജയേത്താനു ഏദുഥല പാന്ഗയ്ഹാ റോള് ആന്നേത ഇദി	Jayethanu Eduthala Pangaiha Roll Annetha Idi
1409	1409	Mass pakka mass lalettaaa #poli	positive	മാസ പക്കാ മാസ ലാലെട്ടാ പോളി	Masa pakka masa laletta poly
1410	1410	Lalettan polichu Pani ariyanunna Mon thanna rajuvettan	positive	ലാലെത്തന പോളിചു പാണി അരിയാനുംന്നാ മോന തനനാ രാജുവേത്തന	Lalethana Polichu Pani Ariyannumnna Mona Thanana Rajuvethana
1411	1411	enthokeyo evdakayo oru thakarar pole... ennalum kolaam...	neutral	എന്ഥോകേയോ ഏവ്ദാകായോ ഓരു ഠാകരര പോല എന്നലുംമ കോലാം	Enthoke or Evdaka oru thakarara ennalumma kolam
1412	1412	Njan oru katta eettan fan aayirunnu pazhassiraja kandadode oru ikkaa fan aayi Abraham polich  Ikkaaa polich Ikka bakthan	positive	ന്ജന ഓരു കട്ടാ ഇത്തന ഫന ആയീരുനനു പഝ്ഹാസ്സീരാജാ കംദദോഡ് ഓരു ഇക്കാ ഫന ആയീ അബ്രഹമ പോലീച  ഇക്കാ പോലീച ഇക്കാ ബക്തന	Njana oru kata itana fana ayirunanu pajhhasseeraja kamdadod oru ika fana ayi abrahama policha ika policha ika baktana
1413	1413	Illa kaaryam mugath nokki parayum... nammakaarum bakshanam kond vannu  eetil ethikanonnula... praayamaaya veetil irikanam allathe pattatha valli thoogaruth..	negative	ഇല്ലാ കാര്യമ മുഗത നോക്കീ പരയുംമ നമ്മകാരുമ ബക്ശാനാമ കോണ്ട് വനനു  ഇതില ഏതീകാനോംനുലാ പ്രായാമായ വിതില ഈരികാനാമ അല്ലത പത്തതാ വാല്ലീ ഥഊഗരുത	Illa karyama mugata noki parayumma nammakaruma bakshanama kond vananu which one of these is old vithila erikanama not patatha wallee thoogaruta
1414	1414	Aaa urumi scene akum ettavum kooduthal kayyadi nedunnath	positive	ആ ഉരുമീ സീന അകുമ ഏത്തവഉംമ കുദുതല കയ്യാദീ നേദുന്നാഥ	That urumi seena akuma ettavaumma kudutala kaiyadee nedunnatha
1415	1415	Malayala cinemakke oru pudiya yuva nadanekkoode kittaan pookunnu.  Waiting	positive	മലയലാ സിനേമക്കേ ഓരു പുദിയാ യുവാ നദാനേക്കൂഡേ കിത്താന പൂകുന്നു  വൈറ്റിങ്	Malayalam Cinemake Oru Pudiya Yuva Nadanekude Kitana Pukunnu Whiting
1416	1416	trailar um padavum vere annello ethe ennaaa	positive	ട്രേലാര് ഉമ പദവുംമ വേരാ അന്നേല്ലോ എഥ എന്നാ	Trailer Uma Padumma Vera Annallo Etha Nenna
1417	1417	Mammukka verum vishayam engneru eth enthonn chyuvanentho prayam koodum thorum glamour koodunundallo daivame	negative	മമ്മുക്കാ വേരുമ വിശായമ ഇംഗ്നേരൂ ഏത എന്റോന ച്യുവാനേന്തോ പ്രയാമ കൂഡുംമ തോരുമ ഗ്ലാമൂര് കുദുനുന്ദാല്ലോ ദൈവമേ	Mammukka veruma visayama ingneru eta entona chuanentho prayama kudumma toruma glamor kudunundallo God
1418	1418	Ithaanu njangalkk vendath...ippo oru pakka mass entertainer anivaryam... Realistic oke kandu kandu maduthu....marana waiting for kalkki	positive	ഈതാനു ന്ജംഗാലക്ക വേന്ദഥീപ്പോ ഓരു പക്കാ മാസ ആന്റര്ത്നര് അനീവാര്യമ രിയാലിസ്റ്റിക് ഓകേ കാണ്ഡു കാണ്ഡു മദുതുമാരനാ വൈറ്റിങ് ഫര കല്ക്കീ	Ethanu Njangalaka Vendathipo Oru Paka Masa Antartner Aneevariama Realistic Okay Kandu Kandu Maduthumarana Whiting Fara Kalki
1419	1419	Triler kollam... but anu sithara.... kolamakum... seriel dialogu pole parayunnund anu sithara	neutral	ത്രിലര് കൊല്ലം ബുത അനു സീഥാരാ കോലാമകുമ സേരീല് ദീഅലോഗു പോല പരയുംന്നുംദ അനു സീഥാരാ	Thriller Kollam Buta Anu Seethara Kolamakuma Seril Dealogue Pola Parayumnumnda Anu Seethara
1420	1420	Fight scene marana maasss repeat  adich kanuva	positive	ഫൈറ്റ് സീന മാരാനാ മാസ്സ റേപേട  ആദിച കനുവാ	Fight Cena Marana Massa Repeda Adicha Kanua
1421	1421	Thakarthutto...  Onnalla orupaadu kaaranangalaa...  ith thakarkkum...	positive	ഠാകരതുട്ടോ  ഓംനല്ലാ ഓരുപാദു കാരനംഗലാ  ഇത ഠാകരക്കമ	Thakaratuto Omnalla orupadu karanangala ita Thakarakama
1422	1422	ikkante eazhrikath varilla ikkante varunnu kunjali marakkar  WAITING IKKA POLIKKUM	negative	ഇക്കാന്ത് ഈഅഝ്ഹ്രീകത വാരില്ലാ ഇക്കാന്ത് വരുന്നു കുംജലി മാരക്കാര  വൈറ്റിങ് ഇക്കാ പോലിക്കുംമ	Ikant eajhhrikata warilla ikant is coming kumjali markara whiting ika polikumma
1423	1423	Lalettaaa sahikkunnillaa waiting for you.... Stephen.....	positive	ലാലെട്ടാ സഹീക്കുന്നീല്ലാ വൈറ്റിങ് ഫര യൂ സ്റ്റെഫേന	Laletta can&#39;t stand whiting fara you stephena
1424	1424	Pinnne Bgm adipoli ikkayude nadatham koodi aavumbo parayandallo	positive	പിന്നേ ബ്ഗ്മ ആദിപോലി ഇക്കായുഡേ നദതമ കൂഡി ആവുമ്ബോ പരായണന്കല്ലോ	Then Bgma Adipoli Ikayude Nadatama Koodi Aumbo Parayanankallo
1425	1425	Oru rekshayum illaa padam polichuuuu mass marana mass parayan vakkukal illaaaaaaaaa	positive	ഓരു രേക്ഷയുംമ ഇല്ലാ പദമ പോളിചൂ മാസ മാരാനാ മാസ പരായണ വക്കുകല ഇല്ലാ	Oru rekshayumma no padama polychu masa marana masa parayana vakukla no
1426	1426	innale 7 Mani muthal Kath Kath ninnu trailer nu vendi.....thakarppan trailer .... love you mammukkaaaaaa	positive	ഇന്നാലേ 7 മണി മുഥല കഥ കഥ നീന്നും ട്രേല്ര് നൂ വേംദീഥാകരപ്പന ട്രേല്ര്  ലവ യൂ മമ്മുക്കാ	Yesterday 7 PM Muthala Katha Katha Neenun Trailer Noo Vemdithakarapana Trailer Love U Mammukka
1427	1427	Njagade lalettanum manju  chechiyum kolamass jodi annu.	positive	ന്ജഗഡ ലാലെത്താനുംമ മംജൂ  ചേചിയുംമ കോലാമസ ജോഡീ അന്നു	Njagada Lalethanumma Manju Chechiumma Kolamasa Jodee Annu
1428	1428	enthu oola trailer aanu ithu. poor dialogue delivery	negative	ഏനതും ഊലാ ട്രേല്ര് ആനു ഇതു പൂര ദീഅലോഗു ഡെലിവറി	Enetum ula trailer anu itu pura dialogu delivery
1429	1429	Oru pandi comedy pandum pole unnd	neutral	ഓരു പണ്ഡി കോമേഡി പാണ്ഡുമ പോല ഉന്ന്ദ	A pandi comedy is as good as Panduma
1430	1430	Kalki Kalakki Achayane innu Mannarkadinnu kande ollu...appo ithreyum pradheeshichilla	positive	കല്കീ കലാക്കീ അചയാനേ ഇന്നും മന്നര്കാദീന്നു കംഡേ ഓല്ല്വാപ്പോ ഇത്രേയുംമ പ്രധിശീചില്ലാ	Kalkee Kalakee Achayane Mannarkadeennu Kamde Ollwapo so much Pradhiseechilla
1431	1431	Yessss the Lion returnzzzzz...kattaa waitingggg ikkkaaaaa	positive	യെസ്സ ദ ല്യോന് രേതുര്ന്ബകത്താ വൈറ്റിങ്ഗ ഇക്കാ	Yessa the Lion Returnbakatha Whitinga Ika
1432	1432	Hollywood level mass ithanu makkale trailer	positive	ഹോളിവുഡ് ലെവല് മാസ ഇതാനും മക്കാലേ ട്രേല്ര്	Macaulay trailer is also Hollywood level
1433	1433	Mass entertainment... oru rekshayum illa... pwoli...	positive	മാസ ആന്റര്ത്ന്മെന്റ് ഓരു രേക്ഷയുംമ ഇല്ലാ പ്വോലി	Masa Entertainment Oru Rekshayumma Illa Poli
1434	1434	ikkaaaaa     jeevannn	positive	ഇക്കാ     ജീവനന	This is life
1435	1435	Pazhashirajayude aduttonnum itu varilla.itu bahubalida copiyadi	neutral	പഝ്ഹാശീരാജയുദേ അദുത്താന്നമ ഇതു വാരില്ലൈതു ബാഹുബലിദാ കോപിയാദി	Pajhhaseerajayude aduthannama itu warillaitu bahubalida kopiadi
1436	1436	Thelunku nadan ..bhaala krishnayeyum... Thal nadan vijaya kaandhineyum ..naanipichu...mammuunny...	negative	തേലുംന്കു നദന ഭാലാ കൃഷ്ണയേയുംമ ഥല നദന വിജയാ കാന്ധീനേയുംമ നാനിപിചുമമ്മഊന്ന്യ	Nanipichumammaoonya of Thala Nadana Bhala Krishna and Thala Nadana Vijaya Kandhi.
1437	1437	Swondham appane kandal adikunnavanmara ithinoke dislike adikunne. Adichondu avide irikathe ullu. Ivide ettanm pillerum stronga dbl strong	negative	സ്വോനധാമ അപ്പനേ കന്ദല് ആദികുന്നവന്മാരാ ഇതീനോക ഡിസ്ലീകേ ആദികുന്ന ആദിക്കോംദു അവിഡ് ഈരീകാതേ ഉല്ലു ഇവിഡ് ഏത്തന്മ പിലഇരുമ സ്ട്രോംഗാ ഡ്ബ്ല സ്ട്രോംഗ്	Swonadhama appane kandal adikunvanavaya itinoka disleike adikunna adikondu avid eericate ullu avid ettanma pilairuma stronga dbla strong
1438	1438	Njn epo 100 vattam kandu ningalo?	positive	നജന എപോ 100 വത്തമ കാണ്ഡു നീന്കലോ	Najana Epo 100 Vatama Kandu Ninkalo
1439	1439	Njanum oru ikka fan ann  Pashe sambavam polichu	positive	ന്ജനുംമ ഓരു ഇക്കാ ഫന അന്ന  പശേ സമ്ബവമ പോളിചു	Njannumma oru ika fana anna pashe sambavama polichu
1440	1440	Look kandappol surajettan serios anenna thoniyath angeru polya pand behalam vechu comedy kanikkum ippo silentay kanikkum	positive	ലൂക കന്ദാപ്പോല് സുരജേത്തന സേരിയ അനേന്നാ തോനീയത അന്ഗേരു പോല്യാ പാന്റ് ബേഹാലം വേചു കോമേഡി കനിക്കുംമ ഇപ്പോ സിലേന്ട്യ കനിക്കുംമ	Luca Kandapol Surajethana Seria Anenna Toniyata Angeru Polya Pant Behalam Vechu Comedy Kanikumma Ipo Silentya Kanikumma
1441	1441	Trail luciferinte athra illelum.... Padam heavy aaayirikum.....	neutral	ട്രില് ലുസിഫേരിന്റ അത്രാ ഇല്ലേലമ പദമ ഹേവ്യ ആയിരികുമ	Trill Lucifer&#39;s Atara Illelama Padma will be Hevya
1442	1442	E polippan trailerinokke dislike adichathu ethu keedangallannavo... kuru pottal ippazhe thundangi....	negative	ഏ പോലിപ്പന ട്രേല്രിനോക്കേ ഡിസ്ലീകേ ആദിചാതും ഏതു കിദാംഗല്ന്നാവോ കുരൂ പോട്ടല ഇപ്പഝ്ഹേ ഥുന്ദാനഗീ	Ae polipana trailrinoke disleeke adichatum any kidangalnao kuroo potala ippajhe thundanagi
1443	1443	192K Views	positive	192ക വിഏവ്സ	192ka Vievsa
1444	1444	Ufff  ejjathi nte ponn ikka. MAMMOOKKA UYIR	positive	ഉഫ്ഫ  ഏജ്ജാഥീ നീം പോനന ഇക്കാ മമൂക്കാ ഉയീര	Uffa ejjathi neem ponana ika mamooka uira
1445	1445	Model School 🤩🤩🤩 Romanjam  Trivandrum	positive	മോദേല് സ്കൂല്  റോമംജമ  ത്രീവാന്ദ്രമ	Model School Romamjama Trivandrum
1446	1446	Raja varunnu Maniyayi.  Rajamani	positive	രാജാ വരുന്നു മാനിയായീ  രാജമനീ	The king is coming, dear king
1447	1447	Oru pucca classical ikka padam...vadakka veergatha orma vannu.  ...	positive	ഓരു പുക്കാ ക്ലാസ്സിക്കല് ഇക്കാ പദംവാദക്കാ വിര്ഗതാ ഓര്മാ വനനു  	Oru puka classical ika padamvadaka virgata orma vananu
1448	1448	Viswasichu koode nilkkunnavare jeevan koduthum samrakshikkum..  ikkayude voice & dialogue uff orujathi odukkathe feel.. romanjam at peak	positive	വിശ്വസീചു കൂഡേ നീലക്കുംന്നവരേ ജീവന കോദുതുമ സമ്രാക്ശീക്കുംമ  ഇക്കായുഡേ വോഈസ  ദീഅലോഗു ഉഫ്ഫ ഓരുജാതി ഓടുക്കതേ ഫീല റോമംജമ ആട പേക	Vishwaseechu koode nilakumnnavare jivan kodutuma samrakshikumma ikayude voisa dialogu uffa orujati odukute phela romamjama ada peka
1449	1449	Coppy ful Best actor polinhju kuthupala Edukkum	negative	കോപ്പി ഫൂല ബെസ്റ്റ് അക്ടര് പോളിന്ഹ്ജു കുതുപാല ഏടുക്കുമ	Kopi Phula Best Actor Paulinhju Kutupala will take
1450	1450	Fight scenes muzhuvan hvy  aayittind	positive	ഫൈറ്റ് സീന മുഝ്ഹുവന ഹ്വ്യ  ആയിത്തിംദ	Fight Seena Mujhuwana Hvya Ayithimda
1451	1451	Ichyaaaa polich nanum indu ee moviel kalki 🤩	positive	ഇച്യാ പോലീച നനുംമ ഇംദു ഈം മോവീഏല കല്കീ 	Ichya policecha nanumma imdu eem movieela kalki
1452	1452	Trailer mass marana mass... Ini screen il... Padam kanan njnm undkum	positive	ട്രേല്ര് മാസ മാരാനാ മാസ ഇനീ സ്ക്രീന് ഇല പദമ കാനന ന്ജ്ന്മ ഉണ്ഡ്കുമ	Trailer Masa Marana Masa Inee Screen Ila Padama Kanana Njnma Undkuma
1453	1453	Trailer ennokke paranjal ithanu... ejjatji item	positive	ട്രേല്ര് എന്നോക്കേ പരംജല ഇതാനും ഏജ്ജാത്ജീ ഇതേമ	Ejjatji is the same as the trailer
1454	1454	1989 il vadakkan veeragadha theateril kanda nhan veendum oru epic cinema kaanan thayyaredukkunnu.. MT yude dialogukalkk pakaram vekkan onnumilla..	neutral	1989 ഇല വാദക്കന വിരഗധ തിയേതേരില കംദ ന്ഹാന വേംദുമ ഓരു എപിക് സിനേമാം കാനന തയ്യാരേടുംക്കുന്നു മ്ട യുഡേ ദീഅലോഗുകാലക്ക പകാരമ വേക്കന ഓന്നുംമില്ലാ	1989 Ila Vadakana Viragadha Teaterila Kamda Nhana Venduma Oru Epic Cinemam Kanana Prepares Mta Ude Dealogukalaka Pakarama Vekana Onnumilla
1455	1455	Dado Girija	neutral	ദാദോ ഗിരിജാ	Dado Girija
1456	1456	Itu pwolikum..laletta..iru rakshayum illa trailel..pakka professionalism..ente Oru prarthana..ippravisham manju chechide mass dialogue onnum ondkalle..kanji edukutee pole..	neutral	ഇതു പ്വോലികുമ്ലാലെട്ടൈരു രക്ഷയുംമ ഇല്ലാ ട്രേലേല്പക്കാ പ്രൊഫെസ്ഷനാലീസ്മേന്റ് ഓരു പ്രാര്ഥനാഥപ്പ്രവീഷമ മംജൂ ചെചിഡ് മാസ ദീഅലോഗു ഓനനുംമ ഓംഡ്കാല്ലേകാന്ജീ ഏദുകുതി പോല	This is not a salvation, a trail, a professionalization, a prayer, a prayer, a prayer, a prayer, a prayer, a prayer, a prayer, a prayer, a prayer.
1457	1457	Appo 21 kanum   Uff poli item	positive	അപ്പോ 21 കനുംമ   ഉഫ്ഫ പോളി ഇതേമ	Then 21 Kanumma Uffa Poly same
1458	1458	Unda enna perittappo parihasicha priyadarshanu kod urundaa	negative	ഉണ്ഡാ ഏനനാ പെരിത്താപ്പോ പരിഹാസീചാ പ്രിയദര്ശാനു കോട ഉറുന്ദാ	Unda enana perithapo parihaseecha priyadarshanu kota urunda
1459	1459	God marichu ene paranjit ole part karinje oru k.g.f feel thonni	neutral	ഗോഡ മാരിച്ചു ഇന പരണജീത ഓലേ പാര്ട്ട് കരീന്ജ് ഓരു ക്ഷ ഫീല ഥോനനീ	Goda Marichu Ina Paranajeeta Ole Part Karinj Oru Ksha Feela Thonanee
1460	1460	Thoopil Joppan poley ulla oru Item aavand irunnal mathi aarunnu🥺🥺🥺.	neutral	ഥഊപില ജോപ്പന പോലേ ഉല്ലാ ഓരു ഇതേമ ആവന്ദ ഈരുന്നല മഥീ ആരുന്നു	Thaupila jopana pole ulla oru itema awanda erunnala mathi arunu
1461	1461	oru charithra cinimakku venda 3 kariyangal illa	negative	ഓരു ചരീഥ്രാ സിനീമക്കും വേന്ദ് 3 കരീയാംഗല ഇല്ലാ	Not every charithra movie has vend 3 kariyangala
1462	1462	Maoist alla Maoistnte apanae varee  nammal  putikum all the best mammoka  & unda movie team	positive	മാറ്റിസ്റ്റ് അല്ലാ മാറ്റിസന്റ് അപനേ വരീ  നമ്മല  പുതികുമ എല്ല ദ ബെസ്റ്റ് മമ്മോകാ   ഉണ്ഡാ മോവീഏ ടെമ	Matist alla matistant apane wari nammala putikuma ella the best mammoka unda moviee tema
1463	1463	id thakarkum  kure idavelak shesham  mammooka vs lalettan (mammoka fan)	positive	ഇദ ഠാകര്കുമ  കുരേ ഇദവേലക ശേഷമ  മമൂകാ വ ലാലെത്തന മമ്മോകാ ഫന	Ida thakarkuma kure idavelaka nashma mamooka wa lalethana mammoka fana
1464	1464	Pooram kaanathe dislike adichavarkk  #naduviral pranaamam	negative	പൂരമ കാനാഥ ഡിസ്ലീകേ ആദിചാവര്ക്ക  നാദുവീരസ് പ്രണാമാമ	Purama kanatha disleeke adichavarka naduviras pranamama
1465	1465	Mammookka fight ohh romam ezhunetu nililkkum	positive	മമൂക്കാ ഫൈറ്റ് ഓംഹ രോമമ ഈഝ്ഹുനേതു നീലിലക്കുംമ	Mamooka fight omha romama ejhhunetu neelilakumma
1466	1466	Katta waitingRaju eattan tovino  lallettan	positive	കട്ടാ വൈറ്റിംഗ്രാജു ഈത്തന ടോവിനോ  ലാലെട്തന	Katta Whitingraju Ethana Tovino Lalethana
1467	1467	machaa.......aa BGM ente manasill angottu keri polipolikukayaanu	positive	മഛാ ബ്ഗ്മ ആന്റ് മാനാസില്ല അംഗോത്തു കേരി പോളിപോലികുകയാനു	Macha bgma and manasilla angothu keri polypolikukayanu
1468	1468	Aarada dislike adikkane ethil entha kuzhappam	negative	ആരദ ഡിസ്ലീകേ ആദിക്കാനേ എതീല ഏന്ഥാ കുഝ്ഹാപ്പമ	Arada disleeke adikane ethila entha kujhhapama
1469	1469	ഇവാൻ  spycho aaadaaa    Ente epono ijathi	positive	ഇവൻ  സ്പൈചോ ആദാ    ആന്റ് എപോനോ ഇജാഥീ	He spicho ada and epono ijathee
1470	1470	Abhinayathinde manarisam thiricharinja mahanadana vaibhsvam mohanlal enna MALAYALIYUDE oru sokharya sambhavamanu ennum eppozhum All friends congratulation	positive	അഭിനയതീനഡേ മാനരീസമ ഥീരീചരീന്ജാ മഹാനാദനാ വൈഭ്സ്വമ മോഹനലാല ഏനനാ മലയലീയുഡേ ഓരു സോഖര്യാ സമഭാവമനു എന്നമ എപ്പോഝ്ഹുമ എല്ല ഫ്രീഏംദ കോംഗ്രതുലറ്റേഷന്	Abhinayathinade Manarisama Theericharinja Mahanadana Vaibhswama Mohanalala Enana Malayaleeyude Oru Sokharya Samabhamanu Enama Epojhuma Ella Freemda Congratulations
1471	1471	Ith polikkum kanditt oru atom bombin vakayundd	negative	ഇത പോലിക്കുംമ കന്ദിത്ത ഓരു ആറ്റം ബോംബീന വകയുംദ്ദ	This is Polikumma Kanditha Oru Atom Bombina Vakayumdda
1472	1472	Ethe pulimuruganta music aanallo full enthayalum mamookka polichu	neutral	എഥ പുലിമുരുഗംതാ മ്യൂസിക് ആനാല്ലോ ഫുഅല എന്തയാലുമ മമൂക്കാ പോളിചു	Etha pulimurugamta music anallo phuala entyaluma mamooka polychu
1473	1473	njan mammukka fan aan yennalum parayaa lalettan mathrame ithokke kazhiyu adheham oru loka nayakanan oru simham	positive	ന്ജന മമ്മുക്കാ ഫന ആന യെന്നാലുംമ പരയാ ലാലെത്തന മാഥ്രമ ഇഥോക്കേ കാഝ്ഹീയും അധേഹമ ഓരു ലോകാ നായകാനന ഓരു സിമഹമ	Njana mammuka fana ana yennalumma paraya lalethana mathrama ithoke kajhhee and adhehama oru loka nayakanana oru simahama
1474	1474	Lalettan ishttam.. Rajuettan ishttam!! Murali Gopi's script	positive	ലാലെത്തന ഇശ്ട്തമ രാജുത്തന ഇശ്ട്തമ മുരലീ ഗോപീസ സ്ക്രീപ്ത	Lalethana Ishthama Rajuthana Ishthama Murali Gopeesa Script
1475	1475	Nerathe irakkiya bomb kadha tanne..  atleast nedumudi venu te dialogue enkilum mati pidikamayirunnu....	neutral	നേരത ഇറാക്കീയാ ബോംബ് കാധാ തന്നേ  അത്ലീസ്റ്റ് നേദുമുദീ വേണു തേ ദീഅലോഗു എന്കീലുമ മാറ്റി പിദീകമഈരുനനു	Nerata Iraqi bomb Kadha Thane athlete Nedumudi venu te dealogu enkeeluma mati Pidikamaeirunanu
1476	1476	Character eakadesham same Aaanallo Vyshakh sir	neutral	ചരാക്ട്ര് ഈകദേശാമ സമേ ആനാല്ലോ വ്യ്ശാഖ സീര	Character Eakadesama Same Annallo Vyshakha Seera
1477	1477	Addddiiiiipolliiiii.....marana masss.....oru sakshem illa....lalettande kidu look.....🤩🤩	positive	അദ്ദൈപ്പോല്ലീമരാനാ മസ്സോരു സക്ഷേമ ഇല്ലാലലേട്ടാണ്ഡേ കിഡു ലൂക	Addaipolimarana massoru sakshema illalalatede kidu luka
1478	1478	Oh...Iththakathallo. sankar ramakrishnanu dhairyamayi kunjalimarakkar directcheyyam	positive	ഓഹീത്തകഥാല്ലോ സംകര രാമകൃഷ്നാനും ധൈര്യമയീ കുംജലീമാംരക്കാര ദിരേക്ത്ചിയമ	Storytelling by Sankara Ramakrishnan and Dharamayee Kumjalimamrakara Directed by
1479	1479	( ( ( KIDILOSKI   ) ) ) )	positive	   കിദിലോസ്കീ      	Kidiloski
1480	1480	Puchivhavarkulla marupadi athum triple strongill ikka ishtam	positive	പുചിവ്ഹാവര്കുലആ മാരുപദീ അതുമ ത്രിപ്ല് സ്ട്രോണ്ഗീല് ഇക്കാ ഇശ്തമ	Puchivhavarkulaa Marupadi Atuma Triple Strongail Ika Isthama
1481	1481	Linto kurian fans  jayasurya nte career le super trailer	positive	ലീംടോ കുരിയന ഫംസ  ജയസുര്യ നീം കാരീര ലേ സൂപ്പര് ട്രേല്ര്	Leemto Kuriana Phamsa Jayasurya Neem Karira Le Super Trailer
